query	significant	p_value	term_size	query_size	intersection_size	precision	recall	term_id	source	term_name	effective_domain_size	source_order	parents
query_1	TRUE	3.67240898207086e-07	10	357	8	0.0224089635854342	0.8	GO:0072677	GO:BP	eosinophil migration	13946	16315	GO:0097530
query_1	TRUE	6.80934184556532e-06	3956	357	157	0.439775910364146	0.0396865520728008	GO:0023052	GO:BP	signaling	13946	6205	GO:0050789
query_1	TRUE	7.39366957533607e-06	3960	357	157	0.439775910364146	0.0396464646464646	GO:0007154	GO:BP	cell communication	13946	2584	GO:0009987
query_1	TRUE	1.93586068245945e-05	4289	357	165	0.46218487394958	0.0384705059454418	GO:0032501	GO:BP	multicellular organismal process	13946	7116	GO:0008150
query_1	TRUE	0.000111082711940034	914	357	55	0.15406162464986	0.0601750547045952	GO:0007155	GO:BP	cell adhesion	13946	2585	GO:0009987
query_1	TRUE	0.000199154065641497	3675	357	144	0.403361344537815	0.0391836734693878	GO:0007165	GO:BP	signal transduction	13946	2595	GO:0007154;GO:0009987;GO:0023052;GO:0050794;GO:0051716
query_1	TRUE	0.000361923563509761	8	357	6	0.0168067226890756	0.75	GO:0048245	GO:BP	eosinophil chemotaxis	13946	11758	GO:0071621;GO:0072677
query_1	TRUE	0.00137022525715422	824	357	49	0.137254901960784	0.0594660194174757	GO:0040011	GO:BP	locomotion	13946	9265	GO:0008150
query_1	TRUE	0.00268571753287726	566	357	38	0.106442577030812	0.0671378091872792	GO:0098609	GO:BP	cell-cell adhesion	13946	17570	GO:0007155
query_1	TRUE	0.00308056084590921	135	357	17	0.0476190476190476	0.125925925925926	GO:0097529	GO:BP	myeloid leukocyte migration	13946	17462	GO:0050900
query_1	TRUE	0.00328682548918146	1819	357	83	0.23249299719888	0.045629466739967	GO:0007166	GO:BP	cell surface receptor signaling pathway	13946	2596	GO:0007165
query_1	TRUE	0.00341440354740571	1288	357	65	0.182072829131653	0.0504658385093168	GO:0009888	GO:BP	tissue development	13946	3587	GO:0048856
query_1	TRUE	0.00425383030836175	1891	357	85	0.238095238095238	0.0449497620306716	GO:0051239	GO:BP	regulation of multicellular organismal process	13946	12691	GO:0032501;GO:0050789
query_1	TRUE	0.00636984323784772	1028	357	55	0.15406162464986	0.0535019455252918	GO:0016477	GO:BP	cell migration	13946	4977	GO:0048870
query_1	TRUE	0.00755816570586367	1061	357	56	0.156862745098039	0.0527803958529689	GO:0051240	GO:BP	positive regulation of multicellular organismal process	13946	12692	GO:0032501;GO:0048518;GO:0051239
query_1	TRUE	0.0103143466567443	774	357	45	0.126050420168067	0.0581395348837209	GO:0035295	GO:BP	tube development	13946	8374	GO:0007275;GO:0048856
query_1	TRUE	0.0123552214482949	1906	357	84	0.235294117647059	0.0440713536201469	GO:0048513	GO:BP	animal organ development	13946	11949	GO:0048856
query_1	TRUE	0.0132299064169542	505	357	34	0.0952380952380952	0.0673267326732673	GO:0006954	GO:BP	inflammatory response	13946	2454	GO:0006952
query_1	TRUE	0.0150859785379544	87	357	13	0.0364145658263305	0.149425287356322	GO:0097530	GO:BP	granulocyte migration	13946	17463	GO:0097529
query_1	TRUE	0.0153983338090593	224	357	21	0.0588235294117647	0.09375	GO:0050900	GO:BP	leukocyte migration	13946	12479	GO:0002376;GO:0016477
query_1	TRUE	0.0170603765968378	1004	357	53	0.148459383753501	0.0527888446215139	GO:0003008	GO:BP	system process	13946	1410	GO:0032501
query_1	TRUE	0.0196225066427965	309	357	25	0.0700280112044818	0.0809061488673139	GO:0022407	GO:BP	regulation of cell-cell adhesion	13946	6164	GO:0030155;GO:0098609
query_1	TRUE	0.0241753363841971	5482	357	186	0.521008403361345	0.0339292229113462	GO:0050896	GO:BP	response to stimulus	13946	12476	GO:0008150
query_1	TRUE	0.0311574506841915	700	357	41	0.11484593837535	0.0585714285714286	GO:0001775	GO:BP	cell activation	13946	427	GO:0009987;GO:0032501
query_1	TRUE	0.0387044233301891	732	357	42	0.117647058823529	0.0573770491803279	GO:0040012	GO:BP	regulation of locomotion	13946	9266	GO:0040011;GO:0050789
query_1	TRUE	0.0396099261033328	1145	357	57	0.159663865546218	0.0497816593886463	GO:0048870	GO:BP	cell motility	13946	12260	GO:0009987
query_1	TRUE	0.0415787862156933	22	357	7	0.0196078431372549	0.318181818181818	GO:0048483	GO:BP	autonomic nervous system development	13946	11928	GO:0007399;GO:0048731
query_1	TRUE	0.0475057782434862	128	357	15	0.0420168067226891	0.1171875	GO:0030595	GO:BP	leukocyte chemotaxis	13946	6417	GO:0050900;GO:0060326
query_1	FALSE	0.0520561849050743	4680	357	163	0.456582633053221	0.0348290598290598	GO:0051716	GO:BP	cellular response to stimulus	13946	12983	GO:0009987;GO:0050896
query_1	FALSE	0.0520606347623342	2619	357	104	0.291316526610644	0.0397098129056892	GO:0048731	GO:BP	system development	13946	12138	GO:0007275;GO:0048856
query_1	FALSE	0.0701992636863131	376	357	27	0.0756302521008403	0.0718085106382979	GO:0007186	GO:BP	G protein-coupled receptor signaling pathway	13946	2609	GO:0007165
query_1	FALSE	0.0778856496492605	268	357	22	0.061624649859944	0.082089552238806	GO:0006935	GO:BP	chemotaxis	13946	2443	GO:0042221;GO:0042330
query_1	FALSE	0.0778856496492605	268	357	22	0.061624649859944	0.082089552238806	GO:0042330	GO:BP	taxis	13946	9447	GO:0009605;GO:0040011
query_1	FALSE	0.0811579523969205	1773	357	77	0.215686274509804	0.0434292160180485	GO:0009653	GO:BP	anatomical structure morphogenesis	13946	3414	GO:0032502;GO:0048856
query_1	FALSE	0.0858698119823364	71	357	11	0.030812324929972	0.154929577464789	GO:0071621	GO:BP	granulocyte chemotaxis	13946	15660	GO:0030595;GO:0097530
query_1	FALSE	0.0966714015056828	679	357	39	0.109243697478992	0.0574374079528719	GO:0030334	GO:BP	regulation of cell migration	13946	6339	GO:0016477;GO:2000145
query_1	FALSE	0.102299958476931	603	357	36	0.100840336134454	0.0597014925373134	GO:0045321	GO:BP	leukocyte activation	13946	10587	GO:0001775;GO:0002376
query_1	FALSE	0.105905758404672	2792	357	108	0.302521008403361	0.0386819484240688	GO:0030154	GO:BP	cell differentiation	13946	6252	GO:0048869
query_1	FALSE	0.107766297649785	2793	357	108	0.302521008403361	0.0386680988184748	GO:0048869	GO:BP	cellular developmental process	13946	12259	GO:0009987;GO:0032502
query_1	FALSE	0.1141256329596	710	357	40	0.112044817927171	0.0563380281690141	GO:2000145	GO:BP	regulation of cell motility	13946	23634	GO:0040012;GO:0048870;GO:0050794
query_1	FALSE	0.121180429480278	10	357	5	0.0140056022408964	0.5	GO:0002689	GO:BP	negative regulation of leukocyte chemotaxis	13946	1161	GO:0002686;GO:0002688;GO:0030595;GO:0050922
query_1	FALSE	0.152911843836719	692	357	39	0.109243697478992	0.0563583815028902	GO:0007267	GO:BP	cell-cell signaling	13946	2659	GO:0007154;GO:0023052
query_1	FALSE	0.184954881468197	778	357	42	0.117647058823529	0.0539845758354756	GO:0060429	GO:BP	epithelium development	13946	13632	GO:0009888
query_1	FALSE	0.193854267317018	27	357	7	0.0196078431372549	0.259259259259259	GO:0002548	GO:BP	monocyte chemotaxis	13946	1023	GO:0030595;GO:0071674;GO:0097529
query_1	FALSE	0.216698673105967	521	357	32	0.0896358543417367	0.0614203454894434	GO:0001568	GO:BP	blood vessel development	13946	341	GO:0001944;GO:0048856
query_1	FALSE	0.219666075556652	3805	357	136	0.380952380952381	0.035742444152431	GO:0048856	GO:BP	anatomical structure development	13946	12247	GO:0032502
query_1	FALSE	0.225524968427354	522	357	32	0.0896358543417367	0.0613026819923372	GO:0030155	GO:BP	regulation of cell adhesion	13946	6253	GO:0007155;GO:0050794
query_1	FALSE	0.236270514886403	1667	357	72	0.201680672268908	0.0431913617276545	GO:0050793	GO:BP	regulation of developmental process	13946	12400	GO:0032502;GO:0050789
query_1	FALSE	0.2522557061532	4280	357	149	0.417366946778712	0.0348130841121495	GO:0048518	GO:BP	positive regulation of biological process	13946	11952	GO:0008150;GO:0050789
query_1	FALSE	0.257518486494531	628	357	36	0.100840336134454	0.0573248407643312	GO:0035239	GO:BP	tube morphogenesis	13946	8343	GO:0009653;GO:0035295
query_1	FALSE	0.258176018574365	356	357	25	0.0700280112044818	0.0702247191011236	GO:0042110	GO:BP	T cell activation	13946	9331	GO:0046649
query_1	FALSE	0.274979261330586	1428	357	64	0.179271708683473	0.0448179271708683	GO:0009605	GO:BP	response to external stimulus	13946	3376	GO:0050896
query_1	FALSE	0.338129102521838	208	357	18	0.0504201680672269	0.0865384615384615	GO:0022409	GO:BP	positive regulation of cell-cell adhesion	13946	6166	GO:0022407;GO:0045785;GO:0098609
query_1	FALSE	0.368000064948161	2265	357	90	0.252100840336134	0.0397350993377483	GO:0042221	GO:BP	response to chemical	13946	9400	GO:0050896
query_1	FALSE	0.370812174664971	1626	357	70	0.196078431372549	0.043050430504305	GO:0002376	GO:BP	immune system process	13946	867	GO:0008150
query_1	FALSE	0.380734691871313	801	357	42	0.117647058823529	0.052434456928839	GO:0048646	GO:BP	anatomical structure formation involved in morphogenesis	13946	12055	GO:0009653;GO:0032502
query_1	FALSE	0.385907873848018	20	357	6	0.0168067226890756	0.3	GO:0050892	GO:BP	intestinal absorption	13946	12473	GO:0022600
query_1	FALSE	0.47439660808629	699	357	38	0.106442577030812	0.0543633762517883	GO:0051241	GO:BP	negative regulation of multicellular organismal process	13946	12693	GO:0032501;GO:0048519;GO:0051239
