assay	analysis_source	contrast	feature_id	log2_fold_change	raw_p_value	BH_FDR	direction	nominal_discovery	FDR_significant	biologically_prioritized	experimentally_evaluated	candidate_highlight	candidate_highlight_reason	threshold_interpretation	mean_CPM_vehicle	mean_CPM_treatment	mean_log2_CPM_plus_1_vehicle	mean_log2_CPM_plus_1_treatment	V_A	V_B	V_C	IL4_A	IL4_B	IL4_C	label_for_plot
miRNA-seq	log2_CPM_plus_1_Welch_two_sided_from_compact_CPM_matrix	IL4_vs_Vehicle	hsa-miR-548ar-5p	-0.653900188765632	0.422649730810374	0.71519809890531	down	FALSE	FALSE	FALSE	FALSE	FALSE		not nominally significant	0.965069511133333	0	0.653900188765632	0	0	2.8952085334	0	0	0	0	hsa-miR-548ar-5p
miRNA-seq	log2_CPM_plus_1_Welch_two_sided_from_compact_CPM_matrix	IL4_vs_Vehicle	hsa-miR-548a-5p	-0.430456773071619	0.422649730810374	0.71519809890531	down	FALSE	FALSE	FALSE	FALSE	FALSE		not nominally significant	0.482534755566667	0	0.430456773071619	0	0	1.4476042667	0	0	0	0	hsa-miR-548a-5p
miRNA-seq	log2_CPM_plus_1_Welch_two_sided_from_compact_CPM_matrix	IL4_vs_Vehicle	hsa-miR-548i	0.491354103306913	0.599494876856309	0.838059663983451	up	FALSE	FALSE	FALSE	FALSE	FALSE		not nominally significant	0.265001482466667	1.32885888573333	0.281329139517312	0.772683242824224	0	0	0.7950044474	3.9865766572	0	0	hsa-miR-548i
miRNA-seq	log2_CPM_plus_1_Welch_two_sided_from_compact_CPM_matrix	IL4_vs_Vehicle	hsa-miR-548j-5p	-0.457173378709774	0.589964043058793	0.83501311926529	down	FALSE	FALSE	FALSE	FALSE	FALSE		not nominally significant	1.30193923813333	0.765949821266667	1.03101522734282	0.573841848633043	1.5208043723	0	2.3850133421	0	2.2978494638	0	hsa-miR-548j-5p
miRNA-seq	log2_CPM_plus_1_Welch_two_sided_from_compact_CPM_matrix	IL4_vs_Vehicle	hsa-miR-548au-5p	-0.26510214728816	0.756014638908798	0.902838259180939	down	FALSE	FALSE	FALSE	FALSE	FALSE		not nominally significant	1.01386958156667	0.4429529619	0.67164322191825	0.40654107463009	3.0416087447	0	0	1.3288588857	0	0	hsa-miR-548au-5p
miRNA-seq	log2_CPM_plus_1_Welch_two_sided_from_compact_CPM_matrix	IL4_vs_Vehicle	hsa-miR-548c-5p	-1.0964489848779	0.371383834495998	0.71519809890531	down	FALSE	FALSE	FALSE	FALSE	FALSE		not nominally significant	6.250618831	2.04848660376667	2.44209348891126	1.34564450403336	12.1664349787	5.7904170669	0.7950044474	2.6577177714	0	3.4877420399	hsa-miR-548c-5p
miRNA-seq	log2_CPM_plus_1_Welch_two_sided_from_compact_CPM_matrix	IL4_vs_Vehicle	hsa-miR-548ab	0			unchanged	FALSE	FALSE	FALSE	FALSE	FALSE		not nominally significant	0	0	0	0	0	0	0	0	0	0	hsa-miR-548ab
miRNA-seq	log2_CPM_plus_1_Welch_two_sided_from_compact_CPM_matrix	IL4_vs_Vehicle	hsa-miR-548b-5p	0.573841848633043	0.422649730810374	0.71519809890531	up	FALSE	FALSE	FALSE	FALSE	FALSE		not nominally significant	0	0.765949821266667	0	0.573841848633043	0	0	0	0	2.2978494638	0	hsa-miR-548b-5p
miRNA-seq	log2_CPM_plus_1_Welch_two_sided_from_compact_CPM_matrix	IL4_vs_Vehicle	hsa-miR-548ad-5p	0.598252524007187	0.182143633765386	0.71519809890531	up	FALSE	FALSE	FALSE	FALSE	FALSE		not nominally significant	12.4438497465667	20.0246807661	3.7347722855974	4.33302480960459	10.6456306063	11.5808341337	15.1050844997	22.5906010572	25.2763441013	12.2070971398	hsa-miR-548ad-5p
miRNA-seq	log2_CPM_plus_1_Welch_two_sided_from_compact_CPM_matrix	IL4_vs_Vehicle	hsa-miR-548ay-5p	-0.653335375725269	0.314085719371437	0.71519809890531	down	FALSE	FALSE	FALSE	FALSE	FALSE		not nominally significant	5.81422042363333	3.5620049708	2.69070922880796	2.03737385308269	9.124826234	4.3428128001	3.9750222368	6.6442944286	2.2978494638	1.74387102	hsa-miR-548ay-5p
miRNA-seq	log2_CPM_plus_1_Welch_two_sided_from_compact_CPM_matrix	IL4_vs_Vehicle	hsa-miR-548d-5p	0.58079364350558	0.677978937859753	0.873109896255419	up	FALSE	FALSE	FALSE	FALSE	FALSE		not nominally significant	2.557742128	4.67826354756667	1.39912063107058	1.97991427457616	6.0832174893	0	1.5900088947	5.3154355429	0	8.7193550998	hsa-miR-548d-5p
miRNA-seq	log2_CPM_plus_1_Welch_two_sided_from_compact_CPM_matrix	IL4_vs_Vehicle	hsa-miR-548av-5p	-0.444628053934891	0.422649730810374	0.71519809890531	down	FALSE	FALSE	FALSE	FALSE	FALSE		not nominally significant	0.506934790766667	0	0.444628053934891	0	1.5208043723	0	0	0	0	0	hsa-miR-548av-5p
miRNA-seq	log2_CPM_plus_1_Welch_two_sided_from_compact_CPM_matrix	IL4_vs_Vehicle	hsa-miR-548k	-0.294847362908839	0.75938619267827	0.902838259180939	down	FALSE	FALSE	FALSE	FALSE	FALSE		not nominally significant	1.27753920293333	1.16258067996667	1.01684394647955	0.721996583570707	0	1.4476042667	2.3850133421	0	0	3.4877420399	hsa-miR-548k
miRNA-seq	log2_CPM_plus_1_Welch_two_sided_from_compact_CPM_matrix	IL4_vs_Vehicle	hsa-miR-548l	0.40654107463009	0.422649730810374	0.71519809890531	up	FALSE	FALSE	FALSE	FALSE	FALSE		not nominally significant	0	0.4429529619	0	0.40654107463009	0	0	0	1.3288588857	0	0	hsa-miR-548l
miRNA-seq	log2_CPM_plus_1_Welch_two_sided_from_compact_CPM_matrix	IL4_vs_Vehicle	hsa-miR-106a-5p	0.0921994518123932	0.783512642746061	0.916092925419895	up	FALSE	FALSE	FALSE	FALSE	FALSE		not nominally significant	7.13922783586667	7.41906597323333	2.97310652120651	3.0653059730189	9.124826234	4.3428128001	7.9500444735	6.6442944286	6.8935483913	8.7193550998	hsa-miR-106a-5p
miRNA-seq	log2_CPM_plus_1_Welch_two_sided_from_compact_CPM_matrix	IL4_vs_Vehicle	hsa-miR-548at-5p	-0.281329139517312	0.422649730810374	0.71519809890531	down	FALSE	FALSE	FALSE	FALSE	FALSE		not nominally significant	0.265001482466667	0	0.281329139517312	0	0	0	0.7950044474	0	0	0	hsa-miR-548at-5p
miRNA-seq	log2_CPM_plus_1_Welch_two_sided_from_compact_CPM_matrix	IL4_vs_Vehicle	hsa-miR-495-3p	-0.412857080083407	0.723055739139492	0.896635373884181	down	FALSE	FALSE	FALSE	FALSE	FALSE		not nominally significant	11.7279695276333	8.27766000083333	3.31530169334528	2.90244461326187	19.7704568404	13.0284384004	2.3850133421	9.3020122	13.7870967825	1.74387102	hsa-miR-495-3p
miRNA-seq	log2_CPM_plus_1_Welch_two_sided_from_compact_CPM_matrix	IL4_vs_Vehicle	hsa-miR-543	-0.92209131962545	0.192079609906741	0.71519809890531	down	FALSE	FALSE	FALSE	FALSE	FALSE		not nominally significant	28.9727667947333	15.7798106282667	4.82890343389983	3.90681211427438	28.8952830744	40.5329194681	17.4900978417	9.3020122	27.574193565	10.4632261198	hsa-miR-543
miRNA-seq	log2_CPM_plus_1_Welch_two_sided_from_compact_CPM_matrix	IL4_vs_Vehicle	hsa-miR-3129-3p	-1.10209999498987	0.202379901068413	0.71519809890531	down	FALSE	FALSE	FALSE	FALSE	FALSE		not nominally significant	1.49640433713333	0	1.10209999498987	0	3.0416087447	1.4476042667	0	0	0	0	hsa-miR-3129-3p
miRNA-seq	log2_CPM_plus_1_Welch_two_sided_from_compact_CPM_matrix	IL4_vs_Vehicle	hsa-miR-641	0.980661797338937	0.336333056836787	0.71519809890531	up	FALSE	FALSE	FALSE	FALSE	FALSE		not nominally significant	4.1233509875	10.2887551221333	2.21559798543823	3.19625978277716	4.562413117	1.4476042667	6.3600355788	14.6174477429	2.2978494638	13.9509681597	hsa-miR-641
miRNA-seq	log2_CPM_plus_1_Welch_two_sided_from_compact_CPM_matrix	IL4_vs_Vehicle	hsa-miR-3617-5p	-0.879274975956817	0.342942049977908	0.71519809890531	down	FALSE	FALSE	FALSE	FALSE	FALSE		not nominally significant	3.76208122533333	1.91014922573333	2.13736244109465	1.25808746513784	1.5208043723	5.7904170669	3.9750222368	3.9865766572	0	1.74387102	hsa-miR-3617-5p
miRNA-seq	log2_CPM_plus_1_Welch_two_sided_from_compact_CPM_matrix	IL4_vs_Vehicle	hsa-miR-10527-5p	-0.168495966452019	0.846992816418154	0.93256780588044	down	FALSE	FALSE	FALSE	FALSE	FALSE		not nominally significant	0.965069511133333	0.58129034	0.653900188765632	0.485404222313613	0	2.8952085334	0	0	0	1.74387102	hsa-miR-10527-5p
miRNA-seq	log2_CPM_plus_1_Welch_two_sided_from_compact_CPM_matrix	IL4_vs_Vehicle	hsa-miR-320e	0.812291057507767	0.538939974236118	0.799173285193647	up	FALSE	FALSE	FALSE	FALSE	FALSE		not nominally significant	0.265001482466667	2.90645169993333	0.281329139517312	1.09362019702508	0	0	0.7950044474	0	0	8.7193550998	hsa-miR-320e
miRNA-seq	log2_CPM_plus_1_Welch_two_sided_from_compact_CPM_matrix	IL4_vs_Vehicle	hsa-miR-651-3p	0.485404222313613	0.422649730810374	0.71519809890531	up	FALSE	FALSE	FALSE	FALSE	FALSE		not nominally significant	0	0.58129034	0	0.485404222313613	0	0	0	0	0	1.74387102	hsa-miR-651-3p
miRNA-seq	log2_CPM_plus_1_Welch_two_sided_from_compact_CPM_matrix	IL4_vs_Vehicle	hsa-miR-148a-5p	-0.483010495826327	0.670308800483376	0.87299176462366	down	FALSE	FALSE	FALSE	FALSE	FALSE		not nominally significant	2.0033391279	1.32885888573333	1.25569373865055	0.772683242824224	4.562413117	1.4476042667	0	3.9865766572	0	0	hsa-miR-148a-5p
miRNA-seq	log2_CPM_plus_1_Welch_two_sided_from_compact_CPM_matrix	IL4_vs_Vehicle	hsa-miR-1277-5p	-1.12450671550964	0.195107621130444	0.71519809890531	down	FALSE	FALSE	FALSE	FALSE	FALSE		not nominally significant	4.07588277816667	1.65185574506667	2.32199648460534	1.19748976909569	4.562413117	2.8952085334	4.7700266841	2.6577177714	2.2978494638	0	hsa-miR-1277-5p
miRNA-seq	log2_CPM_plus_1_Welch_two_sided_from_compact_CPM_matrix	IL4_vs_Vehicle	hsa-miR-362-3p	-0.0800583401325885	0.931175680853818	0.967139668527713	down	FALSE	FALSE	FALSE	FALSE	FALSE		not nominally significant	0.965069511133333	0.765949821266667	0.653900188765632	0.573841848633043	0	2.8952085334	0	0	2.2978494638	0	hsa-miR-362-3p
miRNA-seq	log2_CPM_plus_1_Welch_two_sided_from_compact_CPM_matrix	IL4_vs_Vehicle	hsa-miR-329-3p	-0.0934252689642223	0.812386956899157	0.922507172387301	down	FALSE	FALSE	FALSE	FALSE	FALSE		not nominally significant	84.4026990211	75.3177357241333	6.33614730392968	6.24272203496545	68.4361967551	125.9415712043	58.8303291039	85.046968686	78.1268817676	62.7793567188	hsa-miR-329-3p
miRNA-seq	log2_CPM_plus_1_Welch_two_sided_from_compact_CPM_matrix	IL4_vs_Vehicle	hsa-miR-376c-3p	0.284376047477586	0.086000933198087	0.71519809890531	up	FALSE	FALSE	FALSE	FALSE	FALSE		not nominally significant	404.2025107969	493.298069031533	8.65844330787458	8.94281935535217	393.8883324348	445.8621141486	372.8570858073	431.8791378585	542.2924734459	505.7225957902	hsa-miR-376c-3p
miRNA-seq	log2_CPM_plus_1_Welch_two_sided_from_compact_CPM_matrix	IL4_vs_Vehicle	hsa-miR-499b-3p	0			unchanged	FALSE	FALSE	FALSE	FALSE	FALSE		not nominally significant	0	0	0	0	0	0	0	0	0	0	hsa-miR-499b-3p
miRNA-seq	log2_CPM_plus_1_Welch_two_sided_from_compact_CPM_matrix	IL4_vs_Vehicle	hsa-miR-181c-5p	0.333331986667362	0.713455037286693	0.890699826976486	up	FALSE	FALSE	FALSE	FALSE	FALSE		not nominally significant	2.36194516793333	2.23314608506667	1.34956200474194	1.68289399140931	1.5208043723	0	5.5650311315	2.6577177714	2.2978494638	1.74387102	hsa-miR-181c-5p
miRNA-seq	log2_CPM_plus_1_Welch_two_sided_from_compact_CPM_matrix	IL4_vs_Vehicle	hsa-miR-181a-5p	-0.195686566073068	0.134377488274299	0.71519809890531	down	FALSE	FALSE	FALSE	FALSE	FALSE		not nominally significant	377.797682844667	328.712065012733	8.56068631545743	8.36499974938436	421.2628111368	357.5582538789	354.5719835183	330.8858625439	330.8903227806	324.3600097137	hsa-miR-181a-5p
miRNA-seq	log2_CPM_plus_1_Welch_two_sided_from_compact_CPM_matrix	IL4_vs_Vehicle	hsa-miR-181b-5p	-0.385651239919635	0.0242618836328768	0.71519809890531	down	TRUE	FALSE	FALSE	FALSE	FALSE		nominal P < 0.05 exploratory miRNA screen	205.700367708833	157.1496212907	7.68693884658861	7.30128760666898	228.1206558503	199.7693888068	189.2110584694	172.7516551434	153.9559140715	144.7412946572	hsa-miR-181b-5p
miRNA-seq	log2_CPM_plus_1_Welch_two_sided_from_compact_CPM_matrix	IL4_vs_Vehicle	hsa-miR-181d-5p	-1.60455894374955	0.136970283164372	0.71519809890531	down	FALSE	FALSE	FALSE	FALSE	FALSE		not nominally significant	17.6819308570667	6.54271960156667	4.1969997924139	2.59244084866435	22.812065585	15.9236469339	14.3100800523	13.2885888572	4.5956989275	1.74387102	hsa-miR-181d-5p
miRNA-seq	log2_CPM_plus_1_Welch_two_sided_from_compact_CPM_matrix	IL4_vs_Vehicle	hsa-miR-181c-3p	-1.4902516502428	0.140624748419804	0.71519809890531	down	FALSE	FALSE	FALSE	FALSE	FALSE		not nominally significant	16.9363231585667	6.09976663966667	4.03574990419432	2.54549825395152	18.249652468	24.6092725342	7.9500444735	11.9597299715	4.5956989275	1.74387102	hsa-miR-181c-3p
miRNA-seq	log2_CPM_plus_1_Welch_two_sided_from_compact_CPM_matrix	IL4_vs_Vehicle	hsa-miR-100-5p	-0.0371111749877535	0.845092437636186	0.93256780588044	down	FALSE	FALSE	FALSE	FALSE	FALSE		not nominally significant	3812.85163039227	3668.83750463867	11.8780849904837	11.840973815496	4562.4131170055	3812.9896385302	3063.1521356411	3809.8384253545	3593.836561311	3602.8375272505	hsa-miR-100-5p
miRNA-seq	log2_CPM_plus_1_Welch_two_sided_from_compact_CPM_matrix	IL4_vs_Vehicle	hsa-miR-99a-5p	0.676792299533282	0.0664057200009624	0.71519809890531	up	FALSE	FALSE	FALSE	FALSE	FALSE		not nominally significant	51.2092581065	82.1999466662	5.67834496568362	6.3551372652169	65.3945880104	40.5329194681	47.700266841	77.0738153717	66.6376344489	102.888390178	hsa-miR-99a-5p
miRNA-seq	log2_CPM_plus_1_Welch_two_sided_from_compact_CPM_matrix	IL4_vs_Vehicle	hsa-miR-4798-3p	-0.67164322191825	0.422649730810374	0.71519809890531	down	FALSE	FALSE	FALSE	FALSE	FALSE		not nominally significant	1.01386958156667	0	0.67164322191825	0	3.0416087447	0	0	0	0	0	hsa-miR-4798-3p
miRNA-seq	log2_CPM_plus_1_Welch_two_sided_from_compact_CPM_matrix	IL4_vs_Vehicle	hsa-miR-193b-3p	-0.27310808327283	0.326518709395712	0.71519809890531	down	FALSE	FALSE	FALSE	FALSE	FALSE		not nominally significant	28.5805761961	23.9833165956	4.88594181060701	4.61283372733418	27.374478702	28.9520853343	29.415164552	29.2348954858	25.2763441013	17.4387101997	hsa-miR-193b-3p
miRNA-seq	log2_CPM_plus_1_Welch_two_sided_from_compact_CPM_matrix	IL4_vs_Vehicle	hsa-miR-193a-3p	0.618294556342523	0.297224074095827	0.71519809890531	up	FALSE	FALSE	FALSE	FALSE	FALSE		not nominally significant	7.20843235823333	10.4181618795333	2.89050880828396	3.50880336462648	4.562413117	4.3428128001	12.7200711576	9.3020122	11.4892473188	10.4632261198	hsa-miR-193a-3p
miRNA-seq	log2_CPM_plus_1_Welch_two_sided_from_compact_CPM_matrix	IL4_vs_Vehicle	hsa-miR-452-5p	-0.000982367253044902	0.997302186845457	0.99830550896502	down	FALSE	FALSE	FALSE	FALSE	FALSE		not nominally significant	9.8413031314	10.1135462957333	3.43439552504858	3.43341315779553	10.6456306063	10.133229867	8.7450489209	6.6442944286	11.4892473188	12.2070971398	hsa-miR-452-5p
miRNA-seq	log2_CPM_plus_1_Welch_two_sided_from_compact_CPM_matrix	IL4_vs_Vehicle	hsa-miR-483-5p	-0.362210751240921	0.151971598346629	0.71519809890531	down	FALSE	FALSE	FALSE	FALSE	FALSE		not nominally significant	52.3594696890667	40.8787568692	5.73156935917472	5.3693586079338	45.6241311701	55.0089621352	56.4453157619	31.8926132572	43.6591398113	47.0845175391	hsa-miR-483-5p
miRNA-seq	log2_CPM_plus_1_Welch_two_sided_from_compact_CPM_matrix	IL4_vs_Vehicle	hsa-miR-4499	0.99355799385779	0.422649730810374	0.71519809890531	up	FALSE	FALSE	FALSE	FALSE	FALSE		not nominally significant	0	2.29784946376667	0	0.99355799385779	0	0	0	0	6.8935483913	0	hsa-miR-4499
miRNA-seq	log2_CPM_plus_1_Welch_two_sided_from_compact_CPM_matrix	IL4_vs_Vehicle	hsa-miR-576-3p	-0.579667665890288	0.522302994015438	0.785034062185357	down	FALSE	FALSE	FALSE	FALSE	FALSE		not nominally significant	10.6408998404667	5.37057936946667	3.225777454169	2.64610978827871	12.1664349787	17.3712512006	2.3850133421	3.9865766572	6.8935483913	5.2316130599	hsa-miR-576-3p
miRNA-seq	log2_CPM_plus_1_Welch_two_sided_from_compact_CPM_matrix	IL4_vs_Vehicle	hsa-miR-6838-5p	-0.430456773071619	0.422649730810374	0.71519809890531	down	FALSE	FALSE	FALSE	FALSE	FALSE		not nominally significant	0.482534755566667	0	0.430456773071619	0	0	1.4476042667	0	0	0	0	hsa-miR-6838-5p
miRNA-seq	log2_CPM_plus_1_Welch_two_sided_from_compact_CPM_matrix	IL4_vs_Vehicle	hsa-miR-1179	0.841781572291896	0.406331083979141	0.71519809890531	up	FALSE	FALSE	FALSE	FALSE	FALSE		not nominally significant	0.506934790766667	2.18682398186667	0.444628053934891	1.28640962622679	1.5208043723	0	0	1.3288588857	0	5.2316130599	hsa-miR-1179
miRNA-seq	log2_CPM_plus_1_Welch_two_sided_from_compact_CPM_matrix	IL4_vs_Vehicle	hsa-miR-6779-3p	-0.430456773071619	0.422649730810374	0.71519809890531	down	FALSE	FALSE	FALSE	FALSE	FALSE		not nominally significant	0.482534755566667	0	0.430456773071619	0	0	1.4476042667	0	0	0	0	hsa-miR-6779-3p
miRNA-seq	log2_CPM_plus_1_Welch_two_sided_from_compact_CPM_matrix	IL4_vs_Vehicle	hsa-miR-22-3p	0.420599493717136	0.0381278281043904	0.71519809890531	up	TRUE	FALSE	FALSE	FALSE	FALSE		nominal P < 0.05 exploratory miRNA screen	1149.23797808673	1532.41341067203	10.1614054796342	10.5820049733513	1082.8127131026	1061.0939275029	1303.8072936547	1576.026638462	1544.1548396426	1477.0587539115	hsa-miR-22-3p
miRNA-seq	log2_CPM_plus_1_Welch_two_sided_from_compact_CPM_matrix	IL4_vs_Vehicle	hsa-miR-28-5p	-0.467714524673148	0.282076670755255	0.71519809890531	down	FALSE	FALSE	FALSE	FALSE	FALSE		not nominally significant	30.9227135905333	22.8937409835	4.98039380766332	4.51267928299018	28.8952830744	37.6377109346	26.2351467626	25.2483188286	13.7870967825	29.6458073394	hsa-miR-28-5p
miRNA-seq	log2_CPM_plus_1_Welch_two_sided_from_compact_CPM_matrix	IL4_vs_Vehicle	hsa-miR-708-5p	1.06979615033284	0.156107052871249	0.71519809890531	up	FALSE	FALSE	FALSE	FALSE	FALSE		not nominally significant	5.23408552726667	12.3650736563	2.53515929206303	3.60495544239587	3.0416087447	8.6856256003	3.9750222368	5.3154355429	16.0849462463	15.6948391797	hsa-miR-708-5p
miRNA-seq	log2_CPM_plus_1_Welch_two_sided_from_compact_CPM_matrix	IL4_vs_Vehicle	hsa-miR-3158-3p	0.721996583570707	0.422649730810374	0.71519809890531	up	FALSE	FALSE	FALSE	FALSE	FALSE		not nominally significant	0	1.16258067996667	0	0.721996583570707	0	0	0	0	0	3.4877420399	hsa-miR-3158-3p
miRNA-seq	log2_CPM_plus_1_Welch_two_sided_from_compact_CPM_matrix	IL4_vs_Vehicle	hsa-miR-148b-5p	-0.431777103543126	0.260388468511467	0.71519809890531	down	FALSE	FALSE	FALSE	FALSE	FALSE		not nominally significant	28.0004412997333	20.8452543797333	4.83501576982489	4.40323866628176	21.2912612127	33.2948981345	29.415164552	22.5906010572	13.7870967825	26.1580652995	hsa-miR-148b-5p
miRNA-seq	log2_CPM_plus_1_Welch_two_sided_from_compact_CPM_matrix	IL4_vs_Vehicle	hsa-miR-369-3p	0.0436807730821709	0.812893565892058	0.922507172387301	up	FALSE	FALSE	FALSE	FALSE	FALSE		not nominally significant	147.048735102233	150.098616417067	7.19322347716957	7.23690425025174	174.8925028185	146.2080309383	120.0456715499	155.476489629	137.8709678252	156.948391797	hsa-miR-369-3p
