feature_id	IL4_direction	IL4_nominal	IL4_FDR_significant	IL4_log2FC	IL4_P	IL4_FDR	IL13_direction	IL13_nominal	IL13_FDR_significant	IL13_log2FC	IL13_P	IL13_FDR
hsa-miR-219a-1-3p	up	FALSE	FALSE	0.610616157426391	0.32611324857405	0.71519809890531	up	FALSE	FALSE	1.14706286584363	0.269556385620776	0.753091701676768
hsa-miR-3145-3p	down	FALSE	FALSE	-0.281329139517312	0.422649730810374	0.71519809890531	down	FALSE	FALSE	-0.281329139517312	0.422649730810374	0.753091701676768
hsa-miR-369-5p	down	FALSE	FALSE	-0.600642082783742	0.201878954294957	0.71519809890531	down	FALSE	FALSE	-0.540817520308924	0.149127145658584	0.753091701676768
hsa-miR-219b-5p	up	FALSE	FALSE	0.308739701344883	0.734287239798	0.900762210036989	up	FALSE	FALSE	0.607386481015972	0.463428432812062	0.786106388453417
hsa-miR-107	down	FALSE	FALSE	-0.0624206388850652	0.666276555203633	0.87000678796275	up	FALSE	FALSE	0.05372266874239	0.752157050917853	0.938893632400183
hsa-miR-103a-3p	up	FALSE	FALSE	0.0523081693265564	0.716440423059974	0.891072776180842	up	FALSE	FALSE	0.0894869829708469	0.653214423528261	0.916516159024411
hsa-miR-210-5p	down	FALSE	FALSE	-0.791952934438869	0.469794128434466	0.752572754948171	down	FALSE	FALSE	-1.36579478307191	0.229081095977695	0.753091701676768
hsa-miR-3648	down	FALSE	FALSE	-0.0155312270803023	0.982958551135437	0.990925793697832	up	FALSE	FALSE	0.367201379158221	0.660861074272795	0.916516159024411
hsa-miR-6811-3p	down	FALSE	FALSE	-0.281329139517312	0.422649730810374	0.71519809890531	down	FALSE	FALSE	-0.281329139517312	0.422649730810374	0.753091701676768
hsa-miR-381-5p	up	FALSE	FALSE	0.491354103306913	0.599494876856309	0.838059663983451	up	FALSE	FALSE	0.643417717489059	0.3229116215735	0.753091701676768
hsa-miR-2277-5p	down	FALSE	FALSE	-0.825236965578932	0.422649730810374	0.71519809890531	down	FALSE	FALSE	-0.825236965578932	0.422649730810374	0.753091701676768
hsa-miR-222-3p	down	FALSE	FALSE	-0.174708899166136	0.0803640800830202	0.71519809890531	down	FALSE	FALSE	-0.0761432653580361	0.576339701311094	0.857164509503919
hsa-miR-221-3p	up	FALSE	FALSE	0.0432281170061533	0.832158825681906	0.930334866914041	down	FALSE	FALSE	-0.0723669357308161	0.762273199838747	0.94052509968353
hsa-miR-549a-5p	down	FALSE	FALSE	-1.34190030152968	0.198510702522393	0.71519809890531	down	FALSE	FALSE	-0.361930558541263	0.731772322841361	0.928601883882091
hsa-miR-423-3p	down	FALSE	FALSE	-0.270746972676768	0.196633084499441	0.71519809890531	down	FALSE	FALSE	-0.074627757828841	0.677436088418329	0.916516159024411
hsa-miR-6502-5p	down	FALSE	FALSE	-0.444628053934891	0.422649730810374	0.71519809890531	down	FALSE	FALSE	-0.444628053934891	0.422649730810374	0.753091701676768
hsa-miR-138-5p	up	TRUE	FALSE	0.357519808365106	0.0363150203657866	0.71519809890531	up	FALSE	FALSE	0.203897054965627	0.398562900213806	0.753091701676768
hsa-miR-1537-5p	down	FALSE	FALSE	-0.281329139517312	0.422649730810374	0.71519809890531	up	FALSE	FALSE	0.922864449147775	0.318896233342357	0.753091701676768
hsa-miR-103a-2-5p	up	FALSE	FALSE	0.407170820449864	0.745852889305771	0.902838259180939	up	FALSE	FALSE	1.04540070915142	0.210597393562132	0.753091701676768
hsa-miR-3140-3p	down	FALSE	FALSE	-0.281329139517312	0.422649730810374	0.71519809890531	up	FALSE	FALSE	0.802350364600933	0.280449451220986	0.753091701676768
hsa-miR-671-5p	down	FALSE	FALSE	-0.234495093853051	0.302286895333071	0.71519809890531	down	FALSE	FALSE	-0.26387423514779	0.280577039911351	0.753091701676768
hsa-miR-659-5p	up	FALSE	FALSE	0.455837304479461	0.676181195169577	0.873109896255419	up	FALSE	FALSE	0.494290083934751	0.484545388370593	0.799572602917683
hsa-miR-6851-5p	unchanged	FALSE	FALSE	0			up	FALSE	FALSE	0.354282845927852	0.422649730810374	0.753091701676768
hsa-miR-1255a	down	FALSE	FALSE	-0.0613192920270242	0.957047479380191	0.977681973288799	up	FALSE	FALSE	0.672449446361671	0.5431474135724	0.832561728833605
hsa-miR-31-5p	up	TRUE	FALSE	0.30583788029548	0.0205647009148927	0.71519809890531	up	FALSE	FALSE	0.169463536373913	0.0563700349948823	0.753091701676768
hsa-miR-34c-5p	up	FALSE	FALSE	0.283965496853262	0.159082052440599	0.71519809890531	up	FALSE	FALSE	0.174369599111466	0.275977479622649	0.753091701676768
hsa-miR-1256	unchanged	FALSE	FALSE	0			up	FALSE	FALSE	1.02016550392691	0.219117097414952	0.753091701676768
hsa-miR-25-5p	up	FALSE	FALSE	0.203950166237686	0.618380990380708	0.843511888970432	up	FALSE	FALSE	0.64116056030505	0.194261728299357	0.753091701676768
hsa-miR-663a	up	FALSE	FALSE	0.775936028875719	0.48671655380364	0.76270942773751	down	FALSE	FALSE	-0.192951036329879	0.850969429827239	0.968095287612443
hsa-miR-7974	up	FALSE	FALSE	0.43078341542141	0.718841605631169	0.892943068168556	up	FALSE	FALSE	0.85185398028377	0.507434776618582	0.814312573707379
hsa-miR-4668-5p	down	FALSE	FALSE	-1.43553983742839	0.0559825536928269	0.71519809890531	down	FALSE	FALSE	-1.11214725223238	0.0926939879448331	0.753091701676768
hsa-miR-4747-5p	down	FALSE	FALSE	-0.281329139517312	0.422649730810374	0.71519809890531	down	FALSE	FALSE	-0.281329139517312	0.422649730810374	0.753091701676768
hsa-miR-92b-5p	down	FALSE	FALSE	-0.358924984166544	0.339126125398271	0.71519809890531	down	FALSE	FALSE	-0.305201793605549	0.538042029635004	0.828586933325599
hsa-miR-3199	down	FALSE	FALSE	-0.444628053934891	0.422649730810374	0.71519809890531	up	FALSE	FALSE	0.647617903271008	0.467105118331949	0.791065119755721
hsa-miR-365b-5p	down	FALSE	FALSE	-0.088872516503633	0.937365391450386	0.969995524089821	down	FALSE	FALSE	-0.370222445001804	0.218370537471872	0.753091701676768
hsa-miR-365a-5p	up	FALSE	FALSE	0.0922737993666509	0.898365925550161	0.953974488711217	down	FALSE	FALSE	-0.888109123896482	0.18388596448028	0.753091701676768
hsa-miR-6878-5p	down	FALSE	FALSE	-0.281329139517312	0.422649730810374	0.71519809890531	down	FALSE	FALSE	-0.281329139517312	0.422649730810374	0.753091701676768
hsa-miR-4726-5p	unchanged	FALSE	FALSE	0			up	FALSE	FALSE	0.665882657999058	0.422649730810374	0.753091701676768
hsa-miR-296-5p	up	FALSE	FALSE	0.564545777528199	0.414268715119449	0.71519809890531	up	FALSE	FALSE	0.575370537938568	0.408077038796238	0.753091701676768
hsa-miR-6877-5p	up	FALSE	FALSE	0.485404222313613	0.422649730810374	0.71519809890531	unchanged	FALSE	FALSE	0		
hsa-miR-27a-5p	down	FALSE	FALSE	-0.0483191809248789	0.885990907096336	0.952539415834143	up	FALSE	FALSE	0.0280606169193032	0.897403549384103	0.972857097713563
hsa-miR-185-3p	down	FALSE	FALSE	-0.643215871973932	0.620507044177436	0.843511888970432	down	FALSE	FALSE	-1.32180755641897	0.311807432719541	0.753091701676768
hsa-miR-625-5p	down	FALSE	FALSE	-0.405014874163857	0.10404789922371	0.71519809890531	down	FALSE	FALSE	-0.106859653841457	0.708386891239107	0.916516159024411
hsa-miR-5010-5p	down	FALSE	FALSE	-0.281329139517312	0.422649730810374	0.71519809890531	up	FALSE	FALSE	0.07295370641054	0.880085923273483	0.972726546775955
hsa-miR-4488	up	FALSE	FALSE	0.608515845165855	0.252701289906783	0.71519809890531	up	FALSE	FALSE	0.839873017722906	0.147493852046564	0.753091701676768
hsa-miR-342-5p	up	FALSE	FALSE	0.993069531140944	0.231002162541672	0.71519809890531	up	FALSE	FALSE	1.08917332277484	0.0736719534611087	0.753091701676768
hsa-miR-4455	up	FALSE	FALSE	0.144080429867839	0.877460336967327	0.944884237318713	down	FALSE	FALSE	-0.088240776053262	0.90401200361566	0.972857097713563
hsa-miR-323a-5p	unchanged	FALSE	FALSE	0			up	FALSE	FALSE	0.332810802940831	0.422649730810374	0.753091701676768
hsa-miR-409-5p	up	FALSE	FALSE	0.150880622308882	0.600897511500079	0.838059663983451	down	FALSE	FALSE	-0.430048919990823	0.368302758067322	0.753091701676768
hsa-miR-152-5p	up	FALSE	FALSE	1.01847465143192	0.336235301167119	0.71519809890531	up	FALSE	FALSE	0.254604404318587	0.745156750211649	0.937940357376224
hsa-miR-656-5p	down	FALSE	FALSE	-0.586387173407926	0.422649730810374	0.71519809890531	down	FALSE	FALSE	-0.586387173407926	0.422649730810374	0.753091701676768
hsa-miR-92a-1-5p	down	FALSE	FALSE	-0.288388099909915	0.773893542146245	0.910839653482625	up	FALSE	FALSE	0.398915146104653	0.52975536837981	0.828586933325599
hsa-miR-494-5p	unchanged	FALSE	FALSE	0			up	FALSE	FALSE	0.332810802940831	0.422649730810374	0.753091701676768
hsa-miR-410-5p	down	FALSE	FALSE	-0.0239156984415296	0.969722215320427	0.983561268342329	down	FALSE	FALSE	-0.430456773071619	0.422649730810374	0.753091701676768
hsa-miR-616-3p	down	FALSE	FALSE	-0.952972361435561	0.244422439344028	0.71519809890531	up	FALSE	FALSE	0.474719648565551	0.529411150966222	0.828586933325599
hsa-miR-550a-5p	unchanged	FALSE	FALSE	0			up	FALSE	FALSE	0.999085198866553	0.422649730810374	0.753091701676768
hsa-miR-1271-3p	up	FALSE	FALSE	0.485404222313613	0.422649730810374	0.71519809890531	up	FALSE	FALSE	0.354282845927852	0.422649730810374	0.753091701676768
hsa-miR-3691-5p	down	FALSE	FALSE	-1.10656610509624	0.267236851887898	0.71519809890531	down	FALSE	FALSE	-1.10656610509624	0.267236851887898	0.753091701676768
hsa-miR-491-5p	up	FALSE	FALSE	0.398425963249775	0.475538850088865	0.752572754948171	down	FALSE	FALSE	-0.606614264775749	0.19720349063354	0.753091701676768
hsa-miR-6742-5p	down	FALSE	FALSE	-0.281329139517312	0.422649730810374	0.71519809890531	down	FALSE	FALSE	-0.281329139517312	0.422649730810374	0.753091701676768
hsa-miR-22-5p	up	FALSE	FALSE	0.141399342205275	0.48813447070801	0.76270942773751	up	FALSE	FALSE	0.196422109314288	0.427839829701823	0.756282527250698
hsa-miR-6501-5p	down	FALSE	FALSE	-0.430456773071619	0.422649730810374	0.71519809890531	down	FALSE	FALSE	-0.0761739271437677	0.898152776110848	0.972857097713563
hsa-miR-4423-5p	down	FALSE	FALSE	-0.430456773071619	0.422649730810374	0.71519809890531	down	FALSE	FALSE	-0.430456773071619	0.422649730810374	0.753091701676768
hsa-miR-19b-1-5p	up	FALSE	FALSE	0.393933452107286	0.63168334105233	0.848060684643824	up	FALSE	FALSE	0.77644169308887	0.375633399719664	0.753091701676768
hsa-miR-19a-5p	down	FALSE	FALSE	-0.430456773071619	0.422649730810374	0.71519809890531	up	FALSE	FALSE	0.451450072977335	0.516136034889801	0.822371527517892
hsa-miR-9-3p	up	FALSE	FALSE	0.026896018812256	0.959322568485628	0.978088926446118	down	FALSE	FALSE	-1.36336865301145	0.0629342461029824	0.753091701676768
hsa-miR-655-3p	down	FALSE	FALSE	-0.0757398770308857	0.886929764514765	0.952539415834143	down	FALSE	FALSE	-0.399506525170494	0.584629401164448	0.86469399442002
hsa-miR-4766-3p	up	FALSE	FALSE	0.855952853155167	0.397225459877714	0.71519809890531	up	FALSE	FALSE	1.39036967545315	0.0889877817638941	0.753091701676768
hsa-miR-4524a-5p	down	FALSE	FALSE	-0.430456773071619	0.422649730810374	0.71519809890531	down	FALSE	FALSE	-0.430456773071619	0.422649730810374	0.753091701676768
hsa-miR-3117-3p	up	FALSE	FALSE	0.491739836644427	0.522801497575075	0.785034062185357	up	FALSE	FALSE	0.358292725642176	0.694770062247084	0.916516159024411
hsa-miR-374b-5p	up	FALSE	FALSE	0.0245507621009731	0.843754291411142	0.93256780588044	down	FALSE	FALSE	-0.068785619737616	0.567880735865583	0.851821103798374
hsa-miR-1185-2-3p	up	FALSE	FALSE	0.297935480131982	0.624112727546743	0.84373935313724	up	FALSE	FALSE	0.680460132097214	0.350876972089632	0.753091701676768
hsa-miR-1185-1-3p	up	FALSE	FALSE	0.564246331146856	0.272670372196644	0.71519809890531	up	FALSE	FALSE	0.560484928669457	0.273511737001394	0.753091701676768
hsa-miR-3115	down	FALSE	FALSE	-0.153088243435803	0.866708067561118	0.939649376327158	down	FALSE	FALSE	-0.542274024065679	0.383564706310097	0.753091701676768
hsa-miR-421	down	FALSE	FALSE	-0.179687209549974	0.715828257325279	0.891072776180842	down	FALSE	FALSE	-0.05257822511253	0.695389570118302	0.916516159024411
hsa-miR-561-5p	down	FALSE	FALSE	-0.508311113626701	0.41769992954284	0.71519809890531	up	FALSE	FALSE	0.0268484694869335	0.892139965127423	0.972857097713563
hsa-miR-377-3p	up	FALSE	FALSE	0.736897095979177	0.067088255877673	0.71519809890531	up	TRUE	FALSE	0.632166820687711	0.0417952909863167	0.753091701676768
hsa-miR-23b-3p	down	FALSE	FALSE	-0.0576032022007489	0.600315385328237	0.838059663983451	up	FALSE	FALSE	0.202257170526194	0.134841792985451	0.753091701676768
hsa-miR-23a-3p	down	FALSE	FALSE	-0.0748901648133362	0.352851638846301	0.71519809890531	up	FALSE	FALSE	0.0599359226511176	0.480291556207081	0.797952743698473
hsa-miR-23c	down	FALSE	FALSE	-0.711785912588931	0.200854403309393	0.71519809890531	up	FALSE	FALSE	0.513596437707185	0.531134133764799	0.828586933325599
hsa-miR-3127-5p	unchanged	FALSE	FALSE	0			up	FALSE	FALSE	0.397122856885267	0.422649730810374	0.753091701676768
hsa-miR-539-3p	up	FALSE	FALSE	0.749513243991852	0.0731175722075406	0.71519809890531	up	FALSE	FALSE	0.524486310781387	0.16518226845051	0.753091701676768
hsa-miR-376a-3p	up	TRUE	FALSE	0.377947117198756	0.0265844123594918	0.71519809890531	up	FALSE	FALSE	0.198959324616734	0.278689856986137	0.753091701676768
hsa-miR-376b-3p	up	FALSE	FALSE	0.665191060413861	0.0955866579049934	0.71519809890531	up	FALSE	FALSE	0.454528649878483	0.174537227010929	0.753091701676768
hsa-miR-433-3p	down	FALSE	FALSE	-1.74640369471595	0.184732443178294	0.71519809890531	down	FALSE	FALSE	-0.683398179831628	0.556306061127798	0.842662013421517
hsa-miR-6516-3p	down	FALSE	FALSE	-0.281329139517312	0.422649730810374	0.71519809890531	up	FALSE	FALSE	0.0514816634235197	0.91180511601322	0.972857097713563
hsa-miR-1260b	up	FALSE	FALSE	0.702408591028297	0.0670088822197673	0.71519809890531	up	FALSE	FALSE	0.541548248221199	0.104392415445743	0.753091701676768
hsa-miR-1260a	up	FALSE	FALSE	0.208332388034206	0.416555612291286	0.71519809890531	up	FALSE	FALSE	0.240982761521326	0.358338930085558	0.753091701676768
hsa-miR-2355-5p	up	FALSE	FALSE	0.405630892747026	0.795946938908176	0.922507172387301	down	FALSE	FALSE	-1.03298398013108	0.327253912452546	0.753091701676768
hsa-miR-937-3p	down	FALSE	FALSE	-1.53702287816786	0.0873605566980941	0.71519809890531	down	FALSE	FALSE	-0.785617175354744	0.275180099938286	0.753091701676768
hsa-miR-7111-3p	down	FALSE	FALSE	-0.281329139517312	0.422649730810374	0.71519809890531	down	FALSE	FALSE	-0.281329139517312	0.422649730810374	0.753091701676768
hsa-miR-6881-3p	down	FALSE	FALSE	-1.91243259487046	0.0700059001694695	0.71519809890531	down	FALSE	FALSE	-0.387887181811152	0.594483720978673	0.871798752831852
hsa-miR-502-5p	down	FALSE	FALSE	-0.444628053934891	0.422649730810374	0.71519809890531	down	FALSE	FALSE	-0.444628053934891	0.422649730810374	0.753091701676768
hsa-miR-425-3p	down	FALSE	FALSE	-0.446079229435043	0.107973397303466	0.71519809890531	down	FALSE	FALSE	-0.276293162949386	0.188649208490651	0.753091701676768
hsa-miR-517a-3p	down	FALSE	FALSE	-0.444628053934891	0.422649730810374	0.71519809890531	down	FALSE	FALSE	-0.444628053934891	0.422649730810374	0.753091701676768
hsa-miR-4799-5p	down	FALSE	FALSE	-0.67164322191825	0.422649730810374	0.71519809890531	down	FALSE	FALSE	-0.67164322191825	0.422649730810374	0.753091701676768
hsa-miR-4727-5p	unchanged	FALSE	FALSE	0			up	FALSE	FALSE	0.332810802940831	0.422649730810374	0.753091701676768
hsa-miR-6888-3p	down	FALSE	FALSE	-0.825236965578932	0.422649730810374	0.71519809890531	up	FALSE	FALSE	0.215220693000676	0.879498447105265	0.972726546775955
hsa-miR-215-5p	down	TRUE	FALSE	-2.05393050231362	0.0189013833916274	0.71519809890531	down	FALSE	FALSE	-1.68733186669752	0.148088292030144	0.753091701676768
hsa-miR-500a-3p	up	FALSE	FALSE	0.677135362430085	0.285780490433015	0.71519809890531	up	FALSE	FALSE	0.860309850875458	0.0971241830461795	0.753091701676768
hsa-miR-6811-5p	down	FALSE	FALSE	-0.805866489774213	0.422649730810374	0.71519809890531	down	FALSE	FALSE	-0.805866489774213	0.422649730810374	0.753091701676768
hsa-miR-628-5p	down	FALSE	FALSE	-2.16415148549609	0.18472798889836	0.71519809890531	down	FALSE	FALSE	-0.659917888377865	0.381321600630323	0.753091701676768
hsa-miR-1261	down	FALSE	FALSE	-0.571014517258491	0.64894239080563	0.858640530387768	down	FALSE	FALSE	-0.304239424010298	0.780700686919344	0.954290711601061
hsa-miR-4435	up	FALSE	FALSE	0.447317243008812	0.519051080249092	0.783696244078674	up	TRUE	FALSE	1.72553564208337	0.0417996213582011	0.753091701676768
hsa-miR-1262	down	FALSE	FALSE	-1.09834668775491	0.243910798650298	0.71519809890531	down	FALSE	FALSE	-0.49632357855376	0.52575889524949	0.828586933325599
hsa-miR-5587-5p	unchanged	FALSE	FALSE	0			up	FALSE	FALSE	0.332810802940831	0.422649730810374	0.753091701676768
hsa-miR-6843-3p	up	FALSE	FALSE	0.721996583570707	0.422649730810374	0.71519809890531	unchanged	FALSE	FALSE	0		
hsa-miR-218-1-3p	down	FALSE	FALSE	-0.281329139517312	0.422649730810374	0.71519809890531	up	FALSE	FALSE	0.115793717367956	0.824842764995445	0.955943601815913
hsa-miR-10395-3p	up	FALSE	FALSE	0.393628746318945	0.610771364471414	0.843511888970432	down	FALSE	FALSE	-1.08121087493596	0.441878968745131	0.765965202932043
hsa-miR-3912-5p	down	FALSE	FALSE	-0.281329139517312	0.422649730810374	0.71519809890531	up	FALSE	FALSE	0.0514816634235197	0.91180511601322	0.972857097713563
hsa-miR-4477b	unchanged	FALSE	FALSE	0			up	FALSE	FALSE	0.332810802940831	0.422649730810374	0.753091701676768
hsa-miR-576-5p	up	FALSE	FALSE	0.196906433919447	0.514141135154648	0.780755782729101	down	FALSE	FALSE	-0.257597225269341	0.41473538361407	0.753091701676768
hsa-miR-4768-5p	down	FALSE	FALSE	-0.281329139517312	0.422649730810374	0.71519809890531	up	FALSE	FALSE	0.07295370641054	0.880085923273483	0.972726546775955
hsa-miR-544a	up	FALSE	FALSE	1.20247404152623	0.190564782527488	0.71519809890531	up	FALSE	FALSE	0.318537192051946	0.767957603917481	0.944210168751001
hsa-miR-514a-3p	down	FALSE	FALSE	-0.281329139517312	0.422649730810374	0.71519809890531	up	FALSE	FALSE	0.33029323911513	0.659435233026327	0.916516159024411
hsa-miR-450a-1-3p	down	FALSE	FALSE	-0.47104195284801	0.695375759209604	0.884781176999432	down	FALSE	FALSE	-0.576201142158865	0.353127743121401	0.753091701676768
hsa-miR-450a-2-3p	up	FALSE	FALSE	0.05078770155977	0.973076813752354	0.98479740652291	up	FALSE	FALSE	0.299680585074765	0.794114229540275	0.955943601815913
hsa-miR-4646-3p	down	FALSE	FALSE	-0.444628053934891	0.422649730810374	0.71519809890531	down	FALSE	FALSE	-0.444628053934891	0.422649730810374	0.753091701676768
hsa-miR-2355-3p	down	FALSE	FALSE	-0.733468237545921	0.490979490765695	0.764514230535003	down	FALSE	FALSE	-0.830930694535491	0.156462982702179	0.753091701676768
hsa-miR-548d-3p	down	FALSE	FALSE	-0.805866489774213	0.422649730810374	0.71519809890531	up	FALSE	FALSE	0.921684817674078	0.436791699637312	0.764505883006442
hsa-miR-548h-3p	up	FALSE	FALSE	0.531475307194542	0.0782605388249515	0.71519809890531	down	FALSE	FALSE	-0.0888043536693854	0.87732669443612	0.972726546775955
hsa-miR-548ac	unchanged	FALSE	FALSE	0			up	FALSE	FALSE	0.697758350175013	0.422649730810374	0.753091701676768
hsa-miR-548aq-3p	up	FALSE	FALSE	0.458808676113807	0.365252342738838	0.71519809890531	down	FALSE	FALSE	-0.0202759400388306	0.949095083519733	0.982291332531914
hsa-miR-548am-3p	unchanged	FALSE	FALSE	0			up	FALSE	FALSE	0.354282845927852	0.422649730810374	0.753091701676768
hsa-miR-548j-3p	unchanged	FALSE	FALSE	0			up	FALSE	FALSE	0.611622378632441	0.422649730810374	0.753091701676768
hsa-miR-548c-3p	down	FALSE	FALSE	-0.26510214728816	0.756014638908798	0.902838259180939	down	FALSE	FALSE	-0.317360375990398	0.703823850009735	0.916516159024411
hsa-miR-548ay-3p	down	FALSE	FALSE	-0.444628053934891	0.422649730810374	0.71519809890531	up	FALSE	FALSE	0.780754296361225	0.374562136335034	0.753091701676768
hsa-miR-424-3p	up	FALSE	FALSE	0.123545416036265	0.795044784080983	0.922507172387301	down	FALSE	FALSE	-0.107753464916639	0.808692182554486	0.955943601815913
hsa-miR-548a-3p	up	TRUE	FALSE	1.01267985083723	0.0351432722683753	0.71519809890531	up	TRUE	FALSE	1.18448965371271	0.0283397597995277	0.753091701676768
hsa-miR-548e-5p	up	FALSE	FALSE	0.486183794876208	0.555974481267954	0.809002632923718	down	FALSE	FALSE	-0.0769493332040885	0.934839722716693	0.977903786274147
hsa-miR-548n	up	FALSE	FALSE	0.804190415370558	0.401815395806729	0.71519809890531	up	TRUE	FALSE	2.29011260919351	0.0291554428824099	0.753091701676768
hsa-miR-548t-5p	down	FALSE	FALSE	-0.725957193452202	0.203408229473114	0.71519809890531	down	FALSE	FALSE	-0.393146390511371	0.486654656133166	0.799572602917683
hsa-miR-548az-5p	unchanged	FALSE	FALSE	0			up	FALSE	FALSE	0.354282845927852	0.422649730810374	0.753091701676768
hsa-miR-497-3p	up	FALSE	FALSE	0.47285889753873	0.583730682002639	0.830918495840666	up	FALSE	FALSE	1.03267384547354	0.213332851666796	0.753091701676768
hsa-miR-186-5p	up	FALSE	FALSE	0.0659289033562818	0.731179403005665	0.900762210036989	up	FALSE	FALSE	0.101483162716518	0.602338156890322	0.879631522579747
hsa-miR-548u	down	FALSE	FALSE	-1.24937895890762	0.243631883781691	0.71519809890531	down	FALSE	FALSE	-0.723346174230722	0.177962562344682	0.753091701676768
hsa-miR-518b	up	FALSE	FALSE	0.40654107463009	0.422649730810374	0.71519809890531	unchanged	FALSE	FALSE	0		
hsa-miR-548m	up	FALSE	FALSE	0.40654107463009	0.422649730810374	0.71519809890531	unchanged	FALSE	FALSE	0		
hsa-miR-3609	up	FALSE	FALSE	1.25258388870842	0.305680965415675	0.71519809890531	up	FALSE	FALSE	0.243618935275263	0.878047131926527	0.972726546775955
hsa-miR-20b-5p	up	FALSE	FALSE	0.0740354930060523	0.752258307376332	0.902838259180939	up	FALSE	FALSE	0.065020438499328	0.703374985391767	0.916516159024411
hsa-miR-93-5p	up	FALSE	FALSE	0.224917116577702	0.445842598933469	0.734459248243049	up	FALSE	FALSE	0.256989371654207	0.395114216741354	0.753091701676768
hsa-miR-17-5p	up	FALSE	FALSE	0.0262032708844142	0.872435314497794	0.941510995580591	up	FALSE	FALSE	0.0181502661780897	0.898304327154296	0.972857097713563
hsa-miR-561-3p	up	FALSE	FALSE	1.45371040022974	0.201015497202258	0.71519809890531	up	FALSE	FALSE	0.934888859700048	0.422649730810374	0.753091701676768
hsa-miR-7-1-3p	up	FALSE	FALSE	0.075644546787486	0.7587894908312	0.902838259180939	down	FALSE	FALSE	-0.0597750437932296	0.819698691437893	0.955943601815913
hsa-miR-7-2-3p	up	FALSE	FALSE	1.22524164058444	0.107368143886298	0.71519809890531	up	FALSE	FALSE	0.0699716492962399	0.925112201496657	0.976249056855768
hsa-miR-21-3p	up	TRUE	FALSE	0.406336018512864	0.014237393794588	0.71519809890531	up	FALSE	FALSE	0.148118482196224	0.189628329803284	0.753091701676768
hsa-miR-652-5p	down	FALSE	FALSE	-0.0741450534239023	0.950840667800427	0.975161342753219	up	FALSE	FALSE	0.780610474020364	0.453831043271852	0.774833488512918
hsa-miR-490-3p	up	FALSE	FALSE	1.52828006253708	0.255375996120724	0.71519809890531	up	FALSE	FALSE	0.692687069266342	0.548505886629235	0.835453775875621
hsa-miR-191-5p	down	FALSE	FALSE	-0.114261803161282	0.578242054788739	0.827711074047694	up	FALSE	FALSE	0.0567516628963141	0.806188073244605	0.955943601815913
hsa-miR-99a-3p	up	FALSE	FALSE	0.834106102586386	0.110162627467298	0.71519809890531	down	FALSE	FALSE	-0.0212432261841879	0.971771803782286	0.990561091164784
hsa-miR-99b-3p	down	FALSE	FALSE	-0.046458156873876	0.851143853884341	0.932814526161934	up	FALSE	FALSE	0.0687036860172183	0.794813045169257	0.955943601815913
hsa-miR-100-3p	down	FALSE	FALSE	-0.114859434393022	0.589657042482391	0.83501311926529	down	FALSE	FALSE	-0.387842518107215	0.202876617433187	0.753091701676768
hsa-miR-4753-5p	down	FALSE	FALSE	-0.430456773071619	0.422649730810374	0.71519809890531	down	FALSE	FALSE	-0.430456773071619	0.422649730810374	0.753091701676768
hsa-miR-34b-3p	up	FALSE	FALSE	0.0442542030100217	0.904584115262306	0.955703376158495	down	FALSE	FALSE	-0.0811828435950446	0.894538594180253	0.972857097713563
hsa-miR-34a-3p	up	FALSE	FALSE	0.35853953982159	0.500381271274562	0.771614181033681	up	FALSE	FALSE	0.287952915635023	0.536486097264855	0.828586933325599
hsa-miR-33a-3p	up	FALSE	FALSE	0.101744404207452	0.945614645755899	0.972995421434457	down	FALSE	FALSE	-0.20801477254818	0.760097571474316	0.940050000056574
hsa-miR-32-3p	up	FALSE	FALSE	0.357748213423456	0.410290286941633	0.71519809890531	up	FALSE	FALSE	0.0981649240333207	0.808995663999397	0.955943601815913
hsa-miR-624-3p	down	FALSE	FALSE	-0.294847362908839	0.75938619267827	0.902838259180939	down	FALSE	FALSE	-0.0636655855971359	0.93408229228693	0.977903786274147
hsa-miR-8485	up	FALSE	FALSE	0.068096394805075	0.947654007392675	0.97408650553276	up	FALSE	FALSE	0.299278172116778	0.735114094160544	0.92958728783744
hsa-miR-5580-3p	up	FALSE	FALSE	0.485404222313613	0.422649730810374	0.71519809890531	unchanged	FALSE	FALSE	0		
hsa-miR-942-3p	up	FALSE	FALSE	1.1285376582008	0.21364644922837	0.71519809890531	unchanged	FALSE	FALSE	0		
hsa-miR-323a-3p	up	FALSE	FALSE	0.0872249754500487	0.794274554073362	0.922507172387301	down	FALSE	FALSE	-0.254635060174191	0.489011199444709	0.799572602917683
hsa-miR-4640-3p	down	FALSE	FALSE	-0.430456773071619	0.422649730810374	0.71519809890531	up	FALSE	FALSE	0.256636875797064	0.666757145973693	0.916516159024411
hsa-miR-941	down	FALSE	FALSE	-0.0406707814142493	0.842798451043061	0.93256780588044	down	FALSE	FALSE	-0.21636763899557	0.402259404526232	0.753091701676768
hsa-miR-99b-5p	down	FALSE	FALSE	-0.0640352142743019	0.715232132661811	0.891072776180842	up	FALSE	FALSE	0.10055937657066	0.587632110133858	0.866592297247965
hsa-miR-6800-3p	down	FALSE	FALSE	-0.281329139517312	0.422649730810374	0.71519809890531	up	FALSE	FALSE	0.684576085042981	0.336952743167981	0.753091701676768
