circRNA	circRNA_type	GeneSymbol	P	log10FC	reg	sig
hsa_circRNA_031460	exonic	HECTD1	0.0339928208759213	0.0926372288967449	up	no
hsa_circRNA_407023	intergenic		0.00930239075495035	0.0526761586788116	up	no
hsa_circRNA_406859	exonic	AHI1	0.0349703983355578	0.212545359248876	up	yes
hsa_circRNA_102776	exonic	ST3GAL5	0.248277975282495	0.0869434180468669	up	no
hsa_circRNA_100098	exonic	KDM1A	0.278034091116059	0.0419331886279953	up	no
hsa_circRNA_406086	sense overlapping	CSRP2BP	0.107715890086727	0.101274818410506	up	no
hsa_circRNA_061825	exonic	TFF1	0.0185642968958397	0.0570760356043189	up	no
hsa_circRNA_104215	exonic	TAB2	0.154670294393011	0.128745022864671	up	no
hsa_circRNA_401118	exonic	ZMYM2	0.0361179527882775	0.170545926256624	up	no
hsa_circRNA_092547	exonic	SMARCA5	0.326034589816081	0.062386906144572	up	no
hsa_circRNA_101560	exonic	DPP8	0.133715560287397	0.0918409501790562	up	no
hsa_circRNA_102799	exonic	SEPT10	0.0286203838083678	0.179573992089531	up	yes
hsa_circRNA_004103	exonic	BIRC2	0.377560081502941	0.0243897540245513	up	no
hsa_circRNA_000566	exonic	VRK1	0.0607939993721404	0.16235428838613	up	no
hsa_circRNA_006759	exonic	WDPCP	0.325633007479873	0.0386908975570412	up	no
hsa_circRNA_000052	exonic	EIF2C1	0.438341781086885	0.0108851432850307	up	no
hsa_circRNA_004767	exonic	ZZEF1	0.309610908447857	0.0338582672609674	up	no
hsa_circRNA_101633	exonic	PDE8A	0.121506523779758	0.0979654071651218	up	no
hsa_circRNA_101915	exonic	FANCA	0.158324748739356	0.0636690798693773	up	no
hsa_circRNA_102445	exonic	CARM1	0.450479994540832	-0.0122188092666468	down	no
hsa_circRNA_002518	exonic	DHX15	0.415849348396665	-0.0117384032712442	down	no
hsa_circRNA_102323	exonic	TMEM241	0.11699274293251	0.0503051183113957	up	no
hsa_circRNA_015839	exonic	CAMSAP2	0.0596925987365692	-0.126403474866574	down	no
hsa_circRNA_402980	exonic	ATP1B3	0.107386198499187	0.0927037381720329	up	no
hsa_circRNA_402979	exonic	ATP1B3	0.0573677554607015	0.106455330914287	up	no
hsa_circRNA_068767	exonic	RPL35A	0.280442051989376	0.014067447882726	up	no
hsa_circRNA_007263	exonic	PTPN13	0.0282254620756432	0.138302698166281	up	no
hsa_circRNA_102820	exonic	UGGT1	0.0720511369631563	0.107751296542568	up	no
hsa_circRNA_405348	exonic	DYX1C1	0.036963094266646	0.0563183630881206	up	no
hsa_circRNA_016363	exonic	NEK2	0.115899036941815	0.0776962564072576	up	no
hsa_circRNA_092482	sense overlapping	TGOLN2	0.312358971251234	0.0551224652344099	up	no
hsa_circRNA_000572	exonic	PPP1R13B	0.252915341882262	0.0667856114948224	up	no
hsa_circRNA_087119	exonic	TCONS_l2_00029343	0.199731683171456	0.0413626332357689	up	no
hsa_circRNA_068784	exonic	ZNF141	0.0483344153759193	0.0672312930681727	up	no
hsa_circRNA_088439	exonic	DENND1A	0.225655986403623	0.0657690411612946	up	no
hsa_circRNA_105045	exonic	BRCC3	0.0867039387788944	0.113039513308592	up	no
hsa_circRNA_060539	exonic	SDC4	0.496447983512045	-0.00054366101224783	down	no
hsa_circRNA_000829	exonic	SPIRE1	0.0646944030790406	0.0928007558870708	up	no
hsa_circRNA_405678	sense overlapping	LINC00669	0.0448686340447867	0.0659285137083082	up	no
hsa_circRNA_405869	intronic	PPM1B	0.195240083196302	0.0924491353826942	up	no
hsa_circRNA_407150	exonic	KIAA2026	0.0824579706546573	0.219375319113578	up	no
hsa_circRNA_402810	exonic	OSBPL10	0.348341570137331	0.0197645868753906	up	no
hsa_circRNA_068655	exonic	UBXN7	0.0659590123560364	0.131778512009781	up	no
hsa_circRNA_400196	exonic	AGO1	0.220639231139895	0.0336396076195757	up	no
hsa_circRNA_006131	exonic	SYNCRIP	0.181237800024198	0.117372655374181	up	no
hsa_circRNA_404245	exonic	ZNF483	0.00606932139908475	0.0387328263253207	up	no
hsa_circRNA_006116	exonic	SMURF1	0.475487848835941	0.00390756025998088	up	no
hsa_circRNA_406648	exonic	YTHDC2	0.0680939247669207	0.09677778755966	up	no
hsa_circRNA_001520	exonic	DCP2	0.140649542181779	0.104551755301932	up	no
hsa_circRNA_103519	exonic	ZNF639	0.0784890482943768	0.0543576623225927	up	no
hsa_circRNA_103384	exonic	VPRBP	0.360623877943423	0.0124332636907527	up	no
hsa_circRNA_102642	exonic	ATAD2B	0.0945543909391475	0.0644908293707508	up	no
hsa_circRNA_405561	exonic	ATAD5	0.0639129633018439	0.0740263548813879	up	no
hsa_circRNA_406838	intronic	RNF217	0.103314309840721	0.0816477285869345	up	no
hsa_circRNA_405727	intronic	HNRNPM	0.344050349699116	0.0272469151408623	up	no
hsa_circRNA_031775	exonic	RPS29	0.146644491888782	0.0795854289357122	up	no
hsa_circRNA_017697	exonic	C10orf47	0.358270189497703	0.0137882844856334	up	no
hsa_circRNA_403034	exonic	MCF2L2	0.300431157670502	0.0292893761019875	up	no
hsa_circRNA_004520	sense overlapping	VAV2	0.0654537350929426	0.0621979954960199	up	no
hsa_circRNA_003986	exonic	EIF2C4	0.00902448997066897	0.233786455436306	up	yes
hsa_circRNA_100137	exonic	SNRNP40	0.0291391562591927	0.0985457757023156	up	no
hsa_circRNA_101014	exonic	LRP6	0.144076624770854	0.109015770511131	up	no
hsa_circRNA_102356	exonic	PSTPIP2	0.480433139005995	-0.00277505405477214	down	no
hsa_circRNA_011933	exonic	CTPS	0.397670197458571	0.0418360690475821	up	no
hsa_circRNA_403832	exonic	TYW1B	0.0566372230684778	0.207637039065216	up	no
hsa_circRNA_000546	exonic	ZFYVE26	0.112079991103342	0.0645722922890083	up	no
hsa_circRNA_047135	exonic	RBBP8	0.0915530529682897	0.0825431735088754	up	no
hsa_circRNA_104979	exonic	WWC3	0.0617228858778917	0.144106274265522	up	no
hsa_circRNA_006063	exonic	APBB1IP	0.129196749125435	0.0633044839487867	up	no
hsa_circRNA_104496	exonic	EXOC4	0.1246960058206	0.0854176156475387	up	no
hsa_circRNA_101080	exonic	STAT2	0.266163925250662	0.0702121770583806	up	no
hsa_circRNA_008091	exonic	NDUFS1	0.0358783720692548	0.185071352121819	up	yes
hsa_circRNA_026134	exonic	TUBA1C	0.236538099321995	-0.0477257212415787	down	no
hsa_circRNA_404086	exonic	AZIN1	0.131447706384559	0.128196775008106	up	no
hsa_circRNA_104750	exonic	KIAA1797	0.123208176436818	0.0997516446197802	up	no
hsa_circRNA_102771	exonic	CTNNA2	0.0612760404204712	0.09394721937801	up	no
hsa_circRNA_404987	sense overlapping	ERGIC2	0.130403319181873	0.0762468127085755	up	no
hsa_circRNA_104082	exonic	LINC00340	0.406306407707264	-0.0120645114013806	down	no
hsa_circRNA_004561	intronic	C8orf83	0.453075571116747	0.00985830559972511	up	no
hsa_circRNA_104876	exonic	SUSD1	0.0719948491082962	0.158082392451936	up	no
hsa_circRNA_103727	exonic	PDE5A	0.025639591919109	0.214392867236764	up	yes
hsa_circRNA_000980	antisense	None	0.0681056544575049	0.0646428347210489	up	no
hsa_circRNA_102798	exonic	SEPT10	0.0808133109138317	0.128042436773744	up	no
hsa_circRNA_407330	exonic	ENOX2	0.206511952080221	0.0966654933648586	up	no
hsa_circRNA_103352	exonic	SCAP	0.117970090411561	0.0592657462734987	up	no
hsa_circRNA_101466	exonic	HERC2	0.145360931367046	0.0763883458634548	up	no
hsa_circRNA_104385	exonic	TPST1	0.0775932406980843	0.151673618200107	up	no
hsa_circRNA_404317	exonic	KAL1	0.0826743100137538	0.121103976945588	up	no
hsa_circRNA_103433	exonic	ZBTB20	0.0749076885834589	0.145269283052409	up	no
hsa_circRNA_007074	exonic	YIPF1	0.134278185583611	0.0756713594881642	up	no
hsa_circRNA_066869	sense overlapping	TMEM39A	0.131055328755349	0.124090504928687	up	no
hsa_circRNA_101140	exonic	ATP2A2	0.115309514406695	0.0916978034696208	up	no
hsa_circRNA_050999	exonic	RPS16	0.216583658650829	0.0345889771032803	up	no
hsa_circRNA_020169	exonic	PRDX3	0.201466030305109	0.0481705966831215	up	no
hsa_circRNA_407303	exonic	ATP7A	0.0761060857211917	0.0309563096226472	up	no
hsa_circRNA_101293	exonic	PCCA	0.182372889881513	0.0684285190853541	up	no
hsa_circRNA_100555	exonic	SEPHS1	0.0965154142598825	0.0339722403575154	up	no
hsa_circRNA_062996	exonic	SYN3	0.0433903572431759	0.0444984992188582	up	no
hsa_circRNA_003063	exonic	PTPRM	0.1693285133805	0.049521713319061	up	no
hsa_circRNA_075881	exonic	LRRC16A	0.039260700879135	0.0359395886304933	up	no
hsa_circRNA_013959	exonic	ACP6	0.166065286062489	-0.0361302225679853	down	no
hsa_circRNA_405639	sense overlapping	RPTOR	0.22042056539948	0.0625555036646414	up	no
hsa_circRNA_026023	exonic	SENP1	0.252338293468039	0.0428347268214867	up	no
hsa_circRNA_000078	exonic	USP1	0.046585309711933	0.110013058678404	up	no
hsa_circRNA_000968	intronic	ZNF544	0.0693200902130798	0.0794465202640022	up	no
hsa_circRNA_404701	sense overlapping	ZNF124	0.120183703831511	0.148643868821782	up	no
hsa_circRNA_005287	sense overlapping	CRYM-AS1	0.222005442437097	0.0422890621160762	up	no
hsa_circRNA_018168	exonic	PARD3	0.463497100958134	0.00455886013396431	up	no
hsa_circRNA_103167	exonic	UBE2L3	0.184208512976524	0.0503607364816585	up	no
hsa_circRNA_400993	exonic	ZFC3H1	0.104203908743591	0.0896398678510197	up	no
hsa_circRNA_104659	exonic	STK3	0.438540700999653	-0.00942347908318324	down	no
hsa_circRNA_406619	exonic	CENPH	0.186679355316846	0.0910278307821021	up	no
hsa_circRNA_102878	exonic	SLC39A10	0.0717602942271891	0.210853365314893	up	no
hsa_circRNA_104348	exonic	ELMO1	0.0801459030987863	0.108423648542741	up	no
hsa_circRNA_101996	exonic	SPECC1	0.0410069865592991	0.264881460562863	up	yes
hsa_circRNA_102473	exonic	MYO9B	0.0768071597400505	0.128326803537385	up	no
hsa_circRNA_100117	exonic	EYA3	0.347752268512823	0.0202275182518752	up	no
hsa_circRNA_011153	exonic	TRNAU1AP	0.0821376842121226	0.148905892365194	up	no
hsa_circRNA_100865	exonic	PPP6R3	0.0672316788136752	0.13641855429173	up	no
hsa_circRNA_103745	exonic	INPP4B	0.016734084591946	0.105460383212451	up	no
hsa_circRNA_104194	exonic	PDE7B	0.0705576904154281	0.15098053847265	up	no
hsa_circRNA_101224	exonic	PSPC1	0.324125026186484	0.0596100208888642	up	no
hsa_circRNA_090099	exonic	SAT1	0.451291520527777	-0.00360412426882529	down	no
hsa_circRNA_100885	exonic	RAB6A	0.344933656836123	0.0438679759192801	up	no
hsa_circRNA_088498	exonic	PSMB7	0.214150120804849	0.0506927082361873	up	no
hsa_circRNA_087659	exonic	BDAG1	0.131247639934283	0.0375840426459671	up	no
hsa_circRNA_400732	exonic	QSER1	0.0622742318538583	0.0814882606726446	up	no
hsa_circRNA_103432	exonic	SPICE1	0.123014746331366	0.155468061932381	up	no
hsa_circRNA_403821	exonic	CCT6P1	0.0970452002556683	0.126961708422319	up	no
hsa_circRNA_401846	exonic	USP32	0.223473691432862	0.0579919469776867	up	no
hsa_circRNA_102078	exonic	EZH1	0.106251220683413	0.0539351968399566	up	no
hsa_circRNA_103556	exonic	TFRC	0.120936769514312	0.130305696067996	up	no
hsa_circRNA_102324	exonic	TMEM241	0.234571995055787	0.033460561663666	up	no
hsa_circRNA_001196	intronic	PCM1	0.25990268240381	0.0186822129677542	up	no
hsa_circRNA_021003	exonic	FXC1	0.229289775465727	0.0221888265120646	up	no
hsa_circRNA_103314	exonic	CNOT10	0.0965207293229777	0.13642797182991	up	no
hsa_circRNA_046753	exonic	MYL12A	0.0203557653864494	0.0850501797117228	up	no
hsa_circRNA_005880	sense overlapping	GTF2H2C	0.14657369347677	0.0526631134726198	up	no
hsa_circRNA_045801	exonic	UBE2O	0.0773050587432941	0.109883456281861	up	no
hsa_circRNA_406786	exonic	BEND6	0.187449501939936	0.0829742350647639	up	no
hsa_circRNA_400435	exonic	COG2	0.330787716521428	0.0369311183958629	up	no
hsa_circRNA_002554	exonic	ACTR8	0.39490596098696	0.0275968046368426	up	no
hsa_circRNA_100676	exonic	PCGF6	0.0931445124025149	0.105748873691565	up	no
hsa_circRNA_000615	sense overlapping	ZNF609	0.0455019973996958	0.13867612541626	up	no
hsa_circRNA_009118	exonic	DNAJC16	0.162246304849261	0.0351136194163245	up	no
hsa_circRNA_407172	sense overlapping	RP11-182N22.7	0.479929555275173	-0.00362325901420174	down	no
hsa_circRNA_401083	exonic	KDM2B	0.0966920957364325	0.0964298642782164	up	no
hsa_circRNA_067524	exonic	PIK3CB	0.141787390170287	0.0471953699499646	up	no
hsa_circRNA_001104	antisense	DHX35	0.444958657504433	-0.00472063867258433	down	no
hsa_circRNA_404765	exonic	DNA2	0.0567566633106415	0.117113399096343	up	no
hsa_circRNA_405630	exonic	PRPSAP1	0.0721195468287697	0.148681881872582	up	no
hsa_circRNA_016681	exonic	TMEM63A	0.273399038982873	0.0550002395197757	up	no
hsa_circRNA_102686	exonic	CRIM1	0.424234938244708	0.0112688133534793	up	no
hsa_circRNA_104090	exonic	None	0.379431978549056	0.0102469876284046	up	no
hsa_circRNA_039783	exonic	CBFB	0.160532885787703	0.0803727268550435	up	no
hsa_circRNA_002961	exonic	MTDH	0.288071915929859	0.0545783123880037	up	no
hsa_circRNA_103943	exonic	SEC24A	0.283822743776113	0.0438442959163946	up	no
hsa_circRNA_405972	exonic	MMADHC	0.263040702049682	0.0259153642868445	up	no
hsa_circRNA_006811	exonic	TRIM2	0.351333868362193	0.0315606969394842	up	no
hsa_circRNA_007260	intronic	UCK2	0.445771643511728	-0.00944155623284156	down	no
hsa_circRNA_086376	exonic	NFIB	0.237872078192988	0.0595160859321833	up	no
hsa_circRNA_102890	exonic	SATB2	0.121479272078244	0.0456479338528167	up	no
hsa_circRNA_005828	exonic	WAPAL	0.0732679051621982	0.0735226059695761	up	no
hsa_circRNA_102469	exonic	TPM4	0.133215220299484	0.120321070484452	up	no
hsa_circRNA_103795	exonic	TRIO	0.180318445898304	0.0745685978954754	up	no
hsa_circRNA_102891	exonic	SPATS2L	0.181345158451864	0.0858768787407384	up	no
hsa_circRNA_002876	exonic	EPN2	0.271912170110996	0.0439970969283001	up	no
hsa_circRNA_101375	exonic	RAD51B	0.0618942655157712	0.137886906385452	up	no
hsa_circRNA_100794	exonic	PDHX	0.196277014178239	0.0693528593964916	up	no
hsa_circRNA_104770	exonic	KIF24	0.327941936164933	0.0375797152581074	up	no
hsa_circRNA_021832	exonic	CREB3L1	0.218732748535566	-0.0258072636062855	down	no
hsa_circRNA_079201	exonic	IQCE	0.0600084776178695	0.0530023758931394	up	no
hsa_circRNA_001710	exonic	ZNF138	0.158417461403365	0.0486919238997244	up	no
hsa_circRNA_000506	exonic	PCID2	0.410750700653134	0.0224607693613013	up	no
hsa_circRNA_102781	exonic	TCONS_00004336	0.234821526760334	0.0400291220854766	up	no
hsa_circRNA_002635	exonic	B3GALTL	0.270981572754418	0.0688586773445381	up	no
hsa_circRNA_103868	exonic	TCONS_l2_00023407	0.0573829875230142	0.11473803593553	up	no
hsa_circRNA_024067	exonic	CEP57	0.433181485874259	0.0117611108857902	up	no
hsa_circRNA_100018	exonic	GNB1	0.106324697042783	0.048908101524929	up	no
hsa_circRNA_406294	intronic	MAGI1	0.297137727994125	0.0183532019808798	up	no
hsa_circRNA_405479	exonic	TANGO6	0.473395209516247	0.00224442092245239	up	no
hsa_circRNA_407327	exonic	OCRL	0.174846462121688	0.0632268998054839	up	no
hsa_circRNA_104766	exonic	UBAP2	0.429483809346666	0.0137856476595677	up	no
hsa_circRNA_405026	exonic	RAB3IP	0.073531243980931	0.0570385009703642	up	no
hsa_circRNA_103630	exonic	APBB2	0.141713927097689	0.099086932262331	up	no
hsa_circRNA_101378	exonic	KIAA0247	0.0245821555284208	0.0338582672609674	up	no
hsa_circRNA_102892	exonic	SPATS2L	0.133827944227319	0.118374967105912	up	no
hsa_circRNA_105043	exonic	DKC1	0.3656101437254	0.0337686758254969	up	no
hsa_circRNA_100816	exonic	NUP160	0.0611739597077821	0.0399279468999513	up	no
hsa_circRNA_406051	exonic	ACSL3	0.490536104416151	-0.00263209582574437	down	no
hsa_circRNA_102923	exonic	ACSL3	0.401620293665105	0.0219925420984962	up	no
hsa_circRNA_406107	exonic	RBL1	0.156550052160573	0.108728279185356	up	no
hsa_circRNA_404544	exonic	COL24A1	0.0160185064938996	0.0405646687359948	up	no
hsa_circRNA_400893	exonic	AEBP2	0.216613967914627	0.0642741997692863	up	no
hsa_circRNA_405573	sense overlapping	CDK12	0.130363163424467	0.0643966091855608	up	no
hsa_circRNA_001635	exonic	SEC63	0.231472467625484	0.0961889261645771	up	no
hsa_circRNA_405908	exonic	GMCL1	0.0614501829588114	0.10489522332944	up	no
hsa_circRNA_102766	exonic	STAMBP	0.0616493037020938	0.0664233540099359	up	no
hsa_circRNA_002102	sense overlapping	RPL14	0.197520367875104	0.0928879294654259	up	no
hsa_circRNA_092535	intronic	TFRC	0.157352842793544	0.132607859565642	up	no
hsa_circRNA_101527	exonic	TCF12	0.0960462351498156	0.0664579944390005	up	no
hsa_circRNA_049704	exonic	CC2D1A	0.323011123264168	0.0120189791206522	up	no
hsa_circRNA_030448	exonic	LMO7	0.175505498610566	-0.236362972328267	down	no
hsa_circRNA_017037	exonic	TOMM20	0.223533070355203	0.0938812131789891	up	no
hsa_circRNA_104751	exonic	DNAJA1	0.0882459189775911	0.153009606308038	up	no
hsa_circRNA_104883	exonic	HSDL2	0.00524847519367091	0.222869418668764	up	yes
hsa_circRNA_103991	exonic	G3BP1	0.18690329275651	0.0780890732523969	up	no
hsa_circRNA_076654	sense overlapping	HSP90AB1	0.421237261776628	0.0159392011014478	up	no
hsa_circRNA_101648	exonic	IQGAP1	0.0949178703923426	0.116295775104794	up	no
hsa_circRNA_034559	exonic	EIF2AK4	0.0222938936689354	0.105683937315562	up	no
hsa_circRNA_100418	exonic	TRMT1L	0.0814390800579475	0.156940904960455	up	no
hsa_circRNA_089506	exonic	UBAC1	0.479011802326682	0.00172911103754597	up	no
hsa_circRNA_100719	exonic	DOCK1	0.211415314028003	0.0856651395997115	up	no
hsa_circRNA_001220	intronic	None	0.216308038750135	0.0217192496932363	up	no
hsa_circRNA_102013	exonic	PHF12	0.12467480246792	0.0870470791055013	up	no
hsa_circRNA_104026	exonic	NSD1	0.198705235989562	0.090919649318869	up	no
hsa_circRNA_400694	exonic	NAP1L4	0.288451821897766	0.0653508305588748	up	no
hsa_circRNA_005248	exonic	LAMC1	0.226187296242783	0.129887687132772	up	no
hsa_circRNA_083824	exonic	HMBOX1	0.10355851433759	0.0837944326303672	up	no
hsa_circRNA_405405	sense overlapping	KIAA1024	0.435763891475349	-0.00586893366409793	down	no
hsa_circRNA_083815	exonic	INTS9	0.071116592325853	0.0549643282890784	up	no
hsa_circRNA_000761	exonic	FBXL20	0.222545521150507	0.0499739749618385	up	no
hsa_circRNA_102294	exonic	ANKRD12	0.0230855857109462	0.366836904110287	up	yes
hsa_circRNA_101978	exonic	NDEL1	0.106798957473514	0.147525230926989	up	no
hsa_circRNA_056978	exonic	UBR3	0.133150226816915	0.12737566594692	up	no
hsa_circRNA_000521	exonic	APEX1	0.439229299591302	0.00567713289169058	up	no
hsa_circRNA_405514	intronic	VPS53	0.160514407516983	0.0512899791606361	up	no
hsa_circRNA_052153	exonic	RPS9	0.0986192346602911	0.0375046154841212	up	no
hsa_circRNA_050054	exonic	RPL18A	0.0458217654472732	0.032105992579031	up	no
hsa_circRNA_047559	exonic	ATP5A1	0.129348984277634	0.0615014164337889	up	no
hsa_circRNA_051908	sense overlapping	RPS11	0.340917411134421	0.0313397522062466	up	no
hsa_circRNA_020960	exonic	HBG1	0.221477090599355	0.0290162670337075	up	no
hsa_circRNA_089353	exonic	RPL7A	0.250188434940564	0.0389043850940834	up	no
hsa_circRNA_008077	exonic	PRRG1	0.13128754964912	0.0478683112474137	up	no
hsa_circRNA_034125	exonic	SNORD116-10	0.0965234119821776	0.0657074506530274	up	no
hsa_circRNA_000562	intronic	BTBD7	0.0935177962426077	0.141424886177636	up	no
hsa_circRNA_404660	sense overlapping	MARC2	0.434840831157751	0.00889371315998251	up	no
hsa_circRNA_103952	exonic	FAM13B	0.0922435007010068	0.148760131503982	up	no
hsa_circRNA_400416	exonic	DNAH14	0.0776125743332783	0.169426762824314	up	no
hsa_circRNA_401977	exonic	NEDD4L	0.487889487993305	0.0016296247335082	up	no
hsa_circRNA_039714	exonic	GOT2	0.356830065306417	0.0219018414478297	up	no
hsa_circRNA_401170	exonic	SLAIN1	0.0122549301482128	0.0736306104669129	up	no
hsa_circRNA_101603	exonic	ETFA	0.0860140014770994	0.101184132073074	up	no
hsa_circRNA_006345	exonic	RCL1	0.176324213482378	0.0669467896306132	up	no
hsa_circRNA_061975	exonic	SUMO3	0.184354446233476	0.0744393175784727	up	no
hsa_circRNA_406259	exonic	C3orf35	0.0287511073478377	0.0777937225609835	up	no
hsa_circRNA_405211	intergenic		0.0952437591695584	0.0479564546606132	up	no
hsa_circRNA_086348	exonic	KDM4C	0.206578113122799	0.0555173278498314	up	no
hsa_circRNA_000449	antisense	UNC119B	0.0792686792131584	0.101075939262259	up	no
hsa_circRNA_102987	exonic	C20orf194	0.236599332750659	0.0771936248121113	up	no
hsa_circRNA_015871	exonic	TMEM9	0.105189499953863	0.0629684917485779	up	no
hsa_circRNA_100058	exonic	VPS13D	0.326868581516613	0.02864518144953	up	no
hsa_circRNA_100067	exonic	DDI2	0.491752053523691	-0.00121821813931802	down	no
hsa_circRNA_102633	exonic	PUM2	0.033836399810151	0.124464357006898	up	no
hsa_circRNA_407001	exonic	CADPS2	0.307071812935433	0.0268721464003013	up	no
hsa_circRNA_002822	exonic	C2orf67	0.0878390592932506	0.152130226720247	up	no
hsa_circRNA_101081	exonic	TIMELESS	0.300894584972476	0.0506099933550872	up	no
hsa_circRNA_404782	intronic	KCNMA1	0.445731771623902	0.00440273339530451	up	no
hsa_circRNA_405487	sense overlapping	LINC01572	0.175104355112498	0.0641493919915616	up	no
hsa_circRNA_103997	exonic	EBF1	0.0347271806345016	0.0751314404665674	up	no
hsa_circRNA_057607	exonic	PGAP1	0.281289333424606	-0.0285554604530528	down	no
hsa_circRNA_003251	exonic	WNK1	0.287679084512472	0.0371418080045667	up	no
hsa_circRNA_104213	exonic	STXBP5	0.0677981409789592	0.078866083129655	up	no
hsa_circRNA_091722	exonic	MAGEA3	0.0441135205292148	0.0579919469776868	up	no
hsa_circRNA_405239	exonic	KIAA0586	0.315483702878352	0.0170333392987803	up	no
hsa_circRNA_406640	intronic	CAST	0.0613751496792108	0.0639537076121069	up	no
hsa_circRNA_077879	exonic	RPS12	0.270323923507981	0.0394624842835877	up	no
hsa_circRNA_006750	exonic	TBC1D12	0.164475211482209	0.05513786563093	up	no
hsa_circRNA_002912	exonic	KIF15	0.0119999410785749	0.0447738106794218	up	no
hsa_circRNA_027588	exonic	LOC100507377	0.0903808486935978	0.0728717721406176	up	no
hsa_circRNA_103730	exonic	PRDM5	0.324486805604634	0.0369594153018554	up	no
hsa_circRNA_003033	exonic	RAP1GDS1	0.122602389089577	0.135810724266824	up	no
hsa_circRNA_000564	exonic	DICER1	0.107892144264799	0.233913261017737	up	no
hsa_circRNA_100167	exonic	KIAA0319L	0.288084557842429	0.0390737922551553	up	no
hsa_circRNA_101805	exonic	PHKB	0.156646185854674	0.0906353726735241	up	no
hsa_circRNA_077745	exonic	C6orf170	0.463185176539721	0.0064341100054099	up	no
hsa_circRNA_016661	exonic	ENAH	0.210222862379104	0.0550828160758137	up	no
hsa_circRNA_083127	exonic	LMBR1	0.201357399702971	0.0312085371946699	up	no
hsa_circRNA_036127	exonic	THSD4	0.1001564850019	0.189986968103191	up	no
hsa_circRNA_404401	exonic	DOCK11	0.0723312809768506	0.138766936031869	up	no
hsa_circRNA_031210	exonic	DAD1	0.216657492585644	0.0252731307335006	up	no
hsa_circRNA_100594	exonic	None	0.496060137968687	0.00106750028815354	up	no
hsa_circRNA_100356	exonic	GON4L	0.0422753586741526	0.156524355454224	up	no
hsa_circRNA_407231	exonic	WDR31	0.342527222545762	0.00947589188387753	up	no
hsa_circRNA_004145	sense overlapping	SKP1	0.192307859434086	0.0828181543867486	up	no
hsa_circRNA_406172	intronic	PI4KA	0.295165908133059	0.0193051551953866	up	no
hsa_circRNA_103495	exonic	MBNL1	0.0874981665518639	0.0685146414485912	up	no
hsa_circRNA_402418	exonic	TTN-AS1	0.00568382525619955	0.0863985223298055	up	no
hsa_circRNA_103308	exonic	RARB	0.181919038333273	0.0469965626762236	up	no
hsa_circRNA_054547	exonic	PSME4	0.0816944452215018	0.134929520184155	up	no
hsa_circRNA_103492	exonic	RNF13	0.0474228050345866	0.134942939199831	up	no
hsa_circRNA_405568	exonic	SLFN12L	0.260702262730767	-0.0147859210559934	down	no
hsa_circRNA_006861	exonic	PHF3	0.0912179712498305	0.140815498707138	up	no
hsa_circRNA_403874	exonic	SMURF1	0.442422484794322	-0.0112361058465612	down	no
