circRNA	circRNA_type	GeneSymbol	P	log10FC	reg	sig
hsa_circRNA_000879	exonic	KDM4B	0.0829925349096432	0.0977150076442862	up	no
hsa_circRNA_104667	exonic	YWHAZ	0.142292716061984	0.117465179184957	up	no
hsa_circRNA_100439	exonic	KCNH1	0.067459965755996	0.0702875328876423	up	no
hsa_circRNA_004234	sense overlapping	None	0.249956792741547	0.0136438806665462	up	no
hsa_circRNA_006141	exonic	TTC33	0.397864132512073	0.0156237884835341	up	no
hsa_circRNA_049600	exonic	HOOK2	0.378491277772685	0.0185964884916585	up	no
hsa_circRNA_002833	intronic	KCNMA1	0.5	0	down	no
hsa_circRNA_405671	sense overlapping	TAF4B	0.381222324828208	0.0237667219577487	up	no
hsa_circRNA_003991	exonic	PBX3	0.318566184067981	0.0261424261655194	up	no
hsa_circRNA_100472	exonic	SNAP47	0.127445568118164	0.0579919469776868	up	no
hsa_circRNA_003143	exonic	GTSE1	0.183965451628929	0.0340961124438276	up	no
hsa_circRNA_404719	exonic	MCM10	0.0606872433008037	0.0659912458306047	up	no
hsa_circRNA_407344	exonic	GAB3	0.327363221892502	0.0879026044220597	up	no
hsa_circRNA_000967	exonic	ZNF544	0.149408153749641	0.0447517310901085	up	no
hsa_circRNA_007652	exonic	CEP350	0.0518922493274531	0.130484069407357	up	no
hsa_circRNA_103245	exonic	PACSIN2	0.297276483826253	-0.0167056935028527	down	no
hsa_circRNA_008736	exonic	ERICH1	0.164015532226343	0.0624924482043632	up	no
hsa_circRNA_405537	exonic	MYH10	0.298574383105856	0.0425680430661596	up	no
hsa_circRNA_404460	exonic	UBXN11	0.157340429685239	0.0338500419087971	up	no
hsa_circRNA_077434	exonic	CCNC	0.0550441519036749	0.0627908298594554	up	no
hsa_circRNA_100455	exonic	PTPN14	0.182008927437345	0.0243114870812924	up	no
hsa_circRNA_001818	antisense	RNF220	0.0762369689543588	0.043708927885406	up	no
hsa_circRNA_104298	exonic	EIF2AK1	0.156233691106736	0.0972452461253604	up	no
hsa_circRNA_102948	exonic	INPP5D	0.0958940558661273	0.0802443909650867	up	no
hsa_circRNA_004407	intronic	DYRK1A	0.22360464990641	-0.0329733062173059	down	no
hsa_circRNA_104362	exonic	PPIA	0.164695867232926	0.106115831450536	up	no
hsa_circRNA_004585	exonic	KIAA1199	0.00692780382519808	0.0977524855940767	up	no
hsa_circRNA_002922	sense overlapping	ZNF124	0.0833896693155835	0.152752742893043	up	no
hsa_circRNA_034037	exonic	HERC2P3	0.136479220770276	0.0907449772627435	up	no
hsa_circRNA_034095	exonic	HERC2P2	0.0710678288152926	0.110047181206955	up	no
hsa_circRNA_045309	exonic	CEP95	0.142745067499948	0.048562153708021	up	no
hsa_circRNA_092582	exonic	PAX5	0.111873380972272	0.0469360380462178	up	no
hsa_circRNA_002444	exonic	SAE1	0.110299552543814	0.122867525528452	up	no
hsa_circRNA_101200	exonic	NCOR2	0.167309756462314	0.0774544267471189	up	no
hsa_circRNA_102302	exonic	PIEZO2	0.13340215911536	0.0555938487701074	up	no
hsa_circRNA_407264	intronic	HDHD1	0.145510407726592	-0.0536880780187938	down	no
hsa_circRNA_103994	exonic	GEMIN5	0.0653190125889316	0.0635385743253132	up	no
hsa_circRNA_001606	sense overlapping	MEA1	0.0838933785571521	0.0713451299917227	up	no
hsa_circRNA_102307	exonic	CEP192	0.0275742427220948	0.17000007250315	up	no
hsa_circRNA_103829	exonic	HMGCS1	0.0262270669457798	0.329753399108647	up	yes
hsa_circRNA_102971	exonic	FARP2	0.056596783235128	0.113741245199224	up	no
hsa_circRNA_403406	exonic	MAN2A1	0.0260764361487717	0.228055892118106	up	yes
hsa_circRNA_403760	exonic	SDK1	0.0668460556922905	0.0843208857000359	up	no
hsa_circRNA_407177	intronic	ZCCHC7	0.49400902015706	0.00141694899560648	up	no
hsa_circRNA_101468	exonic	TJP1	0.0395993933516587	0.16610703814908	up	no
hsa_circRNA_100589	exonic	MAPK8	0.168555845432327	0.149580000349701	up	no
hsa_circRNA_103412	exonic	SUCLG2	0.130196268053322	0.086923685762318	up	no
hsa_circRNA_401969	exonic	HDHD2	0.321239745873754	-0.0502271130158285	down	no
hsa_circRNA_404607	sense overlapping	KIFAP3	0.24212937969538	0.0678663209542356	up	no
hsa_circRNA_001269	exonic	IQSEC1	0.126273552734308	0.0542099682276806	up	no
hsa_circRNA_000150	exonic	RCSD1	0.2742965673595	0.0141560363387342	up	no
hsa_circRNA_102030	exonic	SUZ12	0.231986716815335	0.0625635100521701	up	no
hsa_circRNA_401106	exonic	GLT1D1	0.129771736964139	0.0694717646611169	up	no
hsa_circRNA_000695	intronic	EEFSEC	0.0996988678956032	0.0637940027760068	up	no
hsa_circRNA_102669	exonic	BIRC6	0.025579667928995	0.15186137943118	up	no
hsa_circRNA_088070	exonic	PTBP3	0.0415556043634824	0.132150204894249	up	no
hsa_circRNA_404181	exonic	PTAR1	0.0446735497482145	0.0876906791886705	up	no
hsa_circRNA_404619	exonic	AXDND1	0.190509575147717	0.0464574012390014	up	no
hsa_circRNA_404537	exonic	MGC27382	0.114902629607173	0.198954142015185	up	no
hsa_circRNA_052372	exonic	TRIM28	0.324171453263046	0.0388363164805936	up	no
hsa_circRNA_045697	exonic	ITGB4	0.108412598938678	0.0523178622977798	up	no
hsa_circRNA_000329	antisense	E2F1	0.401241008464448	0.00474643502446175	up	no
hsa_circRNA_007557	exonic	ZNF148	0.214034850599936	0.0779337996898621	up	no
hsa_circRNA_102760	exonic	CYP26B1	0.0577600674190858	0.113764667061813	up	no
hsa_circRNA_100691	exonic	HSPA12A	0.299037176952824	0.0372275776270244	up	no
hsa_circRNA_103651	exonic	CLOCK	0.0517099804719405	0.118449690864166	up	no
hsa_circRNA_405649	exonic	L3MBTL4	0.373251532884986	0.00835207436476586	up	no
hsa_circRNA_100104	exonic	DHDDS	0.267356720684188	0.0381577019927148	up	no
hsa_circRNA_007507	exonic	RASA1	0.401618580252618	0.0211892990699381	up	no
hsa_circRNA_104915	exonic	NEK6	0.152375365055817	0.0427875535447691	up	no
hsa_circRNA_405283	sense overlapping	LINC00618	0.0612966714989737	-0.0456714831375	down	no
hsa_circRNA_020094	exonic	ATRNL1	0.0482248865567022	0.0895220793858436	up	no
hsa_circRNA_104955	exonic	VAV2	0.131847546450674	0.0603931791822939	up	no
hsa_circRNA_102566	exonic	RELB	0.415233249763098	0.0169632974500836	up	no
hsa_circRNA_103194	exonic	AP1B1	0.168358481308071	0.0590817705907472	up	no
hsa_circRNA_071347	exonic	RAPGEF2	0.0347578948007646	0.0523880694596882	up	no
hsa_circRNA_404565	intronic	DENND2D	0.0687328782167071	0.0946722702426933	up	no
hsa_circRNA_100346	exonic	UBAP2L	0.157579073164253	0.0978045436680861	up	no
hsa_circRNA_007563	exonic	HERC2P3	0.142881939624506	0.107268464426313	up	no
hsa_circRNA_004669	intronic	FRYL	0.447830116875829	0.0117611108857902	up	no
hsa_circRNA_100747	exonic	NUP98	0.251257811119003	0.077378328476801	up	no
hsa_circRNA_404468	intronic	COL16A1	0.153096401770716	0.0627097366873585	up	no
hsa_circRNA_005214	exonic	AHI1	0.0929040769663532	0.111898406883337	up	no
hsa_circRNA_018309	exonic	ANXA8	0.0909235782222513	0.182217213576295	up	no
hsa_circRNA_062270	exonic	CDC45	0.0210144952689214	0.199321099774156	up	yes
hsa_circRNA_089986	exonic	PHKA2	0.358467678253374	0.00954531790623045	up	no
hsa_circRNA_103273	exonic	SUMF1	0.136658968900144	0.0460271549480435	up	no
hsa_circRNA_104476	exonic	FLNC	0.325114696972513	0.0289270522811286	up	no
hsa_circRNA_407245	exonic	ODF2	0.487470221370605	0.00169978487789439	up	no
hsa_circRNA_104900	exonic	PAPPA	0.0539929901915649	0.067294712326492	up	no
hsa_circRNA_100205	exonic	GPBP1L1	0.0598936679779897	0.0618744552407403	up	no
hsa_circRNA_103364	exonic	SMARCC1	0.216887798684401	0.074417635814152	up	no
hsa_circRNA_000139	exonic	YAF2	0.0292501282952508	0.152905200229668	up	no
hsa_circRNA_101221	exonic	ZNF268	0.0307779142382478	0.0865691796698376	up	no
hsa_circRNA_038901	exonic	None	0.0359748816565097	0.0723552590544699	up	no
hsa_circRNA_104682	exonic	TMEM65	0.331280033822512	0.0248235837250321	up	no
hsa_circRNA_026686	exonic	ATP5G2	0.196742612538505	0.0535177944732311	up	no
hsa_circRNA_036906	exonic	UNC45A	0.155680671452516	0.0571040004775999	up	no
hsa_circRNA_085973	exonic	MAF1	0.0717322198517567	0.0857353040263618	up	no
hsa_circRNA_082162	exonic	SND1	0.13676066061299	0.0624924482043632	up	no
hsa_circRNA_074657	exonic	ATOX1	0.0349922176222398	0.0729895701489822	up	no
hsa_circRNA_104301	exonic	DAGLB	0.363992802879285	-0.0262295237094615	down	no
hsa_circRNA_052345	exonic	RPS5	0.237057096242878	0.0276093179839659	up	no
hsa_circRNA_051641	exonic	AP2S1	0.0625289017408655	0.100030810629703	up	no
hsa_circRNA_089260	exonic	MED27	0.5	0	down	no
hsa_circRNA_103376	exonic	RBM6	0.17477457638638	0.0733268862683889	up	no
hsa_circRNA_041782	exonic	GABARAP	0.129423100513233	0.0430346322252019	up	no
hsa_circRNA_086159	exonic	RPL8	0.327841042503473	0.0162371988706855	up	no
hsa_circRNA_017873	exonic	VIM	0.100997385129566	0.141541990086641	up	no
hsa_circRNA_000942	antisense	UBA7	0.402072750688726	0.0187764609025649	up	no
hsa_circRNA_100362	exonic	CCT3	0.367436044929403	0.0286956720014561	up	no
hsa_circRNA_406022	exonic	ALS2CR12	0.107716515197827	0.0561515574030864	up	no
hsa_circRNA_104799	exonic	TLE4	0.26278210663022	0.0371623250463516	up	no
hsa_circRNA_104206	exonic	SHPRH	0.134077149390372	0.129923766593511	up	no
hsa_circRNA_104347	exonic	HERPUD2	0.0579480138575786	0.0910084530165311	up	no
hsa_circRNA_060185	exonic	MYL9	0.232370099637754	0.0515323165091049	up	no
hsa_circRNA_060184	exonic	MYL9	0.107388158287195	0.0686643891875984	up	no
hsa_circRNA_406891	sense overlapping	TULP4	0.0549393541422142	0.136020453179584	up	no
hsa_circRNA_104897	exonic	PAPPA	0.0165406030365836	0.208597285010669	up	yes
hsa_circRNA_103240	exonic	ZC3H7B	0.147344951802611	0.0526761586788117	up	no
hsa_circRNA_014206	exonic	S100A11	0.215773227043639	0.0359475471875979	up	no
hsa_circRNA_036271	exonic	UBL7	0.143264237658276	0.0477181913262031	up	no
hsa_circRNA_100271	exonic	PKN2	0.0542673440421027	0.148045924142085	up	no
hsa_circRNA_078608	exonic	SLC22A3	0.0337374602827908	0.069080919143299	up	no
hsa_circRNA_406106	exonic	SAMHD1	0.0842782166106968	0.262008579500596	up	no
hsa_circRNA_104522	exonic	RHEB	0.293427867994685	0.0534658621462841	up	no
hsa_circRNA_005660	exonic	NFIX	0.0811333681988877	0.181054678587231	up	no
hsa_circRNA_405504	sense overlapping	EMC8	0.106286668047986	0.0593677490213095	up	no
hsa_circRNA_405627	exonic	SUMO2	0.193971911085113	0.0993846321359118	up	no
hsa_circRNA_000901	exonic	AKAP8	0.27887606159793	0.0457574905606751	up	no
hsa_circRNA_101979	exonic	USP43	0.0823503656822293	0.100949990809796	up	no
hsa_circRNA_056939	exonic	CERS6	0.212225063531177	0.0656247353923179	up	no
hsa_circRNA_003912	exonic	DBP	0.248251631484575	0.0430734657283264	up	no
hsa_circRNA_104831	exonic	HIATL1	0.134225680158768	0.078856053608692	up	no
hsa_circRNA_104664	exonic	PABPC1	0.0936628738600162	0.147737763061844	up	no
hsa_circRNA_102995	exonic	CRLS1	0.175599335645657	0.0347621062592119	up	no
hsa_circRNA_012592	exonic	LRP8	0.072704295494164	0.112822394495343	up	no
hsa_circRNA_018609	exonic	SUPV3L1	0.322960276966574	0.0399632999450197	up	no
hsa_circRNA_078715	exonic	THBS2	0.19572748073422	-0.0637697858366467	down	no
hsa_circRNA_405535	intronic	CHD3	0.432876065515874	0.0112566426452331	up	no
hsa_circRNA_406554	exonic	GUCY1B3	0.384941857194661	-0.0477557009283005	down	no
hsa_circRNA_074063	exonic	KLHL3	0.149154707296917	0.0719102091621633	up	no
hsa_circRNA_400517	exonic	SEPHS1	0.308196898761899	0.0344376426790073	up	no
hsa_circRNA_405999	exonic	FKBP7	0.0437282459894761	0.0808231931146016	up	no
hsa_circRNA_101248	exonic	NBEA	0.130491520100072	0.0656468949699386	up	no
hsa_circRNA_003265	sense overlapping	SNORD113-5	0.0861492593076851	0.186592846280748	up	no
hsa_circRNA_101474	exonic	THBS1	0.0257065851166894	0.403498174382796	up	yes
hsa_circRNA_405965	exonic	CCNT2-AS1	0.208266761113603	-0.168873678349742	down	no
hsa_circRNA_103739	exonic	PHF17	0.0267711594343265	0.181591408813384	up	yes
hsa_circRNA_003197	exonic	ATXN2	0.0893442038207645	0.140497739613975	up	no
hsa_circRNA_405932	exonic	LMAN2L	0.386015150811069	0.0152043934329177	up	no
hsa_circRNA_102260	exonic	TBCD	0.201535742307762	0.0385135935818379	up	no
hsa_circRNA_102255	exonic	TBCD	0.409689976885353	0.0120003984852331	up	no
hsa_circRNA_102299	exonic	PPP4R1	0.0484696685851187	0.0925852640851809	up	no
hsa_circRNA_402442	exonic	NOP58	0.245356716389861	0.0843208857000359	up	no
hsa_circRNA_101438	exonic	EVL	0.12569772841982	0.0663772230153332	up	no
hsa_circRNA_404499	exonic	ZSWIM5	0.224121541784946	0.0386668108993216	up	no
hsa_circRNA_004825	exonic	STX17	0.453020152141555	0.0108919685415024	up	no
hsa_circRNA_406463	sense overlapping	TLR1	0.15046094581182	0.0389180660303697	up	no
hsa_circRNA_104339	exonic	CREB5	0.0575439664223821	0.0654852062295003	up	no
hsa_circRNA_049228	exonic	S1PR2	0.163336791546044	0.0526123372064241	up	no
hsa_circRNA_003545	exonic	SPECC1	0.0746258872073035	0.166787613491143	up	no
hsa_circRNA_042437	exonic	SPECC1	0.0884581006042501	0.169022643279409	up	no
hsa_circRNA_054345	exonic	LRPPRC	0.188664015322188	0.0774719037378817	up	no
hsa_circRNA_405448	sense overlapping	XYLT1	0.0715231761876038	0.236099347785036	up	no
hsa_circRNA_102591	exonic	CPT1C	0.455304585307376	0.00168005811802167	up	no
hsa_circRNA_005255	exonic	MAP4	0.0976993289316694	0.18698732686125	up	no
hsa_circRNA_405432	sense overlapping	ZNF75A	0.103314855890895	0.172524138534325	up	no
hsa_circRNA_101206	exonic	AACS	0.11570220182719	0.0846755565910448	up	no
hsa_circRNA_007884	exonic	GPR124	0.118231662751289	0.0994163683690293	up	no
hsa_circRNA_406115	intronic	CD40	0.187305131259514	0.0421099346720424	up	no
hsa_circRNA_019917	exonic	COL17A1	0.2232255622988	0.0229092794642119	up	no
hsa_circRNA_102952	exonic	AGAP1	0.066212408896372	0.121994355961519	up	no
hsa_circRNA_049052	exonic	CD320	0.128333454425415	0.0479758954883016	up	no
hsa_circRNA_010985	exonic	SH3BGRL3	0.00848663551413816	0.0650852587826428	up	no
hsa_circRNA_103995	exonic	ADAM19	0.035558127429247	0.168698834071596	up	no
hsa_circRNA_005613	exonic	RAPH1	0.266894323921836	0.0494853630799183	up	no
hsa_circRNA_102183	exonic	BPTF	0.266030408193993	0.0451496605357689	up	no
hsa_circRNA_404891	sense overlapping	BATF2	0.0613309629222278	0.0983748717666005	up	no
hsa_circRNA_406832	intergenic		0.247159435035915	0.0574125012854532	up	no
hsa_circRNA_014352	exonic	RPS27	0.33243661975455	0.0345492689690401	up	no
hsa_circRNA_405964	sense overlapping	CCNT2-AS1	0.0245033678997474	0.120762795954164	up	no
hsa_circRNA_102870	exonic	ITGAV	0.0694984597598099	0.0775542377902448	up	no
hsa_circRNA_063763	exonic	ATXN10	0.11586700659953	0.0969100130080564	up	no
hsa_circRNA_400689	exonic	PSMD13	0.397172620285918	-0.028910119019149	down	no
hsa_circRNA_104062	exonic	RANBP9	0.0390628995897072	0.216408074035601	up	yes
hsa_circRNA_100856	exonic	C11orf80	0.101033127198056	0.0732869676616321	up	no
hsa_circRNA_011445	exonic	YARS	0.469843651909479	0.0138107722258016	up	no
hsa_circRNA_005398	exonic	PAPD4	0.095161085451087	0.100296942120708	up	no
hsa_circRNA_082572	exonic	TRIM24	0.196098887180722	0.052706350516003	up	no
hsa_circRNA_083996	exonic	WHSC1L1	0.12278430967025	0.109466049952092	up	no
hsa_circRNA_000270	antisense	ADAM8	0.105553276139901	0.0909196493188689	up	no
hsa_circRNA_101592	exonic	CLK3	0.172596879825376	0.0793677586044546	up	no
hsa_circRNA_008332	exonic	TNKS2	0.035742353837211	0.349223547667761	up	yes
hsa_circRNA_054189	exonic	MAP4K3	0.0934708014855599	0.0575393211087819	up	no
hsa_circRNA_076313	exonic	TOMM6	0.250962226428299	0.0315989860717023	up	no
hsa_circRNA_406208	sense overlapping	PPARA	0.115947824155503	0.0606271141126112	up	no
hsa_circRNA_407287	sense overlapping	RP11-348F1.3	0.184880413173697	0.0224408690482452	up	no
hsa_circRNA_007169	exonic	None	0.0707789342842184	0.0856776330762081	up	no
hsa_circRNA_003391	exonic	UBASH3B	0.0274887798754891	0.106919479472812	up	no
hsa_circRNA_405944	exonic	CBWD2	0.397946082902158	0.0216945864822636	up	no
hsa_circRNA_104639	exonic	CSPP1	0.153592004803418	0.0481470123076561	up	no
hsa_circRNA_005505	exonic	IRAK3	0.0984106412504218	0.11954139267071	up	no
hsa_circRNA_407016	exonic	KIAA1549	0.228881392632229	0.0307113622048367	up	no
hsa_circRNA_101594	exonic	EDC3	0.244311787214761	0.0465761420413551	up	no
hsa_circRNA_101595	exonic	EDC3	0.0957309061184279	-0.0924939253042957	down	no
hsa_circRNA_103142	exonic	TRAPPC10	0.0525648498102827	0.101285813068344	up	no
hsa_circRNA_064886	exonic	ACVR2B	0.13879033200633	0.0384214456424594	up	no
hsa_circRNA_000763	antisense	CNP	0.142287406474191	0.0345190763245525	up	no
hsa_circRNA_001680	exonic	HDAC9	0.133625251983748	0.0545314148681803	up	no
hsa_circRNA_403189	exonic	METAP1	0.016830573709283	0.112836687046553	up	no
hsa_circRNA_006210	sense overlapping	TCONS_00018600	0.0790457513384832	0.0796510075665507	up	no
hsa_circRNA_004083	exonic	PRKACB	0.0316340325823417	0.223500485772997	up	yes
hsa_circRNA_102044	exonic	ACACA	0.071582480500621	0.153637637456984	up	no
hsa_circRNA_104661	exonic	VPS13B	0.0789590012760808	0.0831267588341942	up	no
hsa_circRNA_002695	exonic	SRGAP1	0.258210881065096	0.0335673476462684	up	no
hsa_circRNA_101035	exonic	CCDC91	0.0791444364416364	0.149068539924397	up	no
hsa_circRNA_103241	exonic	POLR3H	0.482161282160455	0.00418802167231313	up	no
hsa_circRNA_030060	exonic	MTRF1	0.111411333159022	0.0774475332386242	up	no
hsa_circRNA_100684	exonic	TCF7L2	0.0794569875963897	0.155419617248218	up	no
hsa_circRNA_403650	exonic	MRAP2	0.150576000582083	0.0763682456861015	up	no
hsa_circRNA_104299	exonic	USP42	0.132645415163074	0.0686355583764563	up	no
hsa_circRNA_071935	exonic	TRIO	0.0272983851772645	0.192740436912426	up	yes
hsa_circRNA_005558	intronic	MESDC2	0.0492088652298856	0.155983341188285	up	no
hsa_circRNA_104901	exonic	PAPPA	0.0456234344805483	0.114345663110876	up	no
hsa_circRNA_040435	exonic	ZFHX3	0.25944236741751	0.0374264979406237	up	no
hsa_circRNA_405086	exonic	LRRC43	0.105052201461197	0.0882787636060022	up	no
hsa_circRNA_406580	exonic	LINC01060	0.293271990652022	-0.0383016081810832	down	no
hsa_circRNA_092520	exonic	NFAM1	0.0510960193480041	0.128464827549828	up	no
hsa_circRNA_101908	exonic	SPG7	0.420477572918088	0.0154203588674938	up	no
hsa_circRNA_008544	sense overlapping	TCONS_00003998	0.0778959824628993	0.0785084426878085	up	no
hsa_circRNA_001504	exonic	PAPD4	0.277394836287045	0.0515098194497664	up	no
hsa_circRNA_003819	exonic	C14orf118	0.190083565297478	0.0964076480221355	up	no
hsa_circRNA_400316	exonic	GOLPH3L	0.350226493186143	0.0214438430736515	up	no
hsa_circRNA_103802	exonic	MYO10	0.0419554665419087	0.304103571704936	up	yes
hsa_circRNA_006027	exonic	CELF1	0.205195569280832	0.0952419704336719	up	no
hsa_circRNA_405296	sense overlapping	TUBGCP5	0.062948115057478	0.0781413750622512	up	no
hsa_circRNA_101049	exonic	CCNT1	0.136202734415768	0.210282467644554	up	no
hsa_circRNA_406194	sense overlapping	GGA1	0.367096021770315	0.0200171135218871	up	no
hsa_circRNA_100302	exonic	LRIG2	0.424227479623061	0.0115818725498151	up	no
hsa_circRNA_101755	exonic	UQCRC2	0.129558661509065	0.084292531018349	up	no
hsa_circRNA_104074	exonic	NUP153	0.455412938557737	0.0115613166637906	up	no
hsa_circRNA_101184	exonic	P2RX4	0.0723455733954251	0.0423512418687636	up	no
hsa_circRNA_400487	exonic	ZMYND11	0.0716515294586021	0.144897738872737	up	no
hsa_circRNA_102942	exonic	ARMC9	0.0235778481801523	0.259176683470986	up	yes
hsa_circRNA_100160	exonic	ZMYM4	0.02082465818389	0.284578701907776	up	yes
hsa_circRNA_000125	exonic	RNF115	0.0847418265557571	0.101989538537331	up	no
hsa_circRNA_405660	intronic	FAM210A	0.222914561046247	0.015712625208764	up	no
hsa_circRNA_102480	exonic	USHBP1	0.157792008393331	0.0835460514500749	up	no
hsa_circRNA_064552	exonic	TBC1D5	0.0746915193392404	0.0641005697030867	up	no
hsa_circRNA_019875	exonic	SH3PXD2A	0.0584924800498303	0.0896892066369769	up	no
hsa_circRNA_100679	exonic	SH3PXD2A	0.357742028812026	-0.0169440589198154	down	no
hsa_circRNA_005776	exonic	ZNF236	0.0523365688854614	0.0809945868110932	up	no
hsa_circRNA_400064	intronic	PWP2	0.342653123774518	0.0171605421341066	up	no
hsa_circRNA_100965	exonic	DDX6	0.072872660440523	0.250121939579319	up	no
hsa_circRNA_001041	exonic	EIF2AK3	0.250735624611628	-0.0195221397024751	down	no
hsa_circRNA_000593	antisense	SLC10A1	0.343162573307994	0.0285197292849959	up	no
hsa_circRNA_100332	exonic	PIP5K1A	0.0554412977579998	0.120759623501586	up	no
hsa_circRNA_102547	exonic	AKT2	0.111746718732424	0.0356854358016355	up	no
hsa_circRNA_001725	exonic	LMTK2	0.255382967652337	0.0687601303940816	up	no
hsa_circRNA_009544	exonic	CAMTA1	0.0667213134266905	0.0492560369799703	up	no
hsa_circRNA_100441	exonic	TRAF5	0.108861853824485	0.0969100130080564	up	no
hsa_circRNA_101513	exonic	GALK2	0.125616123021102	0.0932984985263494	up	no
hsa_circRNA_062547	exonic	GUSBP11	0.0725004176218972	0.0727722177117143	up	no
hsa_circRNA_102681	exonic	CRIM1	0.41612433606805	-0.0182522236110707	down	no
hsa_circRNA_101130	exonic	CORO1C	0.114328447312406	0.134787106051856	up	no
hsa_circRNA_103750	exonic	DCLK2	0.105533216339456	0.0787383143601712	up	no
hsa_circRNA_002207	exonic	MYO5A	0.200452716322146	0.0399279468999513	up	no
hsa_circRNA_003640	exonic	METAP1	0.0715843443730497	0.120701683665045	up	no
hsa_circRNA_402363	exonic	AMMECR1L	0.242729542480316	0.0595227715514063	up	no
hsa_circRNA_402748	exonic	SREBF2	0.0955750646021157	0.1249387366083	up	no
hsa_circRNA_014522	exonic	CLK2	0.184415627866399	-0.0248235837250322	down	no
hsa_circRNA_100216	exonic	SPATA6	0.147073082096322	0.0833545696107167	up	no
hsa_circRNA_400048	intronic	RPL18A	0.203209826185896	0.0663725144026733	up	no
hsa_circRNA_081209	exonic	TECPR1	0.0845789123246563	0.0564813559524482	up	no
hsa_circRNA_067528	exonic	PIK3CB	0.0083013513251423	0.0813857912986584	up	no
hsa_circRNA_102042	exonic	ACACA	0.143775786301061	0.120015038527539	up	no
hsa_circRNA_102141	exonic	USP32	0.0799829466963567	0.176091259055681	up	no
hsa_circRNA_102634	exonic	PUM2	0.0613850203206749	0.137914183619509	up	no
hsa_circRNA_101226	exonic	ZMYM2	0.0505801323314534	0.145119221097093	up	no
hsa_circRNA_000956	antisense	PDE4D	0.149369601518349	0.0761067400031995	up	no
hsa_circRNA_101362	exonic	MNAT1	0.0863230238749926	0.264635639766187	up	no
hsa_circRNA_005176	exonic	ARHGAP18	0.144425636653675	0.0671542386347502	up	no
hsa_circRNA_103282	exonic	TMEM111	0.101823158290227	0.143335135494068	up	no
hsa_circRNA_404821	exonic	UROS	0.189714843381193	0.0368026479077487	up	no
hsa_circRNA_100498	exonic	NID1	0.122641670554006	0.0907466366993834	up	no
hsa_circRNA_101549	exonic	HERC1	0.0320744144872311	0.136720567156407	up	no
hsa_circRNA_105031	exonic	MBNL3	0.31998433560215	-0.00738613860524849	down	no
hsa_circRNA_053015	exonic	EFR3B	0.225411674156731	0.0399632999450196	up	no
hsa_circRNA_103752	exonic	LRBA	0.00202245018088308	0.0572626529659999	up	no
hsa_circRNA_103588	exonic	FAM193A	0.193314287824046	0.104360689549053	up	no
hsa_circRNA_001335	intronic	RUVBL1	0.0727532525582408	0.0483463429138269	up	no
hsa_circRNA_100791	exonic	CAPRIN1	0.0572486857089306	0.204889326492021	up	no
hsa_circRNA_011480	exonic	PHC2	0.161092812027482	0.0402026553872494	up	no
hsa_circRNA_011477	exonic	PHC2	0.20241974099327	0.0303708202932402	up	no
hsa_circRNA_401449	exonic	GLCE	0.173980445747888	0.108017894261814	up	no
hsa_circRNA_062912	exonic	EIF4ENIF1	0.164172957342365	-0.192660360488874	down	no
hsa_circRNA_029930	exonic	BRCA2	0.0899527995827415	0.136851850441725	up	no
hsa_circRNA_035855	exonic	PIF1	0.0379316443939861	0.0641502926409413	up	no
hsa_circRNA_405846	intronic	LCLAT1	0.00755880844949384	0.0877390496828902	up	no
hsa_circRNA_019960	exonic	COL17A1	0.273051918088588	0.0383449920762197	up	no
hsa_circRNA_104228	exonic	SYNE1	0.269674417631472	0.0221143142905723	up	no
hsa_circRNA_104710	exonic	PTK2	0.0802126101661216	0.0489068945671025	up	no
hsa_circRNA_102788	exonic	NPAS2	0.108542040808337	0.153015341600169	up	no
hsa_circRNA_040097	exonic	WWP2	0.176542012271292	0.0268168187383495	up	no
hsa_circRNA_101547	exonic	USP3	0.237805923754401	0.0897437355244927	up	no
hsa_circRNA_101323	exonic	PSMB5	0.484861125266236	0.00294637820663596	up	no
hsa_circRNA_004226	exonic	CDKN2B-AS	0.0939219807900797	0.124317872339725	up	no
hsa_circRNA_104357	exonic	DBNL	0.0536715731431944	0.07982512234333	up	no
hsa_circRNA_101084	exonic	RBMS2	0.163582553013179	0.0755849757023195	up	no
hsa_circRNA_071824	exonic	CCT5	0.39390438359142	0.00895484265292641	up	no
hsa_circRNA_036766	exonic	SEMA4B	0.108682045111009	0.0578650901104482	up	no
hsa_circRNA_000023	exonic	HP1BP3	0.091443407923899	0.121403076793394	up	no
hsa_circRNA_100529	exonic	WDR37	0.261253588510847	0.0309491363590944	up	no
hsa_circRNA_400540	exonic	MTPAP	0.216934564737036	0.0589506252754648	up	no
hsa_circRNA_104789	exonic	PCSK5	0.0917517095361371	0.0315989860717023	up	no
hsa_circRNA_091365	exonic	WDR44	0.0165690023612694	0.0583466178686957	up	no
hsa_circRNA_037377	exonic	RPS2	0.117278025818063	0.0606978403536116	up	no
hsa_circRNA_405833	exonic	ITSN2	0.106141338655433	0.0907145515668147	up	no
hsa_circRNA_101971	exonic	NEURL4	0.0854720392534082	0.0718612132393332	up	no
hsa_circRNA_018746	exonic	DNAJB12	0.103488361116074	0.0617684445299431	up	no
hsa_circRNA_063179	exonic	CSF2RB	0.16269268860699	0.0346456890270704	up	no
hsa_circRNA_100385	exonic	PRRX1	0.0974354061927282	0.0975814595898105	up	no
