circRNA	circRNA_type	GeneSymbol	P	log10FC	reg	sig
hsa_circRNA_006899	sense overlapping	SCAND2	0.19684576664554	0.0537112745630828	up	no
hsa_circRNA_407043	sense overlapping	MICU3	0.0193493901605858	0.0653530466240559	up	no
hsa_circRNA_100339	exonic	SNX27	0.187106478983303	0.0975497791172252	up	no
hsa_circRNA_102607	exonic	KIDINS220	0.112562320894109	0.114238891264756	up	no
hsa_circRNA_104601	exonic	SLC20A2	0.265183025427341	0.0227614693685423	up	no
hsa_circRNA_001795	exonic	SLC20A2	0.141288831635241	0.045463490587735	up	no
hsa_circRNA_103738	exonic	PHF17	0.078203009070066	0.20712549279565	up	no
hsa_circRNA_102479	exonic	MYO9B	0.152034713943947	0.126781312481695	up	no
hsa_circRNA_047713	exonic	SMAD4	0.346639164900043	0.0163094167881354	up	no
hsa_circRNA_406249	exonic	GPD1L	0.111358643071966	0.0639537076121069	up	no
hsa_circRNA_104358	exonic	NUDCD3	0.162241815792994	0.0694717646611169	up	no
hsa_circRNA_102512	exonic	LSM14A	0.429351216946808	0.0112973142851261	up	no
hsa_circRNA_001509	exonic	TCONS_00029632	0.0931618978275137	0.12963385781668	up	no
hsa_circRNA_104613	exonic	FNTA	0.214779479416272	0.112073954272362	up	no
hsa_circRNA_407234	intronic	PHF19	0.0927792174109779	0.0891003113795926	up	no
hsa_circRNA_103525	exonic	KLHL24	0.0534861807352689	0.0872642685822658	up	no
hsa_circRNA_104205	exonic	PHACTR2	0.122406183474634	0.0426671489953645	up	no
hsa_circRNA_011914	exonic	NFYC	0.0973892730123407	0.120086233813888	up	no
hsa_circRNA_005704	exonic	C20orf94	0.00789483871501354	0.0522864512427446	up	no
hsa_circRNA_406761	sense overlapping	FKBP5	0.193849202755531	0.149094072037303	up	no
hsa_circRNA_407027	exonic	RHEB	0.157410066353131	0.0775607423692977	up	no
hsa_circRNA_100929	exonic	EED	0.0712221919217477	0.123851640967086	up	no
hsa_circRNA_092545	exonic	HERC5	0.241343233605749	0.0799937710402968	up	no
hsa_circRNA_104391	exonic	POM121	0.0705409758424565	0.105775577321291	up	no
hsa_circRNA_404980	exonic	ITPR2	0.12132115815069	0.0672700456797042	up	no
hsa_circRNA_101102	exonic	RAB3IP	0.092578986016116	0.0285554604530527	up	no
hsa_circRNA_103054	exonic	NDRG3	0.182732963417176	0.0527806198814028	up	no
hsa_circRNA_403286	exonic	TRIP13	0.103788098485466	0.0777115509668493	up	no
hsa_circRNA_405339	exonic	ATP8B4	0.119265973430119	0.0764541131812004	up	no
hsa_circRNA_406961	intronic	PTPN12	0.310007035748537	0.014171590908711	up	no
hsa_circRNA_003615	exonic	ALG8	0.0733540773783677	0.0841024826368948	up	no
hsa_circRNA_077760	exonic	SERINC1	0.224038966309395	0.042561384278082	up	no
hsa_circRNA_003661	exonic	ANKRD42	0.101320568040489	0.115171329982372	up	no
hsa_circRNA_003234	exonic	BTBD10	0.154005331894096	0.0811035137279936	up	no
hsa_circRNA_001480	exonic	NNT	0.196812437967038	0.0991523269782449	up	no
hsa_circRNA_104365	exonic	ADCY1	0.0545025481726467	0.0683545525550036	up	no
hsa_circRNA_006499	exonic	GIN1	0.169068671153848	0.048783945190863	up	no
hsa_circRNA_016598	exonic	CNIH3	0.380103689920542	0.0481211929513925	up	no
hsa_circRNA_102036	exonic	ZNF207	0.187430192506106	0.0962032683738073	up	no
hsa_circRNA_102903	exonic	C2orf67	0.08844715958558	0.0827100656637336	up	no
hsa_circRNA_400678	exonic	FANK1	0.211048968816175	0.0355474491168053	up	no
hsa_circRNA_055708	exonic	FAM178B	0.436297616296938	-0.00479888288176871	down	no
hsa_circRNA_065768	exonic	RBM6	0.368202054163321	0.0417747704431382	up	no
hsa_circRNA_054469	exonic	MSH2	0.0556106934933804	0.170470644752051	up	no
hsa_circRNA_406821	exonic	ARMC2	0.153906123856342	0.0634373201745112	up	no
hsa_circRNA_000917	exonic	GATAD2A	0.0492089514060203	0.0631974614642099	up	no
hsa_circRNA_406750	intronic	FLOT1	0.0894153397007534	0.099785088118092	up	no
hsa_circRNA_102783	exonic	NCAPH	0.0547819293153608	0.0691457537305513	up	no
hsa_circRNA_004097	sense overlapping	SYT15	0.151374006508921	0.0707378310034905	up	no
hsa_circRNA_100190	exonic	FOXJ3	0.0925796588005708	0.0853028455746036	up	no
hsa_circRNA_091053	exonic	RPS4X	0.00327380695825759	0.0566430441456425	up	no
hsa_circRNA_091412	exonic	SEPT6	0.0492594382628351	0.0540798916179503	up	no
hsa_circRNA_406457	antisense	SEPSECS-AS1	0.297222065129006	0.027082503069278	up	no
hsa_circRNA_058992	exonic	PPP1R7	0.062830887805611	0.112898118392187	up	no
hsa_circRNA_000028	intronic	FOXP1	0.172980198733747	0.0669467896306131	up	no
hsa_circRNA_403615	exonic	SUPT3H	0.346236539575369	0.0415961494308167	up	no
hsa_circRNA_401099	exonic	SBNO1	0.0727581583304764	0.0905852243033055	up	no
hsa_circRNA_004564	exonic	RAPH1	0.183892266783032	0.0698785217217616	up	no
hsa_circRNA_101760	exonic	EARS2	0.25918173126112	0.027794665668465	up	no
hsa_circRNA_001705	exonic	TNS3	0.312015978163483	0.0261845829018732	up	no
hsa_circRNA_404761	exonic	MYPN	0.302006991720636	0.0206144551979198	up	no
hsa_circRNA_102973	exonic	FARP2	0.190193907521834	0.0558899529107888	up	no
hsa_circRNA_023948	exonic	EED	0.22505121590758	0.0495893732545032	up	no
hsa_circRNA_013729	exonic	MAN1A2	0.209067521294493	0.161331563548718	up	no
hsa_circRNA_043108	exonic	SLFN5	0.172647592134881	0.152543137280892	up	no
hsa_circRNA_101254	exonic	ELF1	0.0674265253213354	0.123579441345575	up	no
hsa_circRNA_015816	exonic	NR5A2	0.193668065544082	0.0368713599531263	up	no
hsa_circRNA_407259	exonic	CSF2RA	0.116649492984855	0.121661026847064	up	no
hsa_circRNA_004950	exonic	PAK2	0.233976183696631	0.0885212723017682	up	no
hsa_circRNA_004752	sense overlapping	C1orf50	0.0805007802222167	0.11539341870207	up	no
hsa_circRNA_001913	exonic	SH3KBP1	0.0921061744476467	0.247048183197736	up	no
hsa_circRNA_405819	intronic	ZNF587	0.168945563588129	0.144492272983979	up	no
hsa_circRNA_103116	exonic	BACH1	0.261198172253279	0.103805875734222	up	no
hsa_circRNA_407020	exonic	BRAF	0.150989643172056	0.0614949549522477	up	no
hsa_circRNA_101868	exonic	IST1	0.187593423542093	0.13219730916859	up	no
hsa_circRNA_013128	exonic	CDC7	0.223567730164141	0.0704444822160475	up	no
hsa_circRNA_404790	exonic	TNKS2	0.128431841857623	0.261093736032892	up	no
hsa_circRNA_051241	exonic	RPS19	0.229427399797521	0.0532098189610617	up	no
hsa_circRNA_104749	exonic	KIAA1797	0.404445118532255	0.0266787530641807	up	no
hsa_circRNA_101961	exonic	SCIMP	0.275165161162892	0.0317565961194867	up	no
hsa_circRNA_403150	exonic	CCNI	0.154166891967271	0.164704970603701	up	no
hsa_circRNA_104111	exonic	PEX6	0.153838022078819	0.0472524816476264	up	no
hsa_circRNA_103003	exonic	SEC23B	0.479647301531487	-0.00303350114755956	down	no
hsa_circRNA_406012	exonic	ANKRD44	0.129397342061559	0.137633007236506	up	no
hsa_circRNA_001646	exonic	UTRN	0.175803575610951	0.157437708606542	up	no
hsa_circRNA_008640	exonic	CCT4	0.254866555827662	0.0769163413998114	up	no
hsa_circRNA_401230	exonic	SNX6	0.283232823493598	0.0219137270642703	up	no
hsa_circRNA_008629	sense overlapping	STAMBPL1	0.100838668348705	0.0900268478051293	up	no
hsa_circRNA_407153	exonic	UHRF2	0.230439318018971	0.0911728822600981	up	no
hsa_circRNA_029352	exonic	UBC	0.199790423448379	0.0689016068030542	up	no
hsa_circRNA_402130	exonic	TULP2	0.114749481202826	0.084531964431726	up	no
hsa_circRNA_402372	exonic	MCM6	0.140063807166827	0.109663030062085	up	no
hsa_circRNA_102161	exonic	TANC2	0.0848781492863965	0.0645353759844118	up	no
hsa_circRNA_100404	exonic	RFWD2	0.00140735635804735	0.0707049048663789	up	no
hsa_circRNA_042688	exonic	RAB34	0.134261887690122	0.0329756827292224	up	no
hsa_circRNA_008564	exonic	SLC25A16	0.180888056481451	0.0645800563515062	up	no
hsa_circRNA_006482	exonic	CBFB	0.0424177056920188	0.131887596563628	up	no
hsa_circRNA_038416	exonic	LOC100271836	0.169449952241402	0.0970474262292324	up	no
hsa_circRNA_400038	intronic	SEC14L1	0.344387347185965	0.0352757603485431	up	no
hsa_circRNA_406042	intronic	PIKFYVE	0.0389439905037858	0.0436645010548314	up	no
hsa_circRNA_407269	exonic	ZRSR2	0.319351453042772	0.0384866714430384	up	no
hsa_circRNA_102855	exonic	PDK1	0.242620836774896	0.0475483981785561	up	no
hsa_circRNA_070397	exonic	NUDT9	0.324780155380522	0.0538597133111488	up	no
hsa_circRNA_100217	exonic	FAF1	0.0430888220141332	0.119035059231215	up	no
hsa_circRNA_005433	exonic	TCONS_l2_00020705	0.174622051560579	0.105043907891361	up	no
hsa_circRNA_102786	exonic	REV1	0.228247984123186	0.0727380447728768	up	no
hsa_circRNA_059550	exonic	RIN2	0.32725012864362	-0.0212747985252596	down	no
hsa_circRNA_002850	exonic	ATE1	0.140546003488476	0.092868642810625	up	no
hsa_circRNA_103320	exonic	CLASP2	0.0931418247544261	0.141673694251988	up	no
hsa_circRNA_011717	exonic	C1orf122	0.168660510316536	0.0401520741073233	up	no
hsa_circRNA_103687	exonic	PTPN13	0.0736551457786578	0.142144729527993	up	no
hsa_circRNA_077417	exonic	FBXL4	0.0778755471726092	0.118551937946899	up	no
hsa_circRNA_000242	antisense	SRGN	0.0993792814845938	0.0639412794908879	up	no
hsa_circRNA_104083	exonic	LINC00340	0.0734169590146516	0.0786486960337403	up	no
hsa_circRNA_008025	intronic	None	0.276943284002475	0.105439802388829	up	no
hsa_circRNA_104317	exonic	ISPD	0.0660634671470403	0.130333768495006	up	no
hsa_circRNA_100226	exonic	EPS15	0.200249542944576	0.0676226388581786	up	no
hsa_circRNA_404525	exonic	MIER1	0.208518228261114	0.0568229167108352	up	no
hsa_circRNA_406916	intronic	KLHL7	0.0937022145199348	0.0739487191139478	up	no
hsa_circRNA_402784	exonic	SYN2	0.146855717241678	0.0409586076789064	up	no
hsa_circRNA_008417	exonic	MCTP1	0.243170900979155	-0.071552288589615	down	no
hsa_circRNA_058197	exonic	IGFBP5	0.43310346570456	-0.00503744069161396	down	no
hsa_circRNA_008757	exonic	USO1	0.0367946669580132	0.143210032661026	up	no
hsa_circRNA_092420	exonic	SNX1	0.0308026934899044	0.0767154084401649	up	no
hsa_circRNA_025597	exonic	LDHB	0.0678881893035344	0.0377885608893998	up	no
hsa_circRNA_103010	exonic	ABHD12	0.174193955211999	0.046625212091902	up	no
hsa_circRNA_406822	exonic	ARMC2	0.352132483116486	0.0786675919582937	up	no
hsa_circRNA_407331	intronic	ENOX2	0.089888717371354	0.0226639846359438	up	no
hsa_circRNA_104981	exonic	MID1	0.424728256055338	0.0107618298554454	up	no
hsa_circRNA_044796	exonic	RAD51C	0.0721327331079753	0.0833372058187826	up	no
hsa_circRNA_100274	exonic	EVI5	0.235807191449678	0.0761963924981627	up	no
hsa_circRNA_000412	exonic	XRCC6BP1	0.122787493215015	0.0894395562545213	up	no
hsa_circRNA_405499	exonic	GCSH	0.130252160026971	0.154060575514819	up	no
hsa_circRNA_404569	exonic	DCLRE1B	0.179396064691848	0.0636690798693773	up	no
hsa_circRNA_104273	exonic	PSMB1	0.178630518775267	0.0816465004358673	up	no
hsa_circRNA_083957	exonic	ASH2L	0.201632301708697	0.0878220215289221	up	no
hsa_circRNA_406999	sense overlapping	ANKRD7	0.0838500576030879	0.0585721668126918	up	no
hsa_circRNA_400718	exonic	PIK3C2A	0.171438445384832	0.112759181206709	up	no
hsa_circRNA_047274	exonic	TTC39C	0.0682331066107206	0.119201605860342	up	no
hsa_circRNA_403356	exonic	GFM2	0.189105398785337	0.0819041043830981	up	no
hsa_circRNA_101403	exonic	MLH3	0.165518513498276	0.109563875041346	up	no
hsa_circRNA_103912	exonic	FLJ42709	0.149195342580676	0.0527907532918791	up	no
hsa_circRNA_405123	exonic	CENPJ	0.198329538843071	0.056281450548733	up	no
hsa_circRNA_405091	exonic	RSRC2	0.169929363506855	0.0917703733556454	up	no
hsa_circRNA_102510	exonic	LSM14A	0.260359711958782	0.0654599874872582	up	no
hsa_circRNA_104807	exonic	UBQLN1	0.231181403398308	0.105114715248416	up	no
hsa_circRNA_005606	exonic	CRAMP1L	0.207997774639044	0.0529072500139319	up	no
hsa_circRNA_104167	exonic	ATG5	0.285969686562205	0.130430075066396	up	no
hsa_circRNA_406817	exonic	HACE1	0.0162864591060535	0.101798933100037	up	no
hsa_circRNA_101891	exonic	CRISPLD2	0.254191646596482	0.0253724799565035	up	no
hsa_circRNA_407041	sense overlapping	MSR1	0.0183781240890047	0.0549268024159006	up	no
hsa_circRNA_092389	exonic	BBS1	0.127270237801683	0.0384961539933358	up	no
hsa_circRNA_000110	exonic	PTPN22	0.0828752468789897	0.0915592946239553	up	no
hsa_circRNA_007278	intronic	PPARG	0.0425292915112533	0.0612294126132484	up	no
hsa_circRNA_405570	intronic	TADA2A	0.164468100398405	0.0425523506854637	up	no
hsa_circRNA_405130	sense overlapping	STARD13	0.118923192562563	0.112577645263462	up	no
hsa_circRNA_057753	exonic	ALS2CR12	0.152560845087887	0.0311354089254941	up	no
hsa_circRNA_102034	exonic	RHOT1	0.1647551487028	0.0522915273937347	up	no
hsa_circRNA_104072	exonic	NUP153	0.178789723632744	0.0723692651653122	up	no
hsa_circRNA_102806	exonic	SLC35F5	0.172239605701016	0.0939045028683311	up	no
hsa_circRNA_406488	exonic	NAAA	0.145318483510927	0.167973368833502	up	no
hsa_circRNA_030067	exonic	NAA16	0.147225788493387	0.134165370046681	up	no
hsa_circRNA_030069	exonic	NAA16	0.136035727807467	0.103749437538362	up	no
hsa_circRNA_100642	exonic	PTEN	0.330661526720345	0.0579233976157098	up	no
hsa_circRNA_405138	exonic	EPSTI1	0.482055084809099	-0.00545527108257266	down	no
hsa_circRNA_407107	intronic	STK3	0.414360374292659	0.00811789022217946	up	no
hsa_circRNA_405879	exonic	CLHC1	0.0173991889362789	0.0866371284272168	up	no
hsa_circRNA_103122	exonic	DONSON	0.138399654193157	0.0497146430580919	up	no
hsa_circRNA_103043	exonic	RBM39	0.17590733958536	0.0888769950194061	up	no
hsa_circRNA_008584	intronic	PTPRM	0.449005314941777	0.0136253211690781	up	no
hsa_circRNA_103317	exonic	UBP1	0.196931314564969	0.0920911621048628	up	no
hsa_circRNA_024295	exonic	DLAT	0.0323982702070031	0.11044232465141	up	no
hsa_circRNA_405016	exonic	SRGAP1	0.378293352521748	0.0208074406623037	up	no
hsa_circRNA_100688	exonic	ATRNL1	0.200549474337654	0.0294549793382756	up	no
hsa_circRNA_000483	exonic	SETDB2	0.0713922246819369	0.0650626457560618	up	no
hsa_circRNA_406747	exonic	LRRC16A	0.487532681372522	0.00231008247807404	up	no
hsa_circRNA_101363	exonic	HIF1A	0.175239752565575	0.242384482751207	up	no
hsa_circRNA_045234	exonic	DDX42	0.149170558785888	0.0579160147313348	up	no
hsa_circRNA_405815	sense overlapping	VN1R1	0.103690958459959	0.0573212217757938	up	no
hsa_circRNA_003233	exonic	ADAM17	0.0941347959401619	0.107752498740162	up	no
hsa_circRNA_405899	intronic	MDH1	0.0666809658934219	0.0579919469776867	up	no
hsa_circRNA_102658	exonic	MEMO1	0.135572781594444	0.0779242423281223	up	no
hsa_circRNA_001066	sense overlapping	ARIH1	0.194550421904664	0.0760422944651428	up	no
hsa_circRNA_102117	exonic	ZNF652	0.0692333752695096	0.0727067478266271	up	no
hsa_circRNA_103816	exonic	NUP155	0.107966629783633	0.0568402770323014	up	no
hsa_circRNA_101010	exonic	PHC1	0.471874521050782	-0.0028249454815765	down	no
hsa_circRNA_100033	exonic	RERE	0.201217039733144	0.0432430461262739	up	no
hsa_circRNA_100995	exonic	NCAPD3	0.216395796325581	0.103613699302563	up	no
hsa_circRNA_007444	exonic	RHOBTB3	0.139094163590421	0.0863413435104748	up	no
hsa_circRNA_004466	exonic	MAPKAPK5	0.260950700468242	0.0331649387439481	up	no
hsa_circRNA_401899	exonic	HGS	0.307377586557199	0.0474912033696757	up	no
hsa_circRNA_000025	exonic	EIF4G3	0.0836523808523934	0.0585980803376313	up	no
hsa_circRNA_405492	exonic	AC004158.2	0.196692916209332	0.0438579395464675	up	no
hsa_circRNA_104785	exonic	CNTNAP3	0.247232637325881	0.0404286570556082	up	no
hsa_circRNA_034804	exonic	GANC	0.350730820921025	0.0349310814828869	up	no
hsa_circRNA_102047	exonic	ACACA	0.154313501893651	0.0828701465437883	up	no
hsa_circRNA_406466	exonic	PDS5A	0.17447958151628	0.125522073810714	up	no
hsa_circRNA_104571	exonic	DOCK5	0.0817717291457945	0.0717617577910705	up	no
hsa_circRNA_004187	exonic	SPTLC2	0.191154898564949	0.0982044833610553	up	no
hsa_circRNA_104899	exonic	PAPPA	0.0593511032735116	0.14836091711053	up	no
hsa_circRNA_068293	exonic	AP2M1	0.0845135124335324	0.0573528085519522	up	no
hsa_circRNA_404778	sense overlapping	ADK	0.0958521323117692	0.0595078105826361	up	no
hsa_circRNA_406697	exonic	RBM22	0.437730586136519	0.0180982220927962	up	no
hsa_circRNA_103350	exonic	SCAP	0.0676631218878342	0.081150201086821	up	no
hsa_circRNA_008913	exonic	ADAT1	0.121451733977008	0.0309202920405566	up	no
hsa_circRNA_004070	exonic	LRRC41	0.0658370549453672	0.0402250019607142	up	no
hsa_circRNA_008805	exonic	ARHGAP23	0.161695999040109	0.0962089725299205	up	no
hsa_circRNA_104493	exonic	MKLN1	0.346415346857001	0.0380670797740199	up	no
hsa_circRNA_031939	exonic	TXNDC16	0.189205307302928	0.0775607423692976	up	no
hsa_circRNA_067864	exonic	PDCD10	0.0311928754238974	0.0958869395504775	up	no
hsa_circRNA_071374	exonic	KLHL2	0.236708366297965	0.0645593927722062	up	no
hsa_circRNA_102109	exonic	KPNB1	0.125346620957369	0.179210968181881	up	no
hsa_circRNA_000804	exonic	ACOX1	0.0811005418202039	0.126899437373828	up	no
hsa_circRNA_002375	exonic	KITLG	0.00248198139049662	0.29104577475738	up	yes
hsa_circRNA_072915	exonic	TNPO1	0.123194612267085	0.120352691016703	up	no
hsa_circRNA_006409	exonic	FAM178A	0.0872125045420346	0.120742622014692	up	no
hsa_circRNA_005874	exonic	USPL1	0.0950254214843232	0.0913975883697493	up	no
hsa_circRNA_405165	exonic	ABCC4	0.147868210236183	0.100931286940981	up	no
hsa_circRNA_407252	exonic	REXO4	0.201464545819026	0.0631173144770246	up	no
hsa_circRNA_404233	exonic	IKBKAP	0.142177960413275	0.0517335184964439	up	no
hsa_circRNA_403961	exonic	EZH2	0.0637299418543052	0.160469914224685	up	no
hsa_circRNA_057073	exonic	HAT1	0.129670398284832	0.105104491623328	up	no
hsa_circRNA_101372	exonic	RDH11	0.0714399628267748	0.046620041950273	up	no
hsa_circRNA_102772	exonic	KCMF1	0.10860220962751	0.129251076798324	up	no
hsa_circRNA_092527	antisense	WDR6	0.337715990537712	0.0125891273080206	up	no
hsa_circRNA_405691	exonic	TCF4	0.0635189917315587	0.0665357205209804	up	no
hsa_circRNA_000175	exonic	ELK4	0.193480932995683	0.134775094817732	up	no
hsa_circRNA_026232	exonic	LARP4	0.260648472058717	0.0666505450884966	up	no
hsa_circRNA_101387	exonic	PCNX	0.155347775669128	0.0573253398139585	up	no
hsa_circRNA_405555	intronic	RP11-192H23.4	0.205833605869775	0.0393928605260067	up	no
hsa_circRNA_067100	exonic	ZNF148	0.17824034623766	0.109707829838613	up	no
hsa_circRNA_104798	exonic	TLE4	0.389744243901299	0.0358817111120872	up	no
hsa_circRNA_101866	exonic	AP1G1	0.131131418887666	0.110791085547008	up	no
hsa_circRNA_407313	intergenic		0.209965849320008	0.0497556268014307	up	no
hsa_circRNA_100785	exonic	CAPRIN1	0.166491030669728	0.197669511149314	up	no
hsa_circRNA_407173	antisense	RMRP	0.161747811405017	0.0894481997908318	up	no
hsa_circRNA_104233	exonic	SCAF8	0.19055190553729	0.123763378700365	up	no
hsa_circRNA_077544	exonic	PDSS2	0.213175095075988	0.0740471300485522	up	no
hsa_circRNA_100826	exonic	VWCE	0.0411523589354402	0.0560694361715407	up	no
hsa_circRNA_047820	exonic	ZNF532	0.216519466128309	0.0914086722587796	up	no
hsa_circRNA_406688	intronic	AC005592.2	0.141788698363604	0.0290023944857457	up	no
hsa_circRNA_001508	exonic	MSH3	0.348233955178786	0.0328740398366203	up	no
hsa_circRNA_018225	exonic	LOC399744	0.156240818056116	0.0976034050902684	up	no
hsa_circRNA_000603	exonic	TEX9	0.302636723018974	0.042240916837838	up	no
hsa_circRNA_404718	exonic	DHTKD1	0.0197430431293561	0.100492898825064	up	no
hsa_circRNA_000234	exonic	CUL2	0.138832752489385	0.103359723792328	up	no
hsa_circRNA_406746	intronic	CDKAL1	0.187335576544025	0.0904181958407542	up	no
hsa_circRNA_402458	exonic	CCNYL1	0.0409977254710652	0.130659862498529	up	no
hsa_circRNA_406802	intergenic		0.266656494090755	0.0505563734424438	up	no
hsa_circRNA_404062	exonic	STAU2	0.0560309202948075	0.161905547996326	up	no
hsa_circRNA_401911	exonic	NDUFV2	0.0922134102027983	0.116954651225837	up	no
hsa_circRNA_088200	exonic	TNC	0.0230946052352702	0.633829015568668	up	yes
hsa_circRNA_059880	exonic	ZNF341	0.0928859480484516	0.0432775724337584	up	no
hsa_circRNA_008046	exonic	SCFD1	0.057729076028674	0.12387298274364	up	no
hsa_circRNA_406479	antisense	PDGFRA	0.228732679932694	0.0445059205823681	up	no
hsa_circRNA_020596	exonic	None	0.218219148716557	0.0818845481754215	up	no
hsa_circRNA_003163	sense overlapping	TCONS_l2_00001808	0.292311983618445	0.0578714000310379	up	no
hsa_circRNA_092375	intronic	TCONS_l2_00001804	0.251590737383049	0.0638877315334303	up	no
hsa_circRNA_042451	exonic	USP22	0.128994539151611	0.124211883749258	up	no
hsa_circRNA_407104	exonic	INTS8	0.139659045847128	0.0759761061724134	up	no
hsa_circRNA_101851	exonic	SNTB2	0.161340043716212	0.111119387820096	up	no
hsa_circRNA_100283	exonic	GCLM	0.0934134331132053	0.11619199903478	up	no
hsa_circRNA_077893	exonic	TBPL1	0.155315621634085	0.0871501757189002	up	no
hsa_circRNA_028319	exonic	TMEM116	0.343986877336524	0.0385829953161997	up	no
hsa_circRNA_019548	exonic	SEMA4G	0.270499182945585	0.0949755132308567	up	no
hsa_circRNA_092490	exonic	EPB41L5	0.057529099246719	0.104169678695457	up	no
hsa_circRNA_006314	exonic	ARIH1	0.184887311597292	0.0621873504146363	up	no
hsa_circRNA_101277	exonic	LMO7	0.0842108050760431	0.0899051114393979	up	no
hsa_circRNA_007209	exonic	ZFAT	0.0709177779349931	0.12709619003621	up	no
hsa_circRNA_405028	exonic	TRHDE	0.219836959468357	0.0721951251869588	up	no
hsa_circRNA_400081	intronic	RPS3A	0.134656070432764	0.048848567537817	up	no
hsa_circRNA_037977	exonic	BFAR	0.20207043221013	0.129706628339957	up	no
hsa_circRNA_404886	exonic	PTPRJ	0.272298100507105	0.0349956607052297	up	no
hsa_circRNA_401419	exonic	CGNL1	0.118432581764356	0.0723085180027214	up	no
hsa_circRNA_069847	exonic	SRP72	0.0836384273638936	0.140305597097832	up	no
hsa_circRNA_009554	exonic	PARK7	0.0974358229369364	0.0725506671486117	up	no
hsa_circRNA_405317	sense overlapping	CASC5	0.344630264371215	0.0316328478690688	up	no
hsa_circRNA_104304	exonic	DAGLB	0.20647243319371	0.0373817276213321	up	no
hsa_circRNA_407257	intronic	NDOR1	0.297429755632138	0.0427850405573723	up	no
hsa_circRNA_029998	exonic	CCDC169-SOHLH2	0.226738337142297	0.221173855180766	up	no
hsa_circRNA_062993	exonic	TIMP3	0.213134494435575	0.0791812460476248	up	no
hsa_circRNA_404684	sense overlapping	GGPS1	0.0672271201332251	0.191016936985577	up	no
hsa_circRNA_104479	exonic	TNPO3	0.133059985240497	0.0844495406228664	up	no
hsa_circRNA_079518	exonic	SNX13	0.196638937480104	0.0503961940130829	up	no
hsa_circRNA_104736	exonic	BNC2	0.282421337197054	0.0156754874100704	up	no
hsa_circRNA_030788	exonic	NALCN	0.224056331754375	0.0420613450007114	up	no
hsa_circRNA_100423	exonic	NEK7	0.315489018076741	0.0166835613102702	up	no
hsa_circRNA_405952	sense overlapping	CLASP1	0.334898409839507	0.062020901489304	up	no
hsa_circRNA_404635	sense overlapping	LINC01031	0.26572650429818	0.0534203839032034	up	no
hsa_circRNA_404693	exonic	SDCCAG8	0.313312854858092	0.060064955600552	up	no
hsa_circRNA_100752	exonic	OR51B5	0.222828099177661	0.0311579819903867	up	no
hsa_circRNA_009110	exonic	ESCO1	0.0602449361933699	0.131569315507313	up	no
hsa_circRNA_103894	exonic	HMGCR	0.177231828102656	0.26852928937021	up	no
hsa_circRNA_100279	exonic	RPL5	0.141258028638939	0.144955850130187	up	no
hsa_circRNA_406007	exonic	ANKAR	0.443936076259171	-0.00366138891371786	down	no
hsa_circRNA_102862	exonic	LOC100506866	0.144944221658245	0.0371815803826249	up	no
hsa_circRNA_000982	exonic	LOC375190	0.283720215578517	0.127362712102269	up	no
hsa_circRNA_092585	exonic	STRBP	0.0746442538609802	0.0496260024859087	up	no
hsa_circRNA_402346	exonic	TTL	0.212097314620478	0.0295010285247237	up	no
hsa_circRNA_063878	exonic	MOV10L1	0.0858735483418162	0.160696931565418	up	no
hsa_circRNA_035484	exonic	CCNB2	0.207244881686421	0.0302239826058733	up	no
hsa_circRNA_070520	exonic	SLC39A8	0.0179221955474591	0.142619379630303	up	no
hsa_circRNA_061372	exonic	CCT8	0.175243047167158	0.110071459066027	up	no
hsa_circRNA_406427	exonic	LRCH3	0.130938325466552	0.136073768404184	up	no
hsa_circRNA_101235	exonic	PARP4	0.11322591383533	0.146488595667319	up	no
hsa_circRNA_103642	exonic	FIP1L1	0.138602200187168	0.126972703820597	up	no
hsa_circRNA_406076	exonic	LOC728323	0.112383523717492	0.122532666842421	up	no
hsa_circRNA_007658	exonic	MELK	0.140238425344234	0.0763029136841877	up	no
hsa_circRNA_007021	intronic	HIVEP2	0.103013002386572	0.07723373389662	up	no
hsa_circRNA_100424	exonic	NAV1	0.0673116269432507	0.0807077660090973	up	no
hsa_circRNA_001483	exonic	DHX29	0.424935915553421	0.00833604252652772	up	no
hsa_circRNA_009725	exonic	PGD	0.333415944629511	0.022802847780821	up	no
hsa_circRNA_402193	exonic	LCLAT1	0.0357510173059038	0.12795258966053	up	no
hsa_circRNA_063981	exonic	SBF1	0.497803950059028	0.000388797950713365	up	no
hsa_circRNA_004926	exonic	TCFL5	0.0964535883268057	0.0690663374291974	up	no
hsa_circRNA_100118	exonic	EYA3	0.0564854723621034	0.0382179178021791	up	no
hsa_circRNA_102532	exonic	UBA2	0.157588003521337	0.134255190008099	up	no
hsa_circRNA_102525	exonic	UBA2	0.119025108419234	0.132828696467211	up	no
hsa_circRNA_103158	exonic	CLTCL1	0.452553943874584	-0.0133434299668228	down	no
hsa_circRNA_405663	exonic	ANKRD30B	0.5	0	down	no
hsa_circRNA_103169	exonic	YPEL1	0.43999334156529	-0.00669876234870227	down	no
hsa_circRNA_055999	exonic	CCDC138	0.40335365340189	0.0217192496932363	up	no
hsa_circRNA_406708	sense overlapping	RARS	0.0975024994178307	0.0889410833367811	up	no
hsa_circRNA_004889	intronic	TCF12	0.00198196170982501	0.04430230973425	up	no
hsa_circRNA_001767	exonic	ZNF425	0.102772842080297	0.0601872059833165	up	no
