feature_id	display_label	log2_fold_change	raw_p_value	BH_FDR	nominal_discovery	FDR_significant	direction	biologically_prioritized	experimentally_evaluated	candidate_highlight	candidate_highlight_reason	threshold_interpretation
hsa-miR-181a-3p	hsa-miR-181a-3p	-0.440069093890384	0.126267033466868	0.71519809890531	FALSE	FALSE	down	FALSE	FALSE	FALSE		not nominally significant
hsa-miR-4286	hsa-miR-4286	0.62858843537133	0.459867177838437	0.747659872466087	FALSE	FALSE	up	FALSE	FALSE	FALSE		not nominally significant
hsa-miR-1247-5p	hsa-miR-1247-5p	-0.952972361435561	0.244422439344028	0.71519809890531	FALSE	FALSE	down	FALSE	FALSE	FALSE		not nominally significant
hsa-miR-454-5p	hsa-miR-454-5p	-0.628089313935129	0.270560042958854	0.71519809890531	FALSE	FALSE	down	FALSE	FALSE	FALSE		not nominally significant
hsa-miR-4485-5p	hsa-miR-4485-5p	0.309380645199211	0.701723405431138	0.887914676632046	FALSE	FALSE	up	FALSE	FALSE	FALSE		not nominally significant
hsa-miR-6827-3p	hsa-miR-6827-3p	1.1285376582008	0.21364644922837	0.71519809890531	FALSE	FALSE	up	FALSE	FALSE	FALSE		not nominally significant
hsa-miR-1973	hsa-miR-1973	-0.281329139517312	0.422649730810374	0.71519809890531	FALSE	FALSE	down	FALSE	FALSE	FALSE		not nominally significant
hsa-miR-132-5p	hsa-miR-132-5p	-0.839778580682242	0.02679529388684	0.71519809890531	TRUE	FALSE	down	FALSE	FALSE	FALSE		nominal P < 0.05 exploratory miRNA screen
hsa-miR-10401-3p	hsa-miR-10401-3p	-0.465634781425865	0.565954713939202	0.816123101984792	FALSE	FALSE	down	FALSE	FALSE	FALSE		not nominally significant
hsa-miR-544b	hsa-miR-544b	1.05924607094666	0.186334429734311	0.71519809890531	FALSE	FALSE	up	FALSE	FALSE	FALSE		not nominally significant
hsa-miR-221-5p	hsa-miR-221-5p	-0.282977009336632	0.483693141422342	0.760307544573824	FALSE	FALSE	down	FALSE	FALSE	FALSE		not nominally significant
hsa-miR-1248	hsa-miR-1248	0.588201951692799	0.47725970690683	0.752572754948171	FALSE	FALSE	up	FALSE	FALSE	FALSE		not nominally significant
hsa-miR-212-5p	hsa-miR-212-5p	-0.303618664871436	0.825460207543081	0.926592940330686	FALSE	FALSE	down	FALSE	FALSE	FALSE		not nominally significant
hsa-miR-1249-3p	hsa-miR-1249-3p	-0.842859330260774	0.422649730810374	0.71519809890531	FALSE	FALSE	down	FALSE	FALSE	FALSE		not nominally significant
hsa-miR-137-5p	hsa-miR-137-5p	0.040776168378722	0.953599986431037	0.975161342753219	FALSE	FALSE	up	FALSE	FALSE	FALSE		not nominally significant
hsa-miR-125b-1-3p	hsa-miR-125b-1-3p	-0.30649767081449	0.439256022367286	0.728944730157316	FALSE	FALSE	down	FALSE	FALSE	FALSE		not nominally significant
hsa-miR-6758-3p	hsa-miR-6758-3p	0			FALSE	FALSE	unchanged	FALSE	FALSE	FALSE		not nominally significant
hsa-miR-766-3p	hsa-miR-766-3p	0.40654107463009	0.422649730810374	0.71519809890531	FALSE	FALSE	up	FALSE	FALSE	FALSE		not nominally significant
hsa-miR-136-5p	hsa-miR-136-5p	0.218598891722366	0.0421635440663498	0.71519809890531	TRUE	FALSE	up	FALSE	FALSE	FALSE		nominal P < 0.05 exploratory miRNA screen
hsa-miR-1307-3p	hsa-miR-1307-3p	-0.510502275330706	0.00940927042506817	0.71519809890531	TRUE	FALSE	down	FALSE	FALSE	FALSE		nominal P < 0.05 exploratory miRNA screen
hsa-miR-130b-5p	hsa-miR-130b-5p	-0.87533651178359	0.220864212183068	0.71519809890531	FALSE	FALSE	down	FALSE	FALSE	FALSE		not nominally significant
hsa-miR-5187-3p	hsa-miR-5187-3p	-0.754193397943312	0.616207581594061	0.843511888970432	FALSE	FALSE	down	FALSE	FALSE	FALSE		not nominally significant
hsa-miR-29a-5p	hsa-miR-29a-5p	-0.100517060706043	0.797602928124081	0.922507172387301	FALSE	FALSE	down	FALSE	FALSE	FALSE		not nominally significant
hsa-miR-17-3p	hsa-miR-17-3p	0.434589776587623	0.0409185843964132	0.71519809890531	TRUE	FALSE	up	FALSE	FALSE	FALSE		nominal P < 0.05 exploratory miRNA screen
hsa-miR-20a-3p	hsa-miR-20a-3p	0.186738882352048	0.525587854542389	0.786405887623574	FALSE	FALSE	up	FALSE	FALSE	FALSE		not nominally significant
hsa-miR-18a-3p	hsa-miR-18a-3p	0.658944412140231	0.433656193831878	0.722115804270884	FALSE	FALSE	up	FALSE	FALSE	FALSE		not nominally significant
hsa-miR-93-3p	hsa-miR-93-3p	0.105655509921865	0.735662403290496	0.900762210036989	FALSE	FALSE	up	FALSE	FALSE	FALSE		not nominally significant
hsa-miR-378i	hsa-miR-378i	-0.620415836478551	0.552744186282663	0.809002632923718	FALSE	FALSE	down	FALSE	FALSE	FALSE		not nominally significant
hsa-miR-422a	hsa-miR-422a	-0.430456773071619	0.422649730810374	0.71519809890531	FALSE	FALSE	down	FALSE	FALSE	FALSE		not nominally significant
hsa-miR-378f	hsa-miR-378f	0			FALSE	FALSE	unchanged	FALSE	FALSE	FALSE		not nominally significant
hsa-miR-378d	hsa-miR-378d	-0.693705237896197	0.620574634022366	0.843511888970432	FALSE	FALSE	down	FALSE	FALSE	FALSE		not nominally significant
hsa-miR-378c	hsa-miR-378c	0			FALSE	FALSE	unchanged	FALSE	FALSE	FALSE		not nominally significant
hsa-miR-378a-3p	hsa-miR-378a-3p	-0.377968548946402	0.0932647891918466	0.71519809890531	FALSE	FALSE	down	FALSE	FALSE	FALSE		not nominally significant
hsa-miR-378e	hsa-miR-378e	-0.444628053934891	0.422649730810374	0.71519809890531	FALSE	FALSE	down	FALSE	FALSE	FALSE		not nominally significant
hsa-miR-3176	hsa-miR-3176	0.485404222313613	0.422649730810374	0.71519809890531	FALSE	FALSE	up	FALSE	FALSE	FALSE		not nominally significant
hsa-miR-664a-5p	hsa-miR-664a-5p	-0.18049021543509	0.825957247164412	0.926592940330686	FALSE	FALSE	down	FALSE	FALSE	FALSE		not nominally significant
hsa-miR-378g	hsa-miR-378g	-0.444628053934891	0.422649730810374	0.71519809890531	FALSE	FALSE	down	FALSE	FALSE	FALSE		not nominally significant
hsa-miR-4667-5p	hsa-miR-4667-5p	-0.444628053934891	0.422649730810374	0.71519809890531	FALSE	FALSE	down	FALSE	FALSE	FALSE		not nominally significant
hsa-miR-643	hsa-miR-643	0.333322730919025	0.640374500192768	0.851835063759096	FALSE	FALSE	up	FALSE	FALSE	FALSE		not nominally significant
hsa-miR-10522-5p	hsa-miR-10522-5p	0.573841848633043	0.422649730810374	0.71519809890531	FALSE	FALSE	up	FALSE	FALSE	FALSE		not nominally significant
hsa-miR-3179	hsa-miR-3179	0			FALSE	FALSE	unchanged	FALSE	FALSE	FALSE		not nominally significant
hsa-miR-548ax	hsa-miR-548ax	0.610616157426391	0.32611324857405	0.71519809890531	FALSE	FALSE	up	FALSE	FALSE	FALSE		not nominally significant
hsa-miR-219b-3p	hsa-miR-219b-3p	0.292512709115732	0.679182974574567	0.873109896255419	FALSE	FALSE	up	FALSE	FALSE	FALSE		not nominally significant
hsa-miR-642a-3p	hsa-miR-642a-3p	0			FALSE	FALSE	unchanged	FALSE	FALSE	FALSE		not nominally significant
hsa-miR-4645-3p	hsa-miR-4645-3p	0.62364792046265	0.422649730810374	0.71519809890531	FALSE	FALSE	up	FALSE	FALSE	FALSE		not nominally significant
hsa-miR-3913-3p	hsa-miR-3913-3p	0.26226044081275	0.766927389613417	0.904138332541883	FALSE	FALSE	up	FALSE	FALSE	FALSE		not nominally significant
hsa-miR-504-5p	hsa-miR-504-5p	0			FALSE	FALSE	unchanged	FALSE	FALSE	FALSE		not nominally significant
hsa-miR-3160-3p	hsa-miR-3160-3p	0			FALSE	FALSE	unchanged	FALSE	FALSE	FALSE		not nominally significant
hsa-miR-27b-5p	hsa-miR-27b-5p	-0.154179378821478	0.636953677975758	0.850696522934066	FALSE	FALSE	down	FALSE	FALSE	FALSE		not nominally significant
hsa-miR-1185-5p	hsa-miR-1185-5p	0.357392710107114	0.53527636276041	0.796256841459516	FALSE	FALSE	up	FALSE	FALSE	FALSE		not nominally significant
hsa-miR-6884-5p	hsa-miR-6884-5p	0.772683242824224	0.422649730810374	0.71519809890531	FALSE	FALSE	up	FALSE	FALSE	FALSE		not nominally significant
hsa-miR-485-5p	hsa-miR-485-5p	-0.937982195050499	0.297676731964172	0.71519809890531	FALSE	FALSE	down	FALSE	FALSE	FALSE		not nominally significant
hsa-miR-4458	hsa-miR-4458	0.52273057243827	0.489053884318122	0.76270942773751	FALSE	FALSE	up	FALSE	FALSE	FALSE		not nominally significant
hsa-let-7d-5p	hsa-let-7d-5p	-0.315867433215377	0.0247632459887237	0.71519809890531	TRUE	FALSE	down	FALSE	FALSE	FALSE		nominal P < 0.05 exploratory miRNA screen
hsa-miR-655-5p	hsa-miR-655-5p	-0.444628053934891	0.422649730810374	0.71519809890531	FALSE	FALSE	down	FALSE	FALSE	FALSE		not nominally significant
hsa-miR-377-5p	hsa-miR-377-5p	1.03391575755738	0.455150200824793	0.741633049444041	FALSE	FALSE	up	FALSE	FALSE	FALSE		not nominally significant
hsa-miR-4785	hsa-miR-4785	-0.902280404759753	0.183588470583717	0.71519809890531	FALSE	FALSE	down	FALSE	FALSE	FALSE		not nominally significant
hsa-miR-4424	hsa-miR-4424	-0.430456773071619	0.422649730810374	0.71519809890531	FALSE	FALSE	down	FALSE	FALSE	FALSE		not nominally significant
hsa-miR-219a-1-3p	hsa-miR-219a-1-3p	0.610616157426391	0.32611324857405	0.71519809890531	FALSE	FALSE	up	FALSE	FALSE	FALSE		not nominally significant
hsa-miR-3145-3p	hsa-miR-3145-3p	-0.281329139517312	0.422649730810374	0.71519809890531	FALSE	FALSE	down	FALSE	FALSE	FALSE		not nominally significant
hsa-miR-369-5p	hsa-miR-369-5p	-0.600642082783742	0.201878954294957	0.71519809890531	FALSE	FALSE	down	FALSE	FALSE	FALSE		not nominally significant
hsa-miR-219b-5p	hsa-miR-219b-5p	0.308739701344883	0.734287239798	0.900762210036989	FALSE	FALSE	up	FALSE	FALSE	FALSE		not nominally significant
hsa-miR-107	hsa-miR-107	-0.0624206388850652	0.666276555203633	0.87000678796275	FALSE	FALSE	down	FALSE	FALSE	FALSE		not nominally significant
