PC1	PC2	sample	source_column	condition
-83.4442708212001	31.3531793574602	CPM_co_Vehicle_13	co_Vehicle_13	Vehicle
20.2431840944506	86.1985434634637	CPM_co_Vehicle_14	co_Vehicle_14	Vehicle
-66.151276987391	2.85433992436021	CPM_co_Vehicle_15	co_Vehicle_15	Vehicle
75.7538682324159	-2.60644060993427	CPM_ca_IL4_16	ca_IL4_16	IL4
74.3033972857627	-12.435263290738	CPM_ca_IL4_17	ca_IL4_17	IL4
-20.7049018040375	-105.364358844611	CPM_ca_IL4_18	ca_IL4_18	IL4
