"Name","Chromosome","Region","Identifier","IL4_B_S8_L001 (trimmed, grouped on mature) - Total counts","IL4_B_S8_L001 (trimmed, grouped on mature) - RPKM","IL4_B_S8_L001 (trimmed, grouped on mature) - TPM","IL4_B_S8_L001 (trimmed, grouped on mature) - CPM","IL4_A_S7_L001 (trimmed, grouped on mature) - Total counts","IL4_A_S7_L001 (trimmed, grouped on mature) - RPKM","IL4_A_S7_L001 (trimmed, grouped on mature) - TPM","IL4_A_S7_L001 (trimmed, grouped on mature) - CPM","IL4_C_S9_L001 (trimmed, grouped on mature) - Total counts","IL4_C_S9_L001 (trimmed, grouped on mature) - RPKM","IL4_C_S9_L001 (trimmed, grouped on mature) - TPM","IL4_C_S9_L001 (trimmed, grouped on mature) - CPM","IL13_C_S6_L001 (trimmed, grouped on mature) - Total counts","IL13_C_S6_L001 (trimmed, grouped on mature) - RPKM","IL13_C_S6_L001 (trimmed, grouped on mature) - TPM","IL13_C_S6_L001 (trimmed, grouped on mature) - CPM","IL13_A_S4_L001 (trimmed, grouped on mature) - Total counts","IL13_A_S4_L001 (trimmed, grouped on mature) - RPKM","IL13_A_S4_L001 (trimmed, grouped on mature) - TPM","IL13_A_S4_L001 (trimmed, grouped on mature) - CPM","IL13_B_S5_L001 (trimmed, grouped on mature) - Total counts","IL13_B_S5_L001 (trimmed, grouped on mature) - RPKM","IL13_B_S5_L001 (trimmed, grouped on mature) - TPM","IL13_B_S5_L001 (trimmed, grouped on mature) - CPM","V_A_S1_L001 (trimmed, grouped on mature) - Total counts","V_A_S1_L001 (trimmed, grouped on mature) - RPKM","V_A_S1_L001 (trimmed, grouped on mature) - TPM","V_A_S1_L001 (trimmed, grouped on mature) - CPM","V_B_S2_L001 (trimmed, grouped on mature) - Total counts","V_B_S2_L001 (trimmed, grouped on mature) - RPKM","V_B_S2_L001 (trimmed, grouped on mature) - TPM","V_B_S2_L001 (trimmed, grouped on mature) - CPM","V_C_S3_L001 (trimmed, grouped on mature) - Total counts","V_C_S3_L001 (trimmed, grouped on mature) - RPKM","V_C_S3_L001 (trimmed, grouped on mature) - TPM","V_C_S3_L001 (trimmed, grouped on mature) - CPM"
"hsa-miR-224-3p","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0000301","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0"
"hsa-miR-522-3p","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0003177","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0"
"hsa-miR-3606-3p","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0015996","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0"
"hsa-miR-495-3p","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0003135","6","NaN","NaN","13.7870967825","7","NaN","NaN","9.3020122","1","NaN","NaN","1.74387102","6","NaN","NaN","6.5343131626","10","NaN","NaN","9.9782803737","3","NaN","NaN","3.8510782896","13","NaN","NaN","19.7704568404","9","NaN","NaN","13.0284384004","3","NaN","NaN","2.3850133421"
"hsa-miR-122b-3p","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0017383","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0"
"hsa-miR-543","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0005565","12","NaN","NaN","27.574193565","7","NaN","NaN","9.3020122","6","NaN","NaN","10.4632261198","11","NaN","NaN","11.9795741315","15","NaN","NaN","14.9674205605","20","NaN","NaN","25.6738552639","19","NaN","NaN","28.8952830744","28","NaN","NaN","40.5329194681","22","NaN","NaN","17.4900978417"
"hsa-miR-451a","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0001729","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0"
"hsa-miR-649","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0003664","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0"
"hsa-miR-5583-5p","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0019139","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0"
"hsa-miR-3129-3p","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0014146","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","1","NaN","NaN","0.9978280374","0","NaN","NaN","0","2","NaN","NaN","3.0416087447","1","NaN","NaN","1.4476042667","0","NaN","NaN","0"
"hsa-miR-606","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0003619","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0"
"hsa-miR-618","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0003632","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0"
"hsa-miR-641","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0003656","1","NaN","NaN","2.2978494638","11","NaN","NaN","14.6174477429","8","NaN","NaN","13.9509681597","5","NaN","NaN","5.4452609689","11","NaN","NaN","10.9761084111","5","NaN","NaN","6.418463816","3","NaN","NaN","4.562413117","1","NaN","NaN","1.4476042667","8","NaN","NaN","6.3600355788"
"hsa-miR-3617-5p","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0016007","0","NaN","NaN","0","3","NaN","NaN","3.9865766572","1","NaN","NaN","1.74387102","1","NaN","NaN","1.0890521938","0","NaN","NaN","0","1","NaN","NaN","1.2836927632","1","NaN","NaN","1.5208043723","4","NaN","NaN","5.7904170669","5","NaN","NaN","3.9750222368"
"hsa-miR-3667-5p","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0016068","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0"
"hsa-miR-548ao-3p","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0017871","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0"
"hsa-miR-4432","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0016772","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0"
"hsa-miR-4662a-3p","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0017290","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0"
"hsa-miR-3156-5p","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0014184","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0"
"hsa-miR-4662b","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0017293","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0"
"hsa-miR-10527-5p","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0033674","0","NaN","NaN","0","0","NaN","NaN","0","1","NaN","NaN","1.74387102","1","NaN","NaN","1.0890521938","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","2","NaN","NaN","2.8952085334","0","NaN","NaN","0"
"hsa-miR-498-3p","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0003142","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0"
"hsa-miR-518e-3p","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0003169","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0"
"hsa-miR-320e","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0014234","0","NaN","NaN","0","0","NaN","NaN","0","5","NaN","NaN","8.7193550998","1","NaN","NaN","1.0890521938","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","1","NaN","NaN","0.7950044474"
"hsa-miR-651-3p","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0003666","0","NaN","NaN","0","0","NaN","NaN","0","1","NaN","NaN","1.74387102","4","NaN","NaN","4.3562087751","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0"
"hsa-miR-3173-3p","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0014204","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0"
"hsa-miR-541-5p","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0005539","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0"
"hsa-miR-3910","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0016414","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0"
"hsa-miR-548ba","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0025747","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0"
"hsa-miR-570-5p","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0003577","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0"
"hsa-miR-548ag","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0016793","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0"
"hsa-miR-3974","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0016992","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0"
"hsa-miR-4735-3p","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0017372","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0"
"hsa-miR-562","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0003568","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0"
"hsa-miR-3184-3p","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0014226","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0"
"hsa-miR-519b-3p","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0003151","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0"
"hsa-miR-519a-3p","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0003178","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0"
"hsa-miR-519c-3p","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0003148","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0"
"hsa-miR-372-3p","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0000780","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0"
"hsa-miR-520a-3p","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0003149","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0"
"hsa-miR-520b-3p","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0003155","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0"
"hsa-miR-520c-3p","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0003158","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0"
"hsa-miR-520e-3p","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0003143","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0"
"hsa-miR-520d-3p","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0003164","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0"
"hsa-miR-148a-5p","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0000253","0","NaN","NaN","0","3","NaN","NaN","3.9865766572","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","2","NaN","NaN","2.5673855264","3","NaN","NaN","4.562413117","1","NaN","NaN","1.4476042667","0","NaN","NaN","0"
"hsa-miR-1277-5p","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0006419","1","NaN","NaN","2.2978494638","2","NaN","NaN","2.6577177714","0","NaN","NaN","0","1","NaN","NaN","1.0890521938","3","NaN","NaN","2.9934841121","5","NaN","NaN","6.418463816","3","NaN","NaN","4.562413117","2","NaN","NaN","2.8952085334","6","NaN","NaN","4.7700266841"
"hsa-miR-4517","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0016883","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0"
"hsa-miR-216b-5p","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0005569","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0"
"hsa-miR-4506","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0016869","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0"
"hsa-miR-513b-3p","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0006648","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0"
"hsa-miR-944","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0005769","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0"
"hsa-miR-4760-3p","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0017401","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0"
"hsa-miR-3529-3p","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0017351","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0"
"hsa-miR-338-5p","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0000814","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0"
"hsa-miR-362-3p","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0000762","1","NaN","NaN","2.2978494638","0","NaN","NaN","0","0","NaN","NaN","0","2","NaN","NaN","2.1781043875","0","NaN","NaN","0","2","NaN","NaN","2.5673855264","0","NaN","NaN","0","2","NaN","NaN","2.8952085334","0","NaN","NaN","0"
"hsa-miR-329-3p","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0001725","34","NaN","NaN","78.1268817676","64","NaN","NaN","85.046968686","36","NaN","NaN","62.7793567188","52","NaN","NaN","56.6307140762","56","NaN","NaN","55.8783700927","50","NaN","NaN","64.1846381598","45","NaN","NaN","68.4361967551","87","NaN","NaN","125.9415712043","74","NaN","NaN","58.8303291039"
"hsa-miR-6757-3p","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0022602","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0"
"hsa-miR-552-3p","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0003557","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0"
"hsa-miR-376c-3p","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0000776","236","NaN","NaN","542.2924734459","325","NaN","NaN","431.8791378585","290","NaN","NaN","505.7225957902","379","NaN","NaN","412.7507814402","508","NaN","NaN","506.8966429835","348","NaN","NaN","446.7250815922","259","NaN","NaN","393.8883324348","308","NaN","NaN","445.8621141486","469","NaN","NaN","372.8570858073"
"hsa-miR-499a-3p","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0003183","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0"
"hsa-miR-499b-3p","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0017396","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","1","NaN","NaN","0.9978280374","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0"
"hsa-miR-181c-5p","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0000271","1","NaN","NaN","2.2978494638","2","NaN","NaN","2.6577177714","1","NaN","NaN","1.74387102","6","NaN","NaN","6.5343131626","5","NaN","NaN","4.9891401868","4","NaN","NaN","5.1347710528","1","NaN","NaN","1.5208043723","0","NaN","NaN","0","7","NaN","NaN","5.5650311315"
"hsa-miR-181a-5p","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0000269","144","NaN","NaN","330.8903227806","249","NaN","NaN","330.8858625439","186","NaN","NaN","324.3600097137","326","NaN","NaN","355.0310151702","313","NaN","NaN","312.3201756965","249","NaN","NaN","319.6394980358","277","NaN","NaN","421.2628111368","247","NaN","NaN","357.5582538789","446","NaN","NaN","354.5719835183"
"hsa-miR-181b-5p","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0000270","67","NaN","NaN","153.9559140715","130","NaN","NaN","172.7516551434","83","NaN","NaN","144.7412946572","211","NaN","NaN","229.7900128862","172","NaN","NaN","171.6264224275","137","NaN","NaN","175.8659085578","150","NaN","NaN","228.1206558503","138","NaN","NaN","199.7693888068","238","NaN","NaN","189.2110584694"
"hsa-miR-181d-5p","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0003139","2","NaN","NaN","4.5956989275","10","NaN","NaN","13.2885888572","1","NaN","NaN","1.74387102","16","NaN","NaN","17.4248351004","7","NaN","NaN","6.9847962616","12","NaN","NaN","15.4043131584","15","NaN","NaN","22.812065585","11","NaN","NaN","15.9236469339","18","NaN","NaN","14.3100800523"
"hsa-miR-1255b-2-3p","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0006436","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0"
"hsa-miR-634","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0003649","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0"
"hsa-miR-181c-3p","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0000271","2","NaN","NaN","4.5956989275","9","NaN","NaN","11.9597299715","1","NaN","NaN","1.74387102","16","NaN","NaN","17.4248351004","15","NaN","NaN","14.9674205605","6","NaN","NaN","7.7021565792","12","NaN","NaN","18.249652468","17","NaN","NaN","24.6092725342","10","NaN","NaN","7.9500444735"
"hsa-miR-4482-5p","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0016843","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0"
"hsa-miR-5195-5p","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0018174","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0"
"hsa-miR-100-5p","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0000102","1564","NaN","NaN","3593.836561311","2867","NaN","NaN","3809.8384253545","2066","NaN","NaN","3602.8375272505","3214","NaN","NaN","3500.2137507881","3471","NaN","NaN","3463.461117708","2908","NaN","NaN","3732.9785553738","3000","NaN","NaN","4562.4131170055","2634","NaN","NaN","3812.9896385302","3853","NaN","NaN","3063.1521356411"
"hsa-miR-99a-5p","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0000101","29","NaN","NaN","66.6376344489","58","NaN","NaN","77.0738153717","59","NaN","NaN","102.888390178","52","NaN","NaN","56.6307140762","87","NaN","NaN","86.8110392511","51","NaN","NaN","65.468330923","43","NaN","NaN","65.3945880104","28","NaN","NaN","40.5329194681","60","NaN","NaN","47.700266841"
"hsa-miR-6813-3p","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0022658","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0"
"hsa-miR-521","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0003163","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0"
"hsa-miR-122-3p","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0000442","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0"
