query	significant	p_value	term_size	query_size	intersection_size	precision	recall	term_id	source	term_name	effective_domain_size	source_order	parents
query_1	FALSE	1	10	30	1	0.0333333333333333	0.1	GO:0001958	GO:BP	endochondral ossification	5591	554	GO:0036075;GO:0060350
query_1	FALSE	1	53	30	1	0.0333333333333333	0.0188679245283019	GO:0001959	GO:BP	regulation of cytokine-mediated signaling pathway	5591	555	GO:0009966;GO:0019221;GO:0060759
query_1	FALSE	1	28	30	1	0.0333333333333333	0.0357142857142857	GO:0001960	GO:BP	negative regulation of cytokine-mediated signaling pathway	5591	556	GO:0001959;GO:0009968;GO:0019221;GO:0060761
query_1	FALSE	1	181	30	4	0.133333333333333	0.0220994475138122	GO:0002009	GO:BP	morphogenesis of an epithelium	5591	596	GO:0048729;GO:0060429
query_1	FALSE	1	25	30	1	0.0333333333333333	0.04	GO:0002011	GO:BP	morphogenesis of an epithelial sheet	5591	598	GO:0002009
query_1	FALSE	1	52	30	1	0.0333333333333333	0.0192307692307692	GO:0002040	GO:BP	sprouting angiogenesis	5591	623	GO:0001525
query_1	FALSE	1	25	30	1	0.0333333333333333	0.04	GO:0002042	GO:BP	cell migration involved in sprouting angiogenesis	5591	625	GO:0002040;GO:0043534
query_1	FALSE	1	3	30	1	0.0333333333333333	0.333333333333333	GO:0002051	GO:BP	osteoblast fate commitment	5591	631	GO:0001649;GO:0045165
query_1	FALSE	1	9	30	1	0.0333333333333333	0.111111111111111	GO:0002053	GO:BP	positive regulation of mesenchymal cell proliferation	5591	633	GO:0008284;GO:0010463;GO:0010464
query_1	FALSE	1	48	30	1	0.0333333333333333	0.0208333333333333	GO:0002062	GO:BP	chondrocyte differentiation	5591	634	GO:0030154;GO:0051216
query_1	FALSE	1	10	30	1	0.0333333333333333	0.1	GO:0002063	GO:BP	chondrocyte development	5591	635	GO:0002062;GO:0048468
query_1	FALSE	1	5	30	2	0.0666666666666667	0.4	GO:0002076	GO:BP	osteoblast development	5591	647	GO:0001649;GO:0048468
query_1	FALSE	1	110	30	2	0.0666666666666667	0.0181818181818182	GO:0002218	GO:BP	activation of innate immune response	5591	731	GO:0002253;GO:0045089
query_1	FALSE	1	27	30	1	0.0333333333333333	0.037037037037037	GO:0002220	GO:BP	innate immune response activating cell surface receptor signaling pathway	5591	732	GO:0002429;GO:0002758
query_1	FALSE	1	97	30	1	0.0333333333333333	0.0103092783505155	GO:0002221	GO:BP	pattern recognition receptor signaling pathway	5591	733	GO:0002758
query_1	FALSE	1	9	30	1	0.0333333333333333	0.111111111111111	GO:0002223	GO:BP	stimulatory C-type lectin receptor signaling pathway	5591	735	GO:0002220;GO:1990858
query_1	FALSE	1	27	30	1	0.0333333333333333	0.037037037037037	GO:0002224	GO:BP	toll-like receptor signaling pathway	5591	736	GO:0002221
query_1	FALSE	1	80	30	1	0.0333333333333333	0.0125	GO:0002237	GO:BP	response to molecule of bacterial origin	5591	748	GO:0009617;GO:0043207
query_1	FALSE	1	58	30	1	0.0333333333333333	0.0172413793103448	GO:0002244	GO:BP	hematopoietic progenitor cell differentiation	5591	755	GO:0030097;GO:0030154
query_1	FALSE	1	188	30	2	0.0666666666666667	0.0106382978723404	GO:0002253	GO:BP	activation of immune response	5591	762	GO:0002376;GO:0050778
query_1	FALSE	1	72	30	1	0.0333333333333333	0.0138888888888889	GO:0002262	GO:BP	myeloid cell homeostasis	5591	770	GO:0002376;GO:0048872
query_1	FALSE	1	746	30	7	0.233333333333333	0.00938337801608579	GO:0002376	GO:BP	immune system process	5591	867	GO:0008150
query_1	FALSE	1	99	30	1	0.0333333333333333	0.0101010101010101	GO:0002429	GO:BP	immune response-activating cell surface receptor signaling pathway	5591	911	GO:0002757;GO:0002768
query_1	FALSE	1	77	30	1	0.0333333333333333	0.012987012987013	GO:0002520	GO:BP	immune system development	5591	1000	GO:0002376;GO:0048731
query_1	FALSE	1	221	30	3	0.1	0.0135746606334842	GO:0002521	GO:BP	leukocyte differentiation	5591	1001	GO:0030097;GO:0030154
query_1	FALSE	1	8	30	1	0.0333333333333333	0.125	GO:0002548	GO:BP	monocyte chemotaxis	5591	1023	GO:0030595;GO:0071674;GO:0097529
query_1	FALSE	1	87	30	2	0.0666666666666667	0.0229885057471264	GO:0002573	GO:BP	myeloid leukocyte differentiation	5591	1048	GO:0002521;GO:0030099
query_1	FALSE	1	469	30	4	0.133333333333333	0.00852878464818763	GO:0002682	GO:BP	regulation of immune system process	5591	1154	GO:0002376;GO:0050789
query_1	FALSE	1	144	30	2	0.0666666666666667	0.0138888888888889	GO:0002683	GO:BP	negative regulation of immune system process	5591	1155	GO:0002376;GO:0002682;GO:0048519
query_1	FALSE	1	336	30	3	0.1	0.00892857142857143	GO:0002684	GO:BP	positive regulation of immune system process	5591	1156	GO:0002376;GO:0002682;GO:0048518
query_1	FALSE	1	58	30	2	0.0666666666666667	0.0344827586206897	GO:0002685	GO:BP	regulation of leukocyte migration	5591	1157	GO:0002682;GO:0030334;GO:0050900
query_1	FALSE	1	12	30	1	0.0333333333333333	0.0833333333333333	GO:0002686	GO:BP	negative regulation of leukocyte migration	5591	1158	GO:0002683;GO:0002685;GO:0030336;GO:0050900
query_1	FALSE	1	39	30	1	0.0333333333333333	0.0256410256410256	GO:0002687	GO:BP	positive regulation of leukocyte migration	5591	1159	GO:0002684;GO:0002685;GO:0030335;GO:0050900
query_1	FALSE	1	28	30	1	0.0333333333333333	0.0357142857142857	GO:0002688	GO:BP	regulation of leukocyte chemotaxis	5591	1160	GO:0002685;GO:0030595;GO:0050920
query_1	FALSE	1	3	30	1	0.0333333333333333	0.333333333333333	GO:0002689	GO:BP	negative regulation of leukocyte chemotaxis	5591	1161	GO:0002686;GO:0002688;GO:0030595;GO:0050922
query_1	FALSE	1	169	30	1	0.0333333333333333	0.00591715976331361	GO:0002694	GO:BP	regulation of leukocyte activation	5591	1166	GO:0002682;GO:0045321;GO:0050865
query_1	FALSE	1	108	30	1	0.0333333333333333	0.00925925925925926	GO:0002696	GO:BP	positive regulation of leukocyte activation	5591	1168	GO:0002684;GO:0002694;GO:0045321;GO:0050867
query_1	FALSE	1	173	30	2	0.0666666666666667	0.0115606936416185	GO:0002757	GO:BP	immune response-activating signaling pathway	5591	1222	GO:0002253;GO:0002764
query_1	FALSE	1	101	30	2	0.0666666666666667	0.0198019801980198	GO:0002758	GO:BP	innate immune response-activating signaling pathway	5591	1223	GO:0002218;GO:0002757
query_1	FALSE	1	37	30	1	0.0333333333333333	0.027027027027027	GO:0002761	GO:BP	regulation of myeloid leukocyte differentiation	5591	1226	GO:0002573;GO:0045637;GO:1902105
query_1	FALSE	1	17	30	1	0.0333333333333333	0.0588235294117647	GO:0002763	GO:BP	positive regulation of myeloid leukocyte differentiation	5591	1228	GO:0002573;GO:0002761;GO:0045639;GO:1902107
query_1	FALSE	1	184	30	2	0.0666666666666667	0.0108695652173913	GO:0002764	GO:BP	immune response-regulating signaling pathway	5591	1229	GO:0007165;GO:0050776
query_1	FALSE	1	106	30	1	0.0333333333333333	0.00943396226415094	GO:0002768	GO:BP	immune response-regulating cell surface receptor signaling pathway	5591	1233	GO:0002764;GO:0007166
query_1	FALSE	1	61	30	1	0.0333333333333333	0.0163934426229508	GO:0002790	GO:BP	peptide secretion	5591	1255	GO:0015833;GO:0046903
query_1	FALSE	1	48	30	1	0.0333333333333333	0.0208333333333333	GO:0002791	GO:BP	regulation of peptide secretion	5591	1256	GO:0002790;GO:0051046;GO:0090087
query_1	FALSE	1	175	30	2	0.0666666666666667	0.0114285714285714	GO:0002831	GO:BP	regulation of response to biotic stimulus	5591	1295	GO:0009607;GO:0048583
query_1	FALSE	1	136	30	2	0.0666666666666667	0.0147058823529412	GO:0002833	GO:BP	positive regulation of response to biotic stimulus	5591	1297	GO:0002831;GO:0009607;GO:0048584
query_1	FALSE	1	126	30	2	0.0666666666666667	0.0158730158730159	GO:0003002	GO:BP	regionalization	5591	1407	GO:0007389
query_1	FALSE	1	292	30	4	0.133333333333333	0.0136986301369863	GO:0003006	GO:BP	developmental process involved in reproduction	5591	1408	GO:0022414;GO:0032502
query_1	FALSE	1	95	30	1	0.0333333333333333	0.0105263157894737	GO:0003007	GO:BP	heart morphogenesis	5591	1409	GO:0007507;GO:0009887
query_1	FALSE	1	505	30	5	0.166666666666667	0.0099009900990099	GO:0003008	GO:BP	system process	5591	1410	GO:0032501
query_1	FALSE	1	171	30	2	0.0666666666666667	0.0116959064327485	GO:0003013	GO:BP	circulatory system process	5591	1415	GO:0003008
query_1	FALSE	1	85	30	1	0.0333333333333333	0.0117647058823529	GO:0003018	GO:BP	vascular process in circulatory system	5591	1420	GO:0003013
query_1	FALSE	1	30	30	1	0.0333333333333333	0.0333333333333333	GO:0003170	GO:BP	heart valve development	5591	1543	GO:0007507;GO:0048856
query_1	FALSE	1	14	30	1	0.0333333333333333	0.0714285714285714	GO:0003176	GO:BP	aortic valve development	5591	1549	GO:1905314
query_1	FALSE	1	9	30	1	0.0333333333333333	0.111111111111111	GO:0003177	GO:BP	pulmonary valve development	5591	1550	GO:1905314
query_1	FALSE	1	25	30	1	0.0333333333333333	0.04	GO:0003179	GO:BP	heart valve morphogenesis	5591	1552	GO:0003170;GO:0009653
query_1	FALSE	1	12	30	1	0.0333333333333333	0.0833333333333333	GO:0003180	GO:BP	aortic valve morphogenesis	5591	1553	GO:0003176;GO:0003179
query_1	FALSE	1	7	30	1	0.0333333333333333	0.142857142857143	GO:0003184	GO:BP	pulmonary valve morphogenesis	5591	1557	GO:0003177;GO:0003179
query_1	FALSE	1	63	30	1	0.0333333333333333	0.0158730158730159	GO:0003205	GO:BP	cardiac chamber development	5591	1576	GO:0007507;GO:0048856
query_1	FALSE	1	41	30	1	0.0333333333333333	0.024390243902439	GO:0003206	GO:BP	cardiac chamber morphogenesis	5591	1577	GO:0003007;GO:0003205;GO:0009653
query_1	FALSE	1	49	30	1	0.0333333333333333	0.0204081632653061	GO:0003231	GO:BP	cardiac ventricle development	5591	1602	GO:0003205
query_1	FALSE	1	44	30	1	0.0333333333333333	0.0227272727272727	GO:0003279	GO:BP	cardiac septum development	5591	1637	GO:0003205;GO:0048856
query_1	FALSE	1	30	30	1	0.0333333333333333	0.0333333333333333	GO:0003281	GO:BP	ventricular septum development	5591	1638	GO:0003231;GO:0003279
query_1	FALSE	1	9	30	1	0.0333333333333333	0.111111111111111	GO:0003401	GO:BP	axis elongation	5591	1734	GO:0060560
query_1	FALSE	1	169	30	2	0.0666666666666667	0.0118343195266272	GO:0005975	GO:BP	carbohydrate metabolic process	5591	1760	GO:0044238
query_1	FALSE	1	79	30	2	0.0666666666666667	0.0253164556962025	GO:0005996	GO:BP	monosaccharide metabolic process	5591	1780	GO:0005975;GO:0044281
query_1	FALSE	1	60	30	1	0.0333333333333333	0.0166666666666667	GO:0006006	GO:BP	glucose metabolic process	5591	1790	GO:0019318
query_1	FALSE	1	9	30	1	0.0333333333333333	0.111111111111111	GO:0006007	GO:BP	glucose catabolic process	5591	1791	GO:0006006;GO:0019320
query_1	FALSE	1	4	30	1	0.0333333333333333	0.25	GO:0006013	GO:BP	mannose metabolic process	5591	1795	GO:0019318
query_1	FALSE	1	19	30	1	0.0333333333333333	0.0526315789473684	GO:0006022	GO:BP	aminoglycan metabolic process	5591	1802	GO:0043170;GO:1901135
query_1	FALSE	1	7	30	1	0.0333333333333333	0.142857142857143	GO:0006026	GO:BP	aminoglycan catabolic process	5591	1805	GO:0006022;GO:0009057;GO:1901136
query_1	FALSE	1	7	30	1	0.0333333333333333	0.142857142857143	GO:0006027	GO:BP	glycosaminoglycan catabolic process	5591	1806	GO:0006026;GO:0030203
query_1	FALSE	1	91	30	1	0.0333333333333333	0.010989010989011	GO:0006066	GO:BP	alcohol metabolic process	5591	1832	GO:0044281
query_1	FALSE	1	281	30	2	0.0666666666666667	0.00711743772241993	GO:0006082	GO:BP	organic acid metabolic process	5591	1846	GO:0044281
query_1	FALSE	1	16	30	1	0.0333333333333333	0.0625	GO:0006084	GO:BP	acetyl-CoA metabolic process	5591	1848	GO:0006637
query_1	FALSE	1	10	30	1	0.0333333333333333	0.1	GO:0006085	GO:BP	acetyl-CoA biosynthetic process	5591	1849	GO:0006084;GO:0071616
query_1	FALSE	1	5	30	1	0.0333333333333333	0.2	GO:0006086	GO:BP	pyruvate decarboxylation to acetyl-CoA	5591	1850	GO:0006085;GO:0006090;GO:0009060
query_1	FALSE	1	52	30	1	0.0333333333333333	0.0192307692307692	GO:0006090	GO:BP	pyruvate metabolic process	5591	1852	GO:0032787
query_1	FALSE	1	169	30	1	0.0333333333333333	0.00591715976331361	GO:0006091	GO:BP	generation of precursor metabolites and energy	5591	1853	GO:0008152
query_1	FALSE	1	1991	30	8	0.266666666666667	0.00401808136614766	GO:0006139	GO:BP	nucleobase-containing compound metabolic process	5591	1882	GO:0044238
query_1	FALSE	1	445	30	2	0.0666666666666667	0.00449438202247191	GO:0006259	GO:BP	DNA metabolic process	5591	1971	GO:0090304
query_1	FALSE	1	300	30	2	0.0666666666666667	0.00666666666666667	GO:0006281	GO:BP	DNA repair	5591	1988	GO:0006259;GO:0006974
query_1	FALSE	1	105	30	1	0.0333333333333333	0.00952380952380952	GO:0006282	GO:BP	regulation of DNA repair	5591	1989	GO:0006281;GO:0051052;GO:0080135
query_1	FALSE	1	153	30	1	0.0333333333333333	0.0065359477124183	GO:0006302	GO:BP	double-strand break repair	5591	2001	GO:0006281
query_1	FALSE	1	149	30	1	0.0333333333333333	0.00671140939597315	GO:0006310	GO:BP	DNA recombination	5591	2007	GO:0006259
query_1	FALSE	1	539	30	7	0.233333333333333	0.012987012987013	GO:0006325	GO:BP	chromatin organization	5591	2014	GO:0016043
query_1	FALSE	1	27	30	2	0.0666666666666667	0.0740740740740741	GO:0006334	GO:BP	nucleosome assembly	5591	2015	GO:0006325;GO:0034728;GO:0065004
query_1	FALSE	1	11	30	1	0.0333333333333333	0.0909090909090909	GO:0006337	GO:BP	nucleosome disassembly	5591	2017	GO:0032986;GO:0034728
query_1	FALSE	1	475	30	7	0.233333333333333	0.0147368421052632	GO:0006338	GO:BP	chromatin remodeling	5591	2018	GO:0006325
query_1	FALSE	1	1168	30	7	0.233333333333333	0.00599315068493151	GO:0006351	GO:BP	DNA-templated transcription	5591	2020	GO:0010467;GO:0032774
query_1	FALSE	1	90	30	1	0.0333333333333333	0.0111111111111111	GO:0006352	GO:BP	DNA-templated transcription initiation	5591	2021	GO:0006351;GO:0032774
query_1	FALSE	1	1127	30	7	0.233333333333333	0.0062111801242236	GO:0006355	GO:BP	regulation of DNA-templated transcription	5591	2024	GO:0006351;GO:0010468;GO:2001141
query_1	FALSE	1	26	30	1	0.0333333333333333	0.0384615384615385	GO:0006356	GO:BP	regulation of transcription by RNA polymerase I	5591	2025	GO:0006355;GO:0006360
query_1	FALSE	1	891	30	5	0.166666666666667	0.00561167227833894	GO:0006357	GO:BP	regulation of transcription by RNA polymerase II	5591	2026	GO:0006355;GO:0006366
query_1	FALSE	1	38	30	1	0.0333333333333333	0.0263157894736842	GO:0006360	GO:BP	transcription by RNA polymerase I	5591	2028	GO:0006351
query_1	FALSE	1	941	30	6	0.2	0.00637619553666312	GO:0006366	GO:BP	transcription by RNA polymerase II	5591	2033	GO:0006351
query_1	FALSE	1	70	30	1	0.0333333333333333	0.0142857142857143	GO:0006367	GO:BP	transcription initiation at RNA polymerase II promoter	5591	2034	GO:0006352;GO:0006366
query_1	FALSE	1	411	30	1	0.0333333333333333	0.0024330900243309	GO:0006396	GO:BP	RNA processing	5591	2049	GO:0010467;GO:0032774;GO:0044238
query_1	FALSE	1	138	30	1	0.0333333333333333	0.0072463768115942	GO:0006401	GO:BP	RNA catabolic process	5591	2054	GO:0016070;GO:0141188
query_1	FALSE	1	117	30	1	0.0333333333333333	0.00854700854700855	GO:0006402	GO:BP	mRNA catabolic process	5591	2055	GO:0006401;GO:0010629;GO:0016071
query_1	FALSE	1	297	30	1	0.0333333333333333	0.00336700336700337	GO:0006412	GO:BP	translation	5591	2062	GO:0009059;GO:0019538;GO:0160307
query_1	FALSE	1	64	30	1	0.0333333333333333	0.015625	GO:0006413	GO:BP	translational initiation	5591	2063	GO:0006412;GO:0008152
query_1	FALSE	1	179	30	1	0.0333333333333333	0.00558659217877095	GO:0006417	GO:BP	regulation of translation	5591	2066	GO:0006412;GO:0010608;GO:0051246
query_1	FALSE	1	46	30	1	0.0333333333333333	0.0217391304347826	GO:0006446	GO:BP	regulation of translational initiation	5591	2088	GO:0006413;GO:0006417
query_1	FALSE	1	83	30	2	0.0666666666666667	0.0240963855421687	GO:0006457	GO:BP	protein folding	5591	2095	GO:0009987;GO:0051604
query_1	FALSE	1	409	30	6	0.2	0.0146699266503667	GO:0006468	GO:BP	protein phosphorylation	5591	2098	GO:0016310;GO:0036211
query_1	FALSE	1	44	30	2	0.0666666666666667	0.0454545454545455	GO:0006469	GO:BP	negative regulation of protein kinase activity	5591	2099	GO:0001933;GO:0033673;GO:0045859
query_1	FALSE	1	57	30	1	0.0333333333333333	0.0175438596491228	GO:0006470	GO:BP	protein dephosphorylation	5591	2100	GO:0016311;GO:0036211
query_1	FALSE	1	18	30	1	0.0333333333333333	0.0555555555555556	GO:0006473	GO:BP	protein acetylation	5591	2101	GO:0043543
query_1	FALSE	1	6	30	1	0.0333333333333333	0.166666666666667	GO:0006474	GO:BP	N-terminal protein amino acid acetylation	5591	2102	GO:0006473;GO:0031365;GO:0051604
query_1	FALSE	1	35	30	3	0.1	0.0857142857142857	GO:0006487	GO:BP	protein N-linked glycosylation	5591	2111	GO:0009101
query_1	FALSE	1	10	30	2	0.0666666666666667	0.2	GO:0006491	GO:BP	N-glycan processing	5591	2114	GO:0006487;GO:0009101
query_1	FALSE	1	245	30	1	0.0333333333333333	0.00408163265306122	GO:0006508	GO:BP	proteolysis	5591	2123	GO:0019538
query_1	FALSE	1	312	30	1	0.0333333333333333	0.0032051282051282	GO:0006511	GO:BP	ubiquitin-dependent protein catabolic process	5591	2125	GO:0019941
query_1	FALSE	1	29	30	1	0.0333333333333333	0.0344827586206897	GO:0006513	GO:BP	protein monoubiquitination	5591	2126	GO:0016567
query_1	FALSE	1	87	30	1	0.0333333333333333	0.0114942528735632	GO:0006520	GO:BP	amino acid metabolic process	5591	2131	GO:0044238
query_1	FALSE	1	6	30	1	0.0333333333333333	0.166666666666667	GO:0006525	GO:BP	arginine metabolic process	5591	2135	GO:1901605
query_1	FALSE	1	90	30	1	0.0333333333333333	0.0111111111111111	GO:0006606	GO:BP	protein import into nucleus	5591	2204	GO:0006886;GO:0034504;GO:0051170;GO:0072594
query_1	FALSE	1	413	30	1	0.0333333333333333	0.00242130750605327	GO:0006629	GO:BP	lipid metabolic process	5591	2220	GO:0044238
query_1	FALSE	1	34	30	1	0.0333333333333333	0.0294117647058824	GO:0006637	GO:BP	acyl-CoA metabolic process	5591	2226	GO:0006753;GO:0006790;GO:0072521
query_1	FALSE	1	225	30	1	0.0333333333333333	0.00444444444444444	GO:0006753	GO:BP	nucleoside phosphate metabolic process	5591	2324	GO:0006796;GO:0019637;GO:0055086
query_1	FALSE	1	93	30	1	0.0333333333333333	0.010752688172043	GO:0006790	GO:BP	sulfur compound metabolic process	5591	2348	GO:0008152
query_1	FALSE	1	848	30	8	0.266666666666667	0.00943396226415094	GO:0006793	GO:BP	phosphorus metabolic process	5591	2351	GO:0008152
query_1	FALSE	1	846	30	8	0.266666666666667	0.00945626477541371	GO:0006796	GO:BP	phosphate-containing compound metabolic process	5591	2354	GO:0006793
query_1	FALSE	1	1459	30	9	0.3	0.00616860863605209	GO:0006810	GO:BP	transport	5591	2362	GO:0051234
query_1	FALSE	1	329	30	3	0.1	0.00911854103343465	GO:0006811	GO:BP	monoatomic ion transport	5591	2363	GO:0006810
query_1	FALSE	1	279	30	3	0.1	0.010752688172043	GO:0006812	GO:BP	monoatomic cation transport	5591	2364	GO:0006811
query_1	FALSE	1	123	30	1	0.0333333333333333	0.00813008130081301	GO:0006816	GO:BP	calcium ion transport	5591	2367	GO:0030001
query_1	FALSE	1	43	30	1	0.0333333333333333	0.0232558139534884	GO:0006820	GO:BP	monoatomic anion transport	5591	2369	GO:0006811
query_1	FALSE	1	5	30	1	0.0333333333333333	0.2	GO:0006824	GO:BP	cobalt ion transport	5591	2371	GO:0000041;GO:0098655
query_1	FALSE	1	19	30	1	0.0333333333333333	0.0526315789473684	GO:0006826	GO:BP	iron ion transport	5591	2373	GO:0000041
query_1	FALSE	1	6	30	1	0.0333333333333333	0.166666666666667	GO:0006828	GO:BP	manganese ion transport	5591	2374	GO:0000041
query_1	FALSE	1	12	30	1	0.0333333333333333	0.0833333333333333	GO:0006829	GO:BP	zinc ion transport	5591	2375	GO:0000041
query_1	FALSE	1	64	30	1	0.0333333333333333	0.015625	GO:0006836	GO:BP	neurotransmitter transport	5591	2378	GO:0006810
query_1	FALSE	1	54	30	2	0.0666666666666667	0.037037037037037	GO:0006865	GO:BP	amino acid transport	5591	2398	GO:0006810
query_1	FALSE	1	137	30	1	0.0333333333333333	0.0072992700729927	GO:0006873	GO:BP	intracellular monoatomic ion homeostasis	5591	2402	GO:0050801;GO:0055082
query_1	FALSE	1	27	30	1	0.0333333333333333	0.037037037037037	GO:0006879	GO:BP	intracellular iron ion homeostasis	5591	2406	GO:0030003;GO:0098771
query_1	FALSE	1	12	30	1	0.0333333333333333	0.0833333333333333	GO:0006882	GO:BP	intracellular zinc ion homeostasis	5591	2407	GO:0030003;GO:0098771
