feature_id	gene_symbol	display_label	log2_fold_change	original_log10_fold_change	raw_p_value	BH_FDR	nominal_discovery	FDR_significant	direction
hsa_circRNA_000212	CNOT1	CNOT1	0.295136653767851	0.0888449856040182	0.10110927727717	0.285183486298435	FALSE	FALSE	up
hsa_circRNA_000221	VIM	VIM	0.272297327162762	0.0819696632151199	0.0878995542996416	0.285183486298435	FALSE	FALSE	up
hsa_circRNA_000222	STAM	STAM	0.222392421336448	0.0669467896306132	0.11916182319433	0.285323468337846	FALSE	FALSE	up
hsa_circRNA_000224	PLXDC2	PLXDC2	0.383328639551504	0.115393418702069	0.0506300598137621	0.285183486298435	FALSE	FALSE	up
hsa_circRNA_000226	RAB18	RAB18	0.352573412332189	0.106135172785594	0.213738944282292	0.314907787455176	FALSE	FALSE	up
hsa_circRNA_000230	KAT2A	KAT2A	-0.0126000367796335	-0.00379298901713907	0.47836890754029	0.486769377731651	FALSE	FALSE	down
hsa_circRNA_000232	KIF5B	KIF5B	0.0687127500840141	0.020684598859851	0.291201610980164	0.363117906247264	FALSE	FALSE	up
hsa_circRNA_000234	CUL2	CUL2	0.259358747690395	0.0780747626926553	0.191864329857798	0.304767773767857	FALSE	FALSE	up
hsa_circRNA_000240	CCAR1	CCAR1	0.347567916045461	0.104628368260104	0.106203653817639	0.285183486298435	FALSE	FALSE	up
hsa_circRNA_000242	SRGN	SRGN	0.00991546886508245	0.00298485354946211	0.470127056173758	0.481644563830664	FALSE	FALSE	up
hsa_circRNA_000250	SMAD7	SMAD7	0.182068526365446	0.0548080877023377	0.230693728310804	0.324112879352731	FALSE	FALSE	up
hsa_circRNA_000251	IDE	IDE	0.464604713555675	0.13985995490713	0.0859175922399454	0.285183486298435	FALSE	FALSE	up
hsa_circRNA_000252	HELLS	HELLS	0.27405887451993	0.0824999418084101	0.0526694523676868	0.285183486298435	FALSE	FALSE	up
hsa_circRNA_000256	MGEA5	MGEA5	0.144575572425437	0.0435215839403468	0.343742998232455	0.397226827145762	FALSE	FALSE	up
hsa_circRNA_000259	SLK	SLK	0.395524125679082	0.119064625838174	0.147781712460953	0.289345373563448	FALSE	FALSE	up
hsa_circRNA_000260	SMC3	SMC3	0.179862897906041	0.0541441273767667	0.238856961940511	0.329039763573532	FALSE	FALSE	up
hsa_circRNA_000261	SHOC2	SHOC2	0.815160324546406	0.245387708963654	0.0628120133147536	0.285183486298435	FALSE	FALSE	up
hsa_circRNA_000265	FAM53B	FAM53B	0.148863385914483	0.0448123444163623	0.183839935795396	0.30193898648272	FALSE	FALSE	up
hsa_circRNA_000268	ZRANB1	ZRANB1	0.257409675409923	0.0774880334725159	0.186455383312214	0.30275078994345	FALSE	FALSE	up
hsa_circRNA_000270	ADAM8	ADAM8	0.302028537449657	0.0909196493188689	0.105553276139901	0.285183486298435	FALSE	FALSE	up
hsa_circRNA_000272	MOB2	MOB2	-0.0242136320013064	-0.00728902953636249	0.407490282474675	0.441259431330783	FALSE	FALSE	down
hsa_circRNA_000274	ATP13A1	ATP13A1	-0.0106772169642998	-0.00321416257646655	0.48760890158874	0.4923942094674	FALSE	FALSE	down
hsa_circRNA_000275	STIM1	STIM1	0.037670417966055	0.0113399257569819	0.422045176866265	0.450265011846013	FALSE	FALSE	up
hsa_circRNA_000276	TRIM22	TRIM22	0.24240013200023	0.0729697106849776	0.0648995507220756	0.285183486298435	FALSE	FALSE	up
hsa_circRNA_000278	PDE3B	PDE3B	0.427993154382757	0.128838777408055	0.0593442496471117	0.285183486298435	FALSE	FALSE	up
hsa_circRNA_000280	CLIP3	CLIP3	0.0843162859334754	0.0253817311889571	0.175223973015941	0.298680269916934	FALSE	FALSE	up
hsa_circRNA_000281	ANO5	ANO5	0.214259560107509	0.0644985544501299	0.0690648732896004	0.285183486298435	FALSE	FALSE	up
hsa_circRNA_000283	CSTF3	CSTF3	0.465260697439495	0.140057425732832	0.0520170379271585	0.285183486298435	FALSE	FALSE	up
hsa_circRNA_000285	HIPK3	HIPK3	0.130081038195791	0.0391582943640452	0.164023812236817	0.294286248271753	FALSE	FALSE	up
hsa_circRNA_000286	CAPRIN1	CAPRIN1	0.630766190334282	0.189879543541315	0.0467066593784318	0.285183486298435	TRUE	FALSE	up
hsa_circRNA_000287	CAPRIN1	CAPRIN1	0.610053481683986	0.183644396946127	0.073742539984645	0.285183486298435	FALSE	FALSE	up
hsa_circRNA_000289	CAT	CAT	0.145299553148974	0.0437395238544139	0.233063964503563	0.32528592642527	FALSE	FALSE	up
hsa_circRNA_000294	U2AF2	U2AF2	0.538168289242214	0.162004797777076	0.0967698632550913	0.285183486298435	FALSE	FALSE	up
hsa_circRNA_000295	ZBTB45	ZBTB45	0.132103536007345	0.0397671268714877	0.162333178361186	0.293772329500849	FALSE	FALSE	up
hsa_circRNA_000297	ARHGAP1	ARHGAP1	0.240759864009723	0.0724759408189076	0.155008252181655	0.292402372933851	FALSE	FALSE	up
hsa_circRNA_000298	ARFGAP2	ARFGAP2	0.187995695426781	0.0565923433791711	0.289787556871516	0.361986340304402	FALSE	FALSE	up
hsa_circRNA_000299	DDB2	DDB2	0.323486922743924	0.0973792669509582	0.0490414987625243	0.285183486298435	FALSE	FALSE	up
hsa_circRNA_000300	GALNT14	GALNT14	0.17028356862221	0.051260461923991	0.131488964631335	0.285915868459043	FALSE	FALSE	up
hsa_circRNA_000302	SPI1	SPI1	0.154391122799226	0.0464763590268083	0.14838557883971	0.289732496021447	FALSE	FALSE	up
hsa_circRNA_000303	SPI1	SPI1	-0.0672259071165502	-0.0202370145278023	0.126208075936807	0.285856320084665	FALSE	FALSE	down
hsa_circRNA_000306	ZFP91	ZFP91	0.148522524710088	0.0447097349694814	0.123374394394497	0.285856320084665	FALSE	FALSE	up
hsa_circRNA_000308	FAM111A	FAM111A	0.121306296222134	0.0365168338257625	0.341038757271095	0.395494120085379	FALSE	FALSE	up
hsa_circRNA_000310	CYBASC3	CYBASC3	0.235263572410998	0.0708213921827754	0.163216979990752	0.294261480945464	FALSE	FALSE	up
hsa_circRNA_000313	FADS2	FADS2	0.028758992981424	0.00865731953249854	0.458766126253013	0.474522095614676	FALSE	FALSE	up
hsa_circRNA_000314	None	None	-0.0572248686929502	-0.0172264019745107	0.385956842405799	0.425739188309018	FALSE	FALSE	down
hsa_circRNA_000315	ARHGAP15	ARHGAP15	0.43222726057636	0.130113370377156	0.102788894265804	0.285183486298435	FALSE	FALSE	up
hsa_circRNA_000317	AHNAK	AHNAK	0.961620559998242	0.289476633006666	0.0594791507446616	0.285183486298435	FALSE	FALSE	up
hsa_circRNA_000319	AHNAK	AHNAK	1.11352811104631	0.335205362439993	0.0547136153944941	0.285183486298435	FALSE	FALSE	up
hsa_circRNA_000320	AHNAK	AHNAK	1.08212713337709	0.325752726268382	0.0629075978343932	0.285183486298435	FALSE	FALSE	up
hsa_circRNA_000322	XRCC5	XRCC5	0.126079748379575	0.0379537861080193	0.259658185453124	0.34280832829127	FALSE	FALSE	up
hsa_circRNA_000323	CDCA5	CDCA5	0.197135622886981	0.0593437357028842	0.247548655803482	0.334963053487617	FALSE	FALSE	up
hsa_circRNA_000324	None	None	0.531818481106155	0.160093315061411	0.107930709242468	0.285183486298435	FALSE	FALSE	up
hsa_circRNA_000327	LTBP3	LTBP3	0.237039197300849	0.0713559085356683	0.163016533440824	0.294116976221635	FALSE	FALSE	up
hsa_circRNA_000329	E2F1	E2F1	0.0157673158583169	0.00474643502446175	0.401241008464448	0.437018553595443	FALSE	FALSE	up
hsa_circRNA_000332	RPRD1B	RPRD1B	0.0622842782543428	0.018749436012839	0.370414782078977	0.415293417305246	FALSE	FALSE	up
hsa_circRNA_000336	CPT1A	CPT1A	0.452512204697507	0.136219747017989	0.0799209681912437	0.285183486298435	FALSE	FALSE	up
hsa_circRNA_000338	FCHSD2	FCHSD2	0.543314803362666	0.16355405290044	0.0155103040016583	0.285183486298435	FALSE	FALSE	up
hsa_circRNA_000342	PAK1	PAK1	0	0	0.5	0.5	FALSE	FALSE	down
hsa_circRNA_000344	RSF1	RSF1	0.0317787086726611	0.00956634453393809	0.442502818595643	0.464104674177065	FALSE	FALSE	up
hsa_circRNA_000345	RSF1	RSF1	0.259212694881385	0.0780307964161923	0.0417774152976371	0.285183486298435	FALSE	FALSE	up
hsa_circRNA_000346	None	None	0.0186156781673468	0.00560387751799848	0.420961469470058	0.449694521283057	FALSE	FALSE	up
hsa_circRNA_000347	PITPNB	PITPNB	-0.0343515047907769	-0.0103408333382188	0.432558043585851	0.457684440876349	FALSE	FALSE	down
hsa_circRNA_000348	FAT3	FAT3	-0.0864147518174733	-0.026013432364918	0.29193358248225	0.36328467319697	FALSE	FALSE	down
hsa_circRNA_000349	MED17	MED17	0.295018352804007	0.0888093734653852	0.167444798997567	0.295504519822432	FALSE	FALSE	up
hsa_circRNA_000350	AMOTL1	AMOTL1	0.134311623831425	0.0404318275395961	0.123116406428189	0.285856320084665	FALSE	FALSE	up
hsa_circRNA_000352	BIRC3	BIRC3	0.311063777464439	0.0936395275813418	0.0833362115425159	0.285183486298435	FALSE	FALSE	up
hsa_circRNA_000356	ATM	ATM	0.566045287378527	0.170396610405175	0.0359576366060231	0.285183486298435	FALSE	FALSE	up
hsa_circRNA_000358	SIK3	SIK3	0.0907654639231823	0.0273231272112348	0.154457150430837	0.292160305719868	FALSE	FALSE	up
hsa_circRNA_000361	PLCL2	PLCL2	0.241751249757183	0.0727743776661667	0.183593202366757	0.301757877581381	FALSE	FALSE	up
hsa_circRNA_000363	CBL	CBL	0.241705896393282	0.0727607249432284	0.232638757428675	0.325011120735816	FALSE	FALSE	up
hsa_circRNA_000365	TBCEL	TBCEL	0.281505515004672	0.0847416039612433	0.0886982995817133	0.285183486298435	FALSE	FALSE	up
hsa_circRNA_000366	SORL1	SORL1	0.0422282353892975	0.0127119655161378	0.30599341168279	0.37324861386002	FALSE	FALSE	up
hsa_circRNA_000367	SIAE	SIAE	0.402862785332743	0.121273782521895	0.0422359277524543	0.285183486298435	FALSE	FALSE	up
hsa_circRNA_000368	USP4	USP4	0.185521856493331	0.0558476436557611	0.272346623582527	0.350849588713365	FALSE	FALSE	up
hsa_circRNA_000372	APLP2	APLP2	0.65854934684782	0.198243107026117	0.0364048288787586	0.285183486298435	TRUE	FALSE	up
hsa_circRNA_000380	ARHGDIB	ARHGDIB	0.308752706139629	0.092943825790455	0.0214662731539753	0.285183486298435	FALSE	FALSE	up
hsa_circRNA_000386	CCDC91	CCDC91	0.174616696767034	0.0525648634706391	0.132118425055951	0.285915868459043	FALSE	FALSE	up
hsa_circRNA_000390	PDS5A	PDS5A	0.518988463317752	0.156231094862199	0.0299390455884635	0.285183486298435	FALSE	FALSE	up
hsa_circRNA_000393	SCAF11	SCAF11	0.248018229011942	0.0746609264040533	0.11720433199211	0.285183486298435	FALSE	FALSE	up
hsa_circRNA_000394	SCAF11	SCAF11	0.321928094887363	0.0969100130080565	0.205023810548557	0.310310400841315	FALSE	FALSE	up
hsa_circRNA_000401	BRD9	BRD9	0.112076328353018	0.0337383366381439	0.204457315096331	0.310310400841315	FALSE	FALSE	up
hsa_circRNA_000403	ZNF385A	ZNF385A	-0.442004546879112	-0.133056626830479	0.154238457608892	0.292160305719868	FALSE	FALSE	down
hsa_circRNA_000404	RICTOR	RICTOR	0.211926602687489	0.0637962642880972	0.294182363826886	0.364776833232689	FALSE	FALSE	up
hsa_circRNA_000405	MYL6	MYL6	0.231325546106456	0.0696359281413944	0.110113128455305	0.285183486298435	FALSE	FALSE	up
hsa_circRNA_000407	SMARCC2	SMARCC2	-0.050524168395949	-0.0152092901931588	0.436212994000385	0.460036368502052	FALSE	FALSE	down
hsa_circRNA_000409	PRIM1	PRIM1	0.523387221600202	0.157555253048892	0.0574649099875758	0.285183486298435	FALSE	FALSE	up
hsa_circRNA_000410	AP3B1	AP3B1	0.206963993272427	0.062302369997399	0.11557605117282	0.285183486298435	FALSE	FALSE	up
hsa_circRNA_000412	XRCC6BP1	XRCC6BP1	-0.0225425686510881	-0.00678598934329206	0.457438858212398	0.473783692000867	FALSE	FALSE	down
hsa_circRNA_000413	TBK1	TBK1	0.268731136003318	0.0808961327058555	0.199207522800537	0.307270525301756	FALSE	FALSE	up
hsa_circRNA_000414	IRAK3	IRAK3	0.342781410237334	0.103187486437438	0.111087373610935	0.285183486298435	FALSE	FALSE	up
hsa_circRNA_000415	NUP107	NUP107	0.0614005446641432	0.0184834056940131	0.261916388125244	0.344446678555801	FALSE	FALSE	up
hsa_circRNA_000416	MDM2	MDM2	0.136935645356108	0.0412217367277938	0.351912734391931	0.402558246824675	FALSE	FALSE	up
hsa_circRNA_000418	CCT2	CCT2	0.382753287583405	0.115220220501607	0.229615942873477	0.323299050597429	FALSE	FALSE	up
hsa_circRNA_000421	ATXN7L3B	ATXN7L3B	0.313307612315017	0.094314989176682	0.101971938166795	0.285183486298435	FALSE	FALSE	up
hsa_circRNA_000422	TCOF1	TCOF1	-0.107383535373599	-0.0323256651878976	0.301706905186444	0.370375427138239	FALSE	FALSE	down
hsa_circRNA_000424	FABP6	FABP6	-0.124009166386954	-0.0373304788197586	0.254945272087807	0.339246693127786	FALSE	FALSE	down
hsa_circRNA_000425	HNRNPH1	HNRNPH1	0.0101957671058887	0.00306923172767663	0.485613722227877	0.491111659471215	FALSE	FALSE	up
hsa_circRNA_000426	ATP2B1	ATP2B1	-0.0346502421235013	-0.0104307622361935	0.473197919247796	0.483775752762141	FALSE	FALSE	down
hsa_circRNA_000432	C12orf48	C12orf48	0.264203053156416	0.0795330439460865	0.0410824319519061	0.285183486298435	FALSE	FALSE	up
hsa_circRNA_000433	NFYB	NFYB	0.191426070653235	0.0576249892187162	0.205381739559407	0.310448672977388	FALSE	FALSE	up
hsa_circRNA_000435	None	None	0.0505603541294763	0.0152201831843656	0.414590980825815	0.445571629499409	FALSE	FALSE	up
hsa_circRNA_000440	None	None	0.147944163274437	0.0445356308290152	0.164015988828855	0.294286248271753	FALSE	FALSE	up
hsa_circRNA_000441	BACH2	BACH2	0.170714437872893	0.0513901664926561	0.210872296501449	0.313266673306995	FALSE	FALSE	up
hsa_circRNA_000442	BACH2	BACH2	0.165818934313531	0.0499164730774081	0.176495625923919	0.29931255738052	FALSE	FALSE	up
hsa_circRNA_000446	EZR	EZR	0.109745405983343	0.0330366590873076	0.118949100912159	0.285283960852227	FALSE	FALSE	up
hsa_circRNA_000447	GCN1L1	GCN1L1	0.333423733725192	0.100370545117563	0.0549863706307198	0.285183486298435	FALSE	FALSE	up
hsa_circRNA_000449	UNC119B	UNC119B	0.335767002352427	0.101075939262259	0.0792686792131584	0.285183486298435	FALSE	FALSE	up
hsa_circRNA_000450	RHOF	RHOF	0.0305451432536334	0.00919500434119694	0.293339691663236	0.364274966070546	FALSE	FALSE	up
hsa_circRNA_000451	BCL7A	BCL7A	0.192645077942396	0.0579919469776867	0.168095392479431	0.295641655323789	FALSE	FALSE	up
hsa_circRNA_000452	BCL7A	BCL7A	0.194010619966626	0.0584030160873196	0.127850515960468	0.285889543356546	FALSE	FALSE	up
