feature_id	gene_symbol	display_label	log2_fold_change	original_log10_fold_change	raw_p_value	BH_FDR	nominal_discovery	FDR_significant	direction
hsa_circRNA_103153	CECR2	CECR2	0.206450877467426	0.0621479067488444	0.0226587771252102	0.335266174540636	FALSE	FALSE	up
hsa_circRNA_103154	ATP6V1E1	ATP6V1E1	0.171441233889692	0.0516089538944417	0.224915559616367	0.338964471305308	FALSE	FALSE	up
hsa_circRNA_103155	BCL2L13	BCL2L13	0.122255750050998	0.0368026479077487	0.199690876069185	0.335956934755604	FALSE	FALSE	up
hsa_circRNA_103156	DGCR2	DGCR2	0.167599948496068	0.0504526117690549	0.196489968541998	0.335705617246502	FALSE	FALSE	up
hsa_circRNA_103157	CLTCL1	CLTCL1	0.0509511874467555	0.0153378357361715	0.384869613231752	0.419005097827075	FALSE	FALSE	up
hsa_circRNA_103158	CLTCL1	CLTCL1	-0.0443259148889506	-0.0133434299668228	0.452553943874584	0.467320032930953	FALSE	FALSE	down
hsa_circRNA_103159	HIRA	HIRA	0.347619737918738	0.104643968198392	0.0164903596273864	0.335266174540636	FALSE	FALSE	up
hsa_circRNA_103160	UFD1L	UFD1L	0.056289130846544	0.0169447168146644	0.333063023751145	0.386827532736782	FALSE	FALSE	up
hsa_circRNA_103161	COMT	COMT	0.0605123496961837	0.0182160323666595	0.361805839564909	0.404663024512094	FALSE	FALSE	up
hsa_circRNA_103162	ZNF74	ZNF74	0.134576021686866	0.0405114192248731	0.210101218464031	0.336748562282979	FALSE	FALSE	up
hsa_circRNA_103163	KLHL22	KLHL22	0.150975898641322	0.0454482741133629	0.24707997718177	0.344829336659875	FALSE	FALSE	up
hsa_circRNA_103164	PI4KA	PI4KA	0.153896571786828	0.0463274843376904	0.0510772656212662	0.335266174540636	FALSE	FALSE	up
hsa_circRNA_103165	PI4KA	PI4KA	0.280783074828279	0.0845241277980762	0.070154420192161	0.335266174540636	FALSE	FALSE	up
hsa_circRNA_103166	PI4KA	PI4KA	0.184147901265855	0.0554340419195917	0.0946656321134697	0.335266174540636	FALSE	FALSE	up
hsa_circRNA_103167	UBE2L3	UBE2L3	0.336049203132016	0.101160890161715	0.031676015685488	0.335266174540636	FALSE	FALSE	up
hsa_circRNA_103168	PPIL2	PPIL2	0.113819899557162	0.0342632038701673	0.34212545028474	0.392066318082718	FALSE	FALSE	up
hsa_circRNA_103169	YPEL1	YPEL1	-0.0222528068471277	-0.00669876234870227	0.43999334156529	0.457696225892485	FALSE	FALSE	down
hsa_circRNA_103170	MAPK1	MAPK1	0.225961977897801	0.0680213332267997	0.142597942795742	0.335266174540636	FALSE	FALSE	up
hsa_circRNA_103171	MAPK1	MAPK1	0.0921328408361613	0.0277347486774199	0.272464425085275	0.352952435819451	FALSE	FALSE	up
hsa_circRNA_103174	BCR	BCR	0.185355042011918	0.0557974274931448	0.129961349222052	0.335266174540636	FALSE	FALSE	up
hsa_circRNA_103175	BCR	BCR	0.213514269989995	0.0642741997692863	0.179969265281965	0.335266174540636	FALSE	FALSE	up
hsa_circRNA_103176	GUSBP11	GUSBP11	0.321831687052725	0.0968809913580136	0.175039897813504	0.335266174540636	FALSE	FALSE	up
hsa_circRNA_103177	GUSBP11	GUSBP11	0.154033628672421	0.0463687425713661	0.0699917413862036	0.335266174540636	FALSE	FALSE	up
hsa_circRNA_103178	CABIN1	CABIN1	0.274556275729013	0.0826496744922237	0.0954620903342604	0.335266174540636	FALSE	FALSE	up
hsa_circRNA_103179	CABIN1	CABIN1	0.105651787563863	0.0318043571522415	0.204620295266377	0.336165925398708	FALSE	FALSE	up
hsa_circRNA_103180	SPECC1L	SPECC1L	0.594743521513743	0.179035639702463	0.0188411686991998	0.335266174540636	TRUE	FALSE	up
hsa_circRNA_103181	SPECC1L	SPECC1L	0.312277924853643	0.0940050223646492	0.136981458359917	0.335266174540636	FALSE	FALSE	up
hsa_circRNA_103182	SPECC1L	SPECC1L	0.147239098887514	0.0443233852996767	0.132149607191063	0.335266174540636	FALSE	FALSE	up
hsa_circRNA_103184	ADRBK2	ADRBK2	0.0300572338561799	0.00904812897739711	0.371941649429898	0.411271394478219	FALSE	FALSE	up
hsa_circRNA_103185	ADRBK2	ADRBK2	0.259759273800933	0.0781953330659737	0.00655043521131827	0.335266174540636	FALSE	FALSE	up
hsa_circRNA_103186	ADRBK2	ADRBK2	0.219566377257684	0.0660960655938368	0.0519091660165704	0.335266174540636	FALSE	FALSE	up
hsa_circRNA_103187	HPS4	HPS4	0.206450877467426	0.0621479067488445	0.0510366772193526	0.335266174540636	FALSE	FALSE	up
hsa_circRNA_103188	TPST2	TPST2	-0.078231481015794	-0.0235500223909713	0.381817758402385	0.417210908167332	FALSE	FALSE	down
hsa_circRNA_103189	PITPNB	PITPNB	0.259867126755111	0.0782278000403023	0.110935429972842	0.335266174540636	FALSE	FALSE	up
hsa_circRNA_103190	PITPNB	PITPNB	0.311270591486641	0.0937017848055485	0.183241069621831	0.335266174540636	FALSE	FALSE	up
hsa_circRNA_103191	PITPNB	PITPNB	0.451595292982765	0.135943729088476	0.136786006137563	0.335266174540636	FALSE	FALSE	up
hsa_circRNA_103192	KREMEN1	KREMEN1	0.0935407678394217	0.0281585769371066	0.180423300296926	0.335266174540636	FALSE	FALSE	up
hsa_circRNA_103193	EWSR1	EWSR1	0.35460761672552	0.106747529325298	0.159596990098507	0.335266174540636	FALSE	FALSE	up
